ID,Ball
20406,"{22401, 22913, 19973, 22790, 22918, 22408, 20106, 22796, 22669, 22924, 22925, 20116, 22934, 20005, 21418, 21674, 19506, 20402, 20020, 22580, 20406, 20028, 20924, 20543, 22847, 22848, 21826, 19907, 19911, 22730, 19915, 19664, 19665, 20562, 19667, 20692, 19797, 19670, 22868, 21848, 21594, 20315, 22749, 21342, 20450, 19555, 21859, 20069, 22882, 22885, 20587, 22508, 22892, 20462, 20079, 22897, 22898, 22903, 22905, 22908, 21885, 22911}"
22701,"{22912, 22916, 22917, 22791, 22920, 22666, 22794, 22670, 22932, 20508, 22047, 22567, 21419, 22443, 22571, 22572, 22573, 22701, 20401, 20410, 20029, 21697, 19906, 19909, 22726, 19399, 19658, 19660, 19661, 19662, 19663, 20561, 21843, 21464, 20057, 20314, 21341, 21086, 21858, 22886, 20584, 21610, 21880, 22777}"
7730,"{6913, 8450, 8701, 9603, 6918, 8077, 6542, 8078, 8333, 6801, 8334, 9107, 8212, 9360, 9619, 7577, 7579, 9215, 9117, 7582, 6945, 9598, 7587, 9638, 6698, 7730, 8755, 9395, 6837, 9528, 7098, 6714, 6972, 8250, 9658, 7489, 6210, 6850, 7107, 7873, 7881, 9673, 9680, 6993, 6354, 9683, 6102, 6746, 9690, 7390, 7519, 7648, 8289, 6370, 8163, 9058, 9445, 9698, 6888, 8168, 8681, 9323, 8172, 7149, 9197, 9325, 9326, 8820, 7541, 9332, 8443, 8189, 8958, 7551}"
22883,"{19975, 21128, 22409, 20110, 21396, 21653, 21142, 22804, 22681, 22809, 22683, 21414, 21543, 22566, 20014, 20399, 20400, 20527, 22832, 22833, 20405, 20026, 21690, 22586, 19902, 20926, 19652, 19653, 19654, 19655, 19656, 19657, 22724, 22725, 22731, 21709, 22862, 22738, 22743, 22488, 20313, 20058, 21466, 22871, 22878, 20576, 22883, 20460, 21876}"
18516,"{18236, 18183, 18727, 18540, 18668, 18127, 18545, 18610, 18228, 18421, 18516, 18104, 18299, 18204, 18237}"
19648,"{18306, 18307, 18180, 18704, 18679, 18460, 18600, 18219, 18351, 18737, 18107, 18762, 18255, 18657, 18541, 18290, 18291, 18678, 18551}"
20338,"{18177, 18186, 18571, 18189, 18190, 18200, 18341, 18216, 18218, 18731, 18221, 18226, 18617, 18750, 18758, 18759, 18515, 18137, 18665, 18666, 18422}"
21343,"{18721, 18466, 18468, 18310, 18662, 18347, 18799, 18160, 18450, 18451, 18582, 18103, 18106, 18235, 18463}"
19041,"{18372, 18121, 18286, 18673, 18258, 18547, 18164, 18740, 18358, 18399, 18684, 18175}"
5211,"{6403, 8581, 9224, 9225, 8591, 9105, 9620, 9114, 9372, 7069, 7070, 6818, 6819, 9471, 6821, 9636, 6823, 7079, 5801, 6314, 9001, 7468, 7469, 9003, 9640, 9136, 9650, 9139, 9656, 9662, 9666, 7365, 9287, 9672, 9290, 8401, 9426, 8276, 8788, 8789, 9303, 9306, 8439, 9051, 9437, 9691, 8440, 9185, 8548, 6117, 7526, 8549, 8568, 7785, 8041, 9191, 6511, 8050, 6515, 8181, 7542, 7543, 7544, 8572, 8063}"
