ID,green,red,cyan,pink,purple,yellow,orange,gray,blue
33327,1,0.58065,0.04301,0,0.03226,0.02151,0.16129,0.02151,0.10753
32964,1,0.31507,0.03425,0,0.0274,0.0137,0.08904,0.02055,0.07534
71731,1,0.2967,0.0989,0.01099,0.15385,0.04396,0.07692,0.05495,0.9011
66814,1,0.3038,0.01266,0,0.07595,0.01266,0.06329,0,0.60759
56167,1,0.625,0.4375,0,0.14062,0.09375,0.29688,0.10938,0.57812
46793,1,0.5641,0.05128,0,0.08974,0.05128,0.15385,0,0.58974
53272,1,0.42222,0.11111,0,0.28889,0.06667,0.13333,0,0.44444
24111,1,0.37288,0.0678,0,0.22034,0.10169,0.25424,0.05085,0.54237
3910,1,0.27692,0,0,0.04615,0.01538,0.04615,0,0.73846
65865,1,0.58696,0.02174,0.02174,0.06522,0,0.17391,0,0.47826
59467,1,0.78082,0.17808,0,0.41096,0.09589,0.41096,0.05479,0.38356
35536,1,0.42574,0.09901,0,0.09901,0.0495,0.25743,0.0297,0.32673
72091,1,0.68889,0.13333,0,0.2,0.06667,0.24444,0.15556,0.15556
30297,1,0.30769,0,0.03846,0.11538,0.03846,0.15385,0.01923,0.5
44932,1,0.47887,0.04225,0,0.09859,0.05634,0.15493,0.04225,0.77465
76377,0.94595,0.47297,0.04054,0.01351,0.10811,0.04054,0.16216,0.01351,1
73810,1,0.52,0.09333,0.01333,0.12,0.08,0.09333,0.06667,0.34667
41670,1,0.22727,0,0,0.04545,0,0.04545,0,0.88636
72502,0.91892,0.18919,0.05405,0.02703,0.02703,0,0.13514,0,1
18418,1,0.59259,0.09259,0,0.07407,0.01852,0.2963,0.01852,0.31481
75850,1,0.36364,0.05455,0,0.07273,0.01818,0.10909,0.07273,0.47273
19188,1,0.30682,0.03409,0,0.07955,0.03409,0.09091,0.02273,0.44318
60049,1,0.82979,0.21277,0,0.25532,0.12766,0.14894,0.17021,0.44681
44951,1,0.33333,0.07143,0,0.04762,0.09524,0.16667,0.04762,0.80952
72598,0.98276,1,0.12069,0,0.32759,0.13793,0.56897,0.15517,0.22414
64435,1,0.42373,0.01695,0,0.0678,0.01695,0.30508,0.01695,0.15254
2495,0.96,0.2,0,0,0,0,0.04,0,1
39189,1,0.20896,0.14925,0,0.04478,0.02985,0.0597,0.1194,0.73134
22458,1,0.82979,0.17021,0,0.06383,0.06383,0.3617,0.04255,0.61702
74436,1,0.43939,0.15152,0,0.10606,0.09091,0.18182,0.04545,0.25758
34770,1,0.47368,0.03509,0,0.12281,0,0.42105,0.01754,0.54386
21124,1,0.5,0.02778,0,0.11111,0.11111,0.08333,0.02778,0.44444
42646,0.68966,0.13793,0.03448,0,0.03448,0.01724,0.03448,0,1
13445,1,0.80645,0.12903,0.03226,0.22581,0.12903,0.32258,0.08065,0.27419
75836,0.43333,0.9,1,0,0.56667,0.53333,0.83333,0.66667,0.16667
66639,0.90909,0.39394,0.0303,0.0303,0.21212,0,0.21212,0,1
16936,0.56667,0.21667,0.01667,0,0.03333,0.01667,0.16667,0,1
62754,1,0.54054,0,0,0.08108,0,0.27027,0.37838,0.81081
34458,1,0.31944,0.08333,0,0.02778,0.05556,0.13889,0.05556,0.27778
51116,0.83077,0.30769,0,0,0.07692,0,0.16923,0.01538,1
47128,0.60345,0.15517,0,0,0.03448,0,0.01724,0,1
50748,1,0.14634,0,0,0,0,0.04878,0,0.70732
9739,1,0.71154,0.03846,0,0.23077,0.01923,0.23077,0,0.07692
70331,0.64912,0.42105,0.01754,0,0.05263,0,0.14035,0,1
47695,0.98246,0.22807,0.05263,0.03509,0.07018,0,0.07018,0.10526,1
2984,0.91304,0.26087,0,0,0.01449,0,0.08696,0,1
