ID,Ball
8235,"{15365, 62469, 3593, 69645, 73230, 29200, 8723, 16920, 3099, 38439, 33327, 29232, 33328, 36913, 33332, 72761, 3642, 63036, 72253, 39486, 24130, 25154, 58436, 22597, 36937, 65099, 24652, 32844, 32846, 5711, 55378, 3156, 30292, 53334, 1111, 30296, 69206, 73813, 9316, 40549, 39526, 2665, 12394, 10347, 62057, 32877, 65130, 72303, 32880, 32881, 67700, 21621, 32886, 58997, 67703, 62077, 67709, 67710, 25216, 32896, 32898, 59521, 24708, 54776, 32908, 18583, 17560, 32921, 64671, 52386, 71331, 4260, 71334, 44209, 10940, 59070, 22207, 64702, 32964, 54471, 59593, 14538, 39118, 58070, 63704, 42717, 32990, 35552, 4837, 43752, 5353, 51432, 76009, 23789, 39661, 23280, 57080, 57082, 2301, 36605, 32003, 39684, 20231, 22792, 71437, 75534, 26385, 44819, 68885, 75542, 33049, 58138, 33051, 16668, 33053, 23327, 33056, 39716, 33065, 67372, 62255, 61232, 73521, 58675, 57652, 58677, 49977, 10043, 36156, 55617, 12104, 51016, 11094, 33110, 33111, 33112, 33113, 19291, 33114, 51039, 72033, 1386, 39281, 40305, 67953, 21364, 60788, 67954, 70514, 15224, 73593, 62330, 51581, 35198, 57730, 67459, 29060, 41349, 73098, 37773, 67981, 67983, 67479, 22426, 12187, 72092, 34719, 22434, 23468, 45487, 34738, 23475, 34739, 34740, 54710, 76216, 67002, 2491, 25532, 23493, 32711, 41929, 45513, 74697, 23504, 4058, 54236, 39912, 19948, 35310, 21999, 46064, 30705, 53234, 59888, 60915, 2037, 70644, 45559, 43512, 36348}"
60357,"{54816, 54817, 54819, 54820, 54821, 46374, 70827, 76078, 76079, 54812, 54813, 54814, 54815}"
72502,"{2560, 8192, 49154, 8708, 13829, 67589, 23559, 43016, 64523, 9740, 2061, 43022, 2067, 51220, 32789, 76311, 23065, 55834, 5148, 65053, 27678, 67068, 9248, 32800, 51232, 72738, 33829, 62502, 19495, 33833, 10282, 33835, 47148, 33837, 10803, 38966, 20023, 42042, 25147, 17988, 75845, 4680, 17992, 12363, 47180, 52812, 17998, 38479, 6739, 22108, 2654, 45157, 3688, 45163, 48747, 8301, 12398, 49263, 5232, 20083, 56950, 29303, 7288, 31353, 40571, 60027, 49790, 49792, 49793, 76416, 61061, 45703, 31881, 8331, 4749, 19085, 6800, 28818, 6803, 22167, 14489, 8860, 11933, 65184, 47779, 59043, 19622, 36518, 34987, 25774, 9393, 48820, 69813, 31417, 13498, 42169, 55993, 66235, 46785, 195, 2756, 36035, 47301, 36039, 7882, 41675, 71377, 14034, 46293, 55509, 30423, 73432, 60123, 28892, 18143, 55012, 1767, 63720, 8938, 65258, 58093, 2799, 72432, 40178, 22261, 49402, 29954, 27395, 28419, 14085, 66306, 72968, 4878, 12047, 29454, 36115, 56597, 26392, 72985, 282, 34586, 20765, 36125, 2336, 11553, 36130, 9508, 14117, 49958, 50471, 70440, 73000, 4906, 50482, 7988, 36661, 27446, 27447, 40759, 19258, 73018, 57148, 27453, 27454, 27455, 27456, 4929, 30533, 70981, 33096, 36168, 11594, 73032, 52044, 9038, 25423, 27470, 5969, 34642, 23891, 41812, 72531, 32598, 12119, 66902, 32089, 50009, 49500, 12637, 27485, 27486, 29025, 21861, 56679, 64872, 875, 53099, 59247, 32628, 24950, 54646, 56697, 62329, 18299, 10620, 57218, 44931, 2950, 56711, 40332, 24462, 16783, 16273, 62868, 21397, 24982, 75669, 7580, 5021, 41372, 68510, 12705, 19364, 50602, 7598, 5041, 5554, 25011, 43444, 8117, 75189, 50103, 23481, 56251, 36802, 63431, 74695, 42442, 46035, 18389, 4054, 27606, 48090, 39901, 17374, 13279, 69599, 34787, 66020, 33766, 50665, 50154, 35308, 32749, 66542, 20467, 47605, 7676, 32765, 7678}"
63192,"{55812, 64029, 59944, 30761, 61994, 3118, 1585, 52790, 63032, 1086, 40002, 37958, 26184, 59467, 44622, 25169, 45650, 43091, 69737, 57962, 40050, 40052, 57980, 65148, 53374, 52356, 52357, 65174, 64163, 64165, 39590, 5287, 63143, 40109, 35503, 61104, 60082, 23221, 37046, 35007, 9925, 58566, 59087, 35536, 40656, 4309, 40156, 12003, 35557, 68327, 36073, 66802, 31476, 55029, 57591, 33539, 50949, 28934, 58123, 51986, 75540, 34076, 34599, 37161, 53033, 13622, 50492, 18758, 53576, 66889, 34635, 68434, 50532, 58725, 64886, 52608, 30607, 53649, 52627, 69535, 5027, 57769, 55219, 55221, 6606, 67037, 47074, 53228, 62958, 68082, 4598, 68086}"
66787,"{33795, 34692, 58371, 69773, 7694, 9237, 9495, 52378, 45471, 6304, 45218, 59427, 60208, 30129, 5817, 46139, 74813, 52418, 1220, 40526, 60372, 74967, 47198, 21727, 74974, 74975, 66787, 72306, 31864}"
22665,"{20993, 27148, 53269, 35867, 48168, 39475, 4664, 66627, 60487, 63050, 76362, 61004, 65101, 55887, 61009, 21589, 30805, 40026, 40540, 44640, 70754, 1642, 47723, 65131, 2157, 62583, 55418, 25215, 63109, 5258, 63120, 63121, 13970, 2709, 34968, 5786, 66716, 61597, 66721, 27305, 76462, 76466, 49845, 76469, 3256, 72888, 28861, 23747, 68296, 21705, 71370, 24786, 68308, 47829, 38105, 24288, 60643, 68838, 37097, 28396, 24301, 58100, 4853, 26366, 58124, 270, 15120, 54032, 63255, 63257, 51489, 61730, 65326, 65339, 24897, 65350, 54087, 65351, 65353, 65358, 67410, 4947, 28503, 60761, 60762, 76125, 57703, 64364, 57209, 71547, 71548, 71549, 37758, 71550, 23425, 25985, 53135, 43920, 72591, 56730, 54684, 13214, 43432, 51112, 62892, 21426, 49075, 42933, 36792, 13753, 48061, 29632, 41412, 48068, 62405, 75213, 60377, 26076, 68061, 49631, 33760, 57825, 41446, 49130, 57324, 32764, 42492}"
32412,"{18944, 24577, 72194, 9225, 73738, 70159, 69648, 61983, 47142, 44586, 48683, 66104, 19002, 70205, 7231, 31808, 48703, 57920, 41548, 41549, 1615, 48721, 46680, 46687, 19554, 43621, 39016, 22129, 60017, 64628, 42613, 47221, 14459, 59518, 641, 14978, 70790, 70792, 13453, 53393, 66705, 66707, 47255, 70814, 53408, 66208, 28835, 8870, 12454, 32941, 46254, 69807, 46768, 66738, 12467, 61108, 10934, 58041, 6844, 56510, 52415, 31425, 74438, 34505, 69839, 9424, 25298, 58066, 23252, 14552, 42713, 58072, 40668, 57054, 38113, 10978, 18659, 62184, 51435, 74988, 63214, 69872, 74992, 30450, 69874, 25333, 22262, 44794, 49404, 40703, 34051, 71942, 45321, 19722, 46350, 67855, 63251, 15126, 56598, 26399, 53027, 37157, 58149, 37159, 60710, 48940, 48948, 4406, 56630, 53560, 63798, 66370, 57155, 24900, 24901, 24904, 39752, 66378, 71499, 12620, 44368, 36180, 48981, 57178, 41827, 42341, 71014, 71021, 43887, 24943, 4976, 24945, 24947, 71024, 24949, 47478, 32121, 44411, 71037, 25984, 45957, 45959, 51595, 58256, 3989, 47510, 55192, 55196, 49567, 49568, 55199, 12706, 49570, 70560, 30639, 54713, 60345, 62398, 42949, 56262, 67531, 75725, 13776, 70096, 70098, 51670, 70102, 68056, 12251, 11741, 22493, 23018, 71148, 25583, 75760, 44019, 40947, 41465, 66556, 2557}"
65865,"{9216, 27136, 23554, 40961, 58888, 19977, 47113, 11788, 12303, 19471, 57878, 14873, 17947, 46629, 2087, 21544, 23079, 49705, 57899, 49708, 62505, 63527, 68139, 68140, 49713, 68141, 68142, 68143, 36405, 57909, 68144, 13368, 32825, 68145, 19515, 15932, 75826, 33346, 70216, 57934, 10319, 48207, 32849, 49744, 22616, 10336, 10339, 10340, 10341, 22630, 60003, 15981, 56944, 37498, 43646, 60544, 39047, 13962, 12430, 5264, 42642, 45727, 51873, 21666, 71848, 36521, 65198, 65199, 58544, 13490, 42674, 43705, 3259, 66749, 16577, 58569, 58570, 1744, 13521, 62677, 11494, 57580, 64245, 44280, 13562, 45307, 35586, 58629, 65285, 2311, 41230, 37648, 8470, 32534, 41238, 62237, 76061, 59170, 46371, 36645, 37672, 47400, 58664, 54573, 54574, 59181, 68400, 64819, 38198, 51000, 45883, 51523, 9036, 73548, 6480, 73554, 10588, 71519, 61943, 47975, 43880, 13673, 9578, 21867, 32107, 66923, 71531, 75627, 18288, 56700, 51069, 21374, 21379, 52100, 65924, 23434, 56718, 14225, 16274, 1428, 14228, 75668, 18330, 68507, 75675, 68509, 70046, 68010, 68016, 71600, 71603, 66996, 10165, 19391, 67007, 50625, 37317, 43463, 50120, 40396, 72242, 45519, 22480, 1489, 24530, 61906, 49622, 2011, 3036, 20955, 75231, 55268, 60901, 5095, 11754, 3563, 72683, 37357, 37358, 25071, 37359, 37360, 49136, 13302, 22006, 42998, 19455}"
9687,"{34306, 37890, 6150, 71176, 44566, 28702, 42530, 59428, 42026, 11820, 74285, 50734, 55, 20538, 5692, 59453, 34888, 15440, 32854, 28250, 64092, 66140, 67678, 24672, 16995, 34918, 19047, 58984, 48244, 74357, 74358, 66169, 14981, 29324, 141, 37519, 23698, 58516, 21660, 19104, 43174, 36519, 38568, 43175, 38575, 73904, 57522, 41651, 5813, 33973, 29879, 49335, 74424, 37055, 74432, 28865, 197, 12495, 9936, 56018, 57046, 10456, 37592, 51928, 69853, 62179, 68324, 62182, 30439, 70886, 74983, 1258, 30954, 67307, 61678, 76532, 29430, 54006, 11004, 11521, 65283, 58628, 48389, 74502, 48391, 48392, 67335, 74504, 74512, 28433, 38163, 45845, 10518, 33046, 50967, 26905, 53526, 26907, 55061, 55064, 60183, 1311, 52000, 48417, 37154, 37155, 68401, 58679, 317, 68928, 44872, 29515, 38734, 68432, 57169, 42839, 60252, 25437, 65375, 20832, 69471, 66408, 5994, 49002, 50538, 4975, 51059, 70004, 54645, 55157, 71034, 21888, 49537, 53128, 62345, 62859, 72076, 23954, 75666, 70553, 56221, 60317, 1958, 37287, 16297, 62377, 75178, 47532, 48556, 75181, 42417, 38834, 43441, 28085, 71605, 68023, 61888, 18370, 50115, 24518, 1991, 22985, 65483, 19426, 64994, 24549, 75237, 49127, 13805, 68594, 6139, 32252}"
49704,"{15366, 65035, 58382, 24594, 24597, 40474, 51228, 51740, 17441, 31778, 43553, 36900, 61991, 21040, 34354, 28211, 36917, 55354, 1083, 7228, 57918, 31807, 51776, 55873, 46146, 26694, 45126, 50247, 55376, 43090, 70226, 36949, 22614, 14938, 27738, 38492, 23140, 8807, 50281, 3690, 58985, 55916, 68205, 70256, 73328, 51826, 25204, 36980, 68726, 11896, 7803, 48253, 13438, 63616, 20098, 48258, 48260, 22149, 65159, 28296, 28297, 35465, 64653, 62608, 12433, 9874, 28307, 59543, 3738, 21659, 12446, 53920, 2210, 21155, 60067, 65700, 32938, 4273, 39605, 65208, 66232, 72378, 70331, 70332, 75960, 19648, 31430, 35526, 54473, 49354, 53450, 56521, 10458, 18139, 17117, 63710, 34528, 52448, 66785, 23270, 74232, 68330, 43757, 21742, 68333, 4848, 10481, 54002, 8435, 29427, 66290, 27384, 28408, 35066, 65787, 74236, 60671, 27392, 56576, 55042, 27911, 17162, 63248, 29970, 15636, 65813, 42777, 36124, 51996, 15135, 4900, 15140, 27430, 14635, 28459, 65842, 1331, 13107, 14645, 20275, 44340, 49463, 72503, 53562, 75576, 75577, 5443, 18244, 66374, 51529, 54090, 72522, 9549, 30543, 30032, 24403, 26456, 60250, 41821, 68445, 68446, 68448, 11106, 1891, 36708, 45412, 58210, 75108, 18792, 27496, 42858, 50024, 5996, 75110, 62318, 64368, 4474, 74108, 15229, 73598, 74109, 74110, 68481, 74111, 74112, 13188, 50053, 74113, 56199, 26508, 26510, 72081, 34706, 62355, 65430, 31127, 33176, 74649, 18331, 62363, 18333, 18335, 9120, 11680, 39328, 33188, 19881, 26026, 19883, 39338, 6061, 2990, 6062, 19887, 33200, 39341, 39343, 56235, 29109, 69039, 26041, 7098, 3003, 14780, 19389, 37315, 52163, 38853, 18889, 51147, 34764, 69067, 69069, 64464, 30161, 16342, 11736, 67544, 61407, 21984, 19425, 42976, 70114, 42980, 28650, 15347, 42484, 49652, 61940, 62965, 15864, 14841, 65018, 66555, 3580}"
76377,"{10115, 70284, 42391, 38428, 38429, 38431, 52384, 75295, 29105, 43313, 1590, 1594, 3006, 16575, 9281, 49863, 43097, 51806, 70238, 3553, 59235, 36069, 69862, 69865, 55146, 35195}"
73810,"{15362, 43017, 57359, 60432, 71696, 60434, 38421, 1054, 43042, 52770, 74280, 14890, 27698, 29750, 67131, 3138, 14417, 67154, 29272, 61540, 24166, 24679, 616, 617, 7277, 73853, 55935, 28812, 65678, 64144, 46229, 63140, 23207, 1704, 63667, 73397, 67255, 63673, 70851, 29380, 27335, 5325, 51929, 23260, 26853, 2280, 27396, 27403, 38157, 28431, 31008, 19233, 36134, 59691, 59692, 24385, 328, 56649, 13642, 11092, 24940, 48497, 44921, 74618, 47995, 9085, 3974, 26534, 21437, 48062, 75719, 33225, 11727, 51155, 46036, 17369, 10717}"
47439,"{33811, 70069, 76215, 76217, 76218, 76219, 76220, 76221, 54975, 54976, 54977, 54978, 54979, 54980, 76224, 76225, 76226, 76227, 76228, 57940, 55909, 16616, 54769, 54773, 54774}"
8352,"{44548, 15374, 33296, 42003, 51219, 10263, 45081, 53274, 43035, 29, 15396, 60965, 9767, 39465, 72234, 31789, 52277, 48183, 48185, 10819, 36422, 40006, 62030, 73811, 84, 64090, 30832, 38009, 37517, 52390, 54951, 58549, 4795, 29386, 56012, 58064, 48854, 3289, 4831, 41700, 26860, 61676, 26863, 1781, 47862, 48373, 72954, 11515, 9991, 75018, 49419, 11020, 37644, 71960, 55066, 26403, 57637, 51502, 47407, 75061, 46390, 64314, 7487, 46400, 63810, 11077, 54096, 50513, 57680, 36184, 36185, 39262, 14176, 9061, 20851, 44430, 38291, 51094, 41881, 23968, 23458, 18342, 1970, 53683, 45503, 51138, 57796, 29637, 4554, 45514, 62925, 33743, 31699, 24558, 40942, 41455, 64496, 63477, 67574, 73719, 30714}"
13445,"{51713, 62476, 62477, 41998, 62478, 19500, 32303, 64049, 15421, 55375, 44624, 67668, 24172, 57458, 30330, 68219, 33916, 68221, 68223, 10901, 38558, 35490, 71335, 71336, 34475, 34477, 29378, 30405, 63690, 9937, 50386, 36563, 27355, 30437, 18662, 70892, 1262, 23278, 37103, 70393, 72442, 9979, 33535, 64768, 67343, 36631, 18201, 39707, 58660, 44330, 23851, 69938, 13628, 12098, 12099, 16707, 41797, 16711, 50507, 1359, 12116, 36183, 13144, 4952, 70510, 14193, 23418, 3963, 65403, 26494, 23950, 54671, 912, 54673, 37266, 59790, 71574, 54679, 54683, 58277, 16299, 44971, 63915, 62894, 66990, 69036, 34743, 61370, 37821, 26075, 60891, 72671, 72672, 37858, 31719, 57323, 28140, 57331, 67572, 54261, 74740, 67575, 31741, 35838}"
