,ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
273,11373,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.02439,0.00000,0.00000,0.00000,0.00000
274,15454,0.00000,0.06250,0.00000,0.00000,0.00000,1.00000,0.03125,0.00000,0.03125,0.00000,0.00000
275,17048,0.14706,0.23529,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
276,18404,0.00000,0.00000,0.00000,0.00000,0.06061,1.00000,0.00000,0.12121,0.03030,0.00000,0.00000
277,26900,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.50000,0.00000,0.00000
278,18572,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.04000,0.00000,0.00000,0.00000
279,1693,0.00000,0.17647,0.11765,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.05882
280,1389,0.00000,0.05263,0.00000,0.00000,0.00000,1.00000,0.05263,0.00000,0.03509,0.00000,0.00000
281,23759,0.00000,0.00000,0.00000,0.08333,0.04167,1.00000,0.00000,0.00000,0.25000,0.20833,0.00000
282,26521,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.04545,0.00000,0.00000
283,26678,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.10000,0.00000,0.00000
284,23689,0.00000,0.00000,0.00000,0.40909,0.00000,1.00000,0.04545,0.00000,0.09091,0.31818,0.00000
285,14965,0.00000,0.05556,0.00000,0.11111,0.05556,1.00000,0.11111,0.00000,0.05556,0.00000,0.00000
286,23152,0.00000,0.14286,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.21429,0.14286,0.00000
287,3961,0.00000,0.00000,0.00000,0.00000,0.25000,1.00000,0.00000,0.25000,0.00000,0.00000,0.00000
288,24827,0.00000,0.00000,0.40000,0.13333,0.06667,1.00000,0.06667,0.00000,0.13333,0.00000,0.00000
289,26083,0.00000,0.08696,0.00000,0.17391,0.00000,1.00000,0.00000,0.00000,0.08696,0.00000,0.00000
290,581,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1570,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.50000
292,27370,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.04167,0.00000,0.00000,0.00000
293,23717,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.50000,0.00000
294,26606,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.04545,0.00000,0.00000
295,9713,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.20000,0.00000,0.20000,0.00000,0.00000
296,3259,0.00000,0.00000,0.00000,0.00000,0.06250,1.00000,0.00000,0.00000,0.18750,0.00000,0.00000
297,26889,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.15385,0.00000,0.00000
298,18514,0.00000,0.00000,0.00000,0.00000,0.02326,1.00000,0.00000,0.09302,0.00000,0.00000,0.00000
299,3261,0.00000,0.00000,0.00000,0.00000,0.11111,1.00000,0.00000,0.00000,0.11111,0.00000,0.00000
300,3958,0.00000,0.00000,0.00000,0.00000,0.20000,1.00000,0.00000,0.40000,0.30000,0.00000,0.00000
301,10118,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.25000,0.00000,0.00000
302,25361,0.00000,0.00000,0.00000,0.13333,0.00000,1.00000,0.00000,0.00000,0.13333,0.20000,0.00000
303,252,0.07692,0.23077,0.00000,0.00000,0.00000,1.00000,0.07692,0.00000,0.15385,0.00000,0.00000
304,4324,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.40000,0.40000,0.00000,0.00000
305,9829,0.00000,0.00000,0.00000,0.00000,0.05882,1.00000,0.17647,0.00000,0.11765,0.00000,0.00000
306,3888,0.00000,0.00000,0.00000,0.00000,0.10811,1.00000,0.00000,0.05405,0.13514,0.00000,0.00000
307,9779,0.00000,0.09091,0.00000,0.09091,0.09091,1.00000,0.18182,0.09091,0.27273,0.00000,0.00000
308,11536,0.00000,0.00000,0.00000,0.00000,0.13793,1.00000,0.13793,0.17241,0.24138,0.00000,0.00000
309,17144,0.00000,0.07692,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
310,1899,0.00000,0.12500,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
311,23764,0.00000,0.00000,0.00000,0.41176,0.00000,1.00000,0.00000,0.00000,0.05882,0.23529,0.00000
312,41,0.00000,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
313,3107,0.00000,0.00000,0.00000,0.00000,0.11111,1.00000,0.00000,0.00000,0.11111,0.00000,0.00000
314,18168,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.14286,0.04762,0.00000,0.00000
315,26776,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.13043,0.00000,0.00000
316,23563,0.00000,0.00000,0.00000,0.00000,0.00000,0.66667,0.00000,0.00000,0.00000,1.00000,0.00000
317,15403,0.00000,0.03846,0.03846,0.07692,0.03846,1.00000,0.03846,0.00000,0.03846,0.00000,0.00000
318,11567,0.00000,0.03125,0.00000,0.09375,0.21875,1.00000,0.21875,0.06250,0.21875,0.00000,0.00000
319,27155,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.03030,0.00000,0.03030,0.00000
320,27396,0.00000,0.00000,0.00000,0.00000,0.08333,1.00000,0.00000,0.16667,0.20833,0.00000,0.00000
321,552,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
322,1537,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.20000
323,4294,0.00000,0.00000,0.00000,0.00000,0.07692,1.00000,0.00000,0.07692,0.30769,0.00000,0.00000
324,11460,0.00000,0.11111,0.00000,0.00000,0.11111,1.00000,0.11111,0.00000,0.00000,0.00000,0.00000
325,11764,0.00000,0.42857,0.00000,0.21429,0.21429,1.00000,0.28571,0.28571,0.21429,0.00000,0.00000
326,27577,0.00000,0.00000,0.00000,0.00000,0.01961,1.00000,0.00000,0.03922,0.15686,0.00000,0.00000
327,24050,0.00000,0.00000,0.06061,0.03030,0.06061,1.00000,0.15152,0.00000,0.18182,0.03030,0.00000
328,4511,0.00000,0.00000,0.00000,0.00000,0.12500,1.00000,0.00000,0.25000,0.12500,0.00000,0.00000
329,31599,0.03125,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.03125,0.12500,0.00000,0.00000
330,4362,0.00000,0.00000,0.00000,0.00000,0.21951,1.00000,0.00000,0.29268,0.26829,0.00000,0.00000
331,23637,0.00000,0.00000,0.00000,0.23077,0.00000,1.00000,0.07692,0.00000,0.00000,0.15385,0.00000
332,18675,0.00000,0.00000,0.00000,0.00000,0.06667,1.00000,0.00000,0.43333,0.20000,0.00000,0.00000
333,23722,0.00000,0.00000,0.00000,0.56250,0.06250,1.00000,0.00000,0.00000,0.00000,0.18750,0.00000
334,25282,0.00000,0.00000,0.00000,0.04762,0.00000,1.00000,0.00000,0.00000,0.09524,0.19048,0.00000
335,29642,0.00000,0.04167,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
336,4719,0.00000,0.00000,0.00000,0.00000,0.41667,1.00000,0.00000,0.50000,0.37500,0.00000,0.00000
337,15806,0.00000,0.00000,0.11111,0.11111,0.00000,1.00000,0.11111,0.00000,0.11111,0.00000,0.00000
338,14934,0.00000,0.00000,0.00000,0.00000,0.11111,1.00000,0.11111,0.00000,0.00000,0.00000,0.00000
339,154,0.00000,0.11940,0.00000,0.02985,0.00000,1.00000,0.00000,0.00000,0.02985,0.00000,0.00000
340,11875,0.00000,0.66667,0.00000,0.33333,0.66667,1.00000,1.00000,0.00000,0.66667,0.00000,0.00000
341,4209,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.20000,0.13333,0.00000,0.00000
342,11462,0.00000,0.05263,0.00000,0.05263,0.21053,1.00000,0.21053,0.05263,0.26316,0.00000,0.00000
343,23734,0.00000,0.00000,0.00000,0.20833,0.00000,1.00000,0.00000,0.00000,0.16667,0.12500,0.00000
344,4410,0.00000,0.00000,0.00000,0.00000,1.00000,0.50000,0.00000,1.00000,1.00000,0.00000,0.00000
345,18513,0.00000,0.03704,0.00000,0.00000,0.11111,1.00000,0.00000,0.25926,0.00000,0.00000,0.00000
346,18576,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.03704,0.00000,0.00000,0.00000
347,1506,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.09091
348,4246,0.00000,0.00000,0.00000,0.00000,0.20000,1.00000,0.00000,0.25000,0.35000,0.00000,0.00000
349,29665,0.00000,0.06250,0.00000,0.00000,0.06250,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
350,15812,0.00000,0.18182,0.36364,0.27273,0.09091,1.00000,0.18182,0.00000,0.18182,0.00000,0.00000
351,11197,0.00000,0.00000,0.00000,0.33333,0.33333,1.00000,0.33333,1.00000,0.33333,0.00000,0.00000
352,11189,0.00000,0.00000,0.00000,0.00000,0.20000,1.00000,0.00000,0.20000,0.40000,0.00000,0.00000
353,4572,0.00000,0.00000,0.00000,0.00000,0.11111,1.00000,0.00000,0.11111,0.33333,0.00000,0.00000
354,27190,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06818,0.00000,0.00000,0.00000
355,27277,0.00000,0.10000,0.00000,0.00000,0.30000,1.00000,0.00000,0.35000,0.35000,0.00000,0.00000
356,11480,0.00000,0.00000,0.00000,0.00000,0.33333,1.00000,0.66667,0.00000,0.33333,0.00000,0.00000
357,27092,0.00000,0.02273,0.02273,0.02273,0.09091,1.00000,0.00000,0.15909,0.25000,0.00000,0.00000
358,18766,0.00000,0.00000,0.00000,0.00000,0.11905,1.00000,0.00000,0.35714,0.00000,0.00000,0.00000
359,4352,0.00000,0.00000,0.00000,0.00000,0.13333,1.00000,0.00000,0.13333,0.20000,0.00000,0.00000
360,27333,0.00000,0.06452,0.00000,0.00000,0.00000,1.00000,0.00000,0.09677,0.03226,0.00000,0.00000
361,11487,0.00000,0.12500,0.00000,0.12500,0.12500,1.00000,0.25000,0.25000,0.37500,0.00000,0.00000
362,4200,0.00000,0.00000,0.00000,0.00000,0.47826,1.00000,0.00000,0.43478,0.47826,0.00000,0.00000
363,18201,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01449,0.00000,0.00000,0.00000
364,3983,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.16667,0.00000,0.00000,0.00000
365,15365,0.00000,0.06250,0.06250,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
366,574,0.08333,0.29167,0.04167,0.04167,0.00000,1.00000,0.00000,0.00000,0.08333,0.00000,0.00000
367,25358,0.00000,0.00000,0.00000,0.08333,0.00000,1.00000,0.00000,0.00000,0.12500,0.25000,0.00000
368,17041,0.45455,0.09091,0.09091,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
369,25356,0.00000,0.00000,0.00000,0.07143,0.00000,1.00000,0.07143,0.00000,0.00000,0.21429,0.00000
370,27295,0.00000,0.04444,0.00000,0.00000,0.06667,1.00000,0.00000,0.11111,0.24444,0.00000,0.00000
371,14896,0.00000,0.03846,0.03846,0.15385,0.15385,1.00000,0.19231,0.03846,0.11538,0.00000,0.00000
372,27362,0.00000,0.00000,0.04348,0.04348,0.21739,1.00000,0.00000,0.34783,0.17391,0.00000,0.00000
373,4372,0.00000,0.00000,0.00000,0.00000,0.27273,1.00000,0.00000,0.45455,0.36364,0.00000,0.00000
374,27304,0.00000,0.00000,0.00000,0.00000,0.12195,1.00000,0.00000,0.12195,0.17073,0.00000,0.00000
375,27367,0.00000,0.04545,0.00000,0.00000,0.13636,1.00000,0.00000,0.22727,0.18182,0.00000,0.00000
376,10876,0.00000,0.15789,0.00000,0.05263,0.42105,1.00000,0.21053,0.52632,0.63158,0.00000,0.00000
377,23752,0.00000,0.00000,0.00000,0.66667,0.00000,1.00000,0.00000,0.00000,0.00000,0.66667,0.00000
378,8841,0.00000,0.00000,0.00000,0.00000,0.16667,1.00000,0.00000,0.27778,0.16667,0.05556,0.00000
379,8846,0.00000,0.00000,0.00000,0.00000,0.50000,1.00000,0.00000,0.62500,0.62500,0.12500,0.00000
380,1552,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.50000
381,15015,0.00000,0.28571,0.14286,0.25714,0.28571,1.00000,0.37143,0.22857,0.48571,0.05714,0.00000
382,11499,0.00000,0.41667,0.00000,0.50000,0.41667,1.00000,0.58333,0.16667,0.66667,0.00000,0.00000
383,15040,0.00000,0.15385,0.23077,0.23077,0.15385,1.00000,0.46154,0.15385,0.30769,0.00000,0.00000
384,32110,0.00000,0.06250,0.01250,0.02500,0.12500,1.00000,0.00000,0.21250,0.21250,0.01250,0.00000
385,11414,0.00000,0.09091,0.00000,0.04545,0.13636,1.00000,0.09091,0.09091,0.13636,0.00000,0.00000
386,25289,0.00000,0.18182,0.00000,0.18182,0.18182,1.00000,0.00000,0.00000,0.36364,0.18182,0.00000
387,11586,0.00000,0.06250,0.00000,0.25000,0.31250,1.00000,0.25000,0.31250,0.31250,0.00000,0.00000
388,30832,0.00000,0.00000,0.02564,0.02564,0.10256,1.00000,0.00000,0.16667,0.19231,0.00000,0.00000
389,11537,0.00000,0.06250,0.00000,0.18750,0.43750,1.00000,0.12500,0.25000,0.31250,0.00000,0.00000
390,11369,0.00000,0.33333,0.04762,0.14286,0.38095,1.00000,0.19048,0.23810,0.38095,0.09524,0.00000
391,13686,0.00000,0.05556,0.00000,0.16667,0.33333,1.00000,0.13889,0.22222,0.33333,0.02778,0.00000
392,13700,0.00000,0.10000,0.00000,0.10000,0.10000,1.00000,0.10000,0.05000,0.10000,0.05000,0.00000
393,8835,0.00000,0.00000,0.00000,0.00000,0.23810,1.00000,0.00000,0.30952,0.33333,0.02381,0.00000
394,13685,0.00000,0.03333,0.00000,0.03333,0.16667,1.00000,0.20000,0.16667,0.30000,0.03333,0.00000
395,1561,0.00000,0.00000,0.05263,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.05263
396,23606,0.00000,0.00000,0.00000,0.15000,0.00000,1.00000,0.00000,0.00000,0.10000,0.15000,0.00000
397,13572,0.00000,0.11111,0.02222,0.06667,0.17778,1.00000,0.08889,0.26667,0.22222,0.00000,0.00000
398,13546,0.00000,0.22727,0.04545,0.13636,0.27273,1.00000,0.13636,0.31818,0.31818,0.00000,0.00000
399,30819,0.00000,0.00000,0.03571,0.08929,0.14286,1.00000,0.00000,0.23214,0.12500,0.00000,0.00000
400,13692,0.00000,0.20000,0.00000,0.20000,0.20000,1.00000,0.80000,0.20000,0.40000,0.20000,0.00000
401,13562,0.00000,0.15254,0.01695,0.06780,0.20339,1.00000,0.16949,0.22034,0.23729,0.01695,0.00000
402,25296,0.00000,0.00000,0.00000,0.07143,0.07143,1.00000,0.00000,0.00000,0.14286,0.35714,0.00000
403,31600,0.02857,0.08571,0.00000,0.02857,0.17143,1.00000,0.00000,0.28571,0.20000,0.00000,0.00000
404,30828,0.00000,0.00000,0.03846,0.00000,0.07692,1.00000,0.00000,0.07692,0.19231,0.00000,0.00000
405,30821,0.00000,0.00000,0.01961,0.00000,0.09804,1.00000,0.00000,0.17647,0.31373,0.00000,0.00000
406,573,0.04918,0.32787,0.00000,0.08197,0.00000,1.00000,0.00000,0.00000,0.18033,0.00000,0.00000
407,16196,0.00000,0.08333,0.00000,0.16667,0.66667,1.00000,0.75000,0.58333,0.91667,0.08333,0.00000
408,13530,0.00000,0.25000,0.12500,0.25000,0.37500,1.00000,0.37500,0.25000,0.25000,0.00000,0.00000
409,30838,0.00000,0.00000,0.01887,0.01887,0.18868,1.00000,0.00000,0.22642,0.15094,0.00000,0.00000
410,8844,0.00000,0.00000,0.00000,0.00000,0.25581,1.00000,0.00000,0.18605,0.18605,0.02326,0.00000
411,13679,0.00000,0.14286,0.00000,0.07143,0.21429,1.00000,0.07143,0.28571,0.21429,0.21429,0.00000
412,32108,0.00000,0.01961,0.00000,0.07843,0.17647,1.00000,0.00000,0.19608,0.19608,0.01961,0.00000
413,31607,0.01389,0.01389,0.02778,0.02778,0.16667,1.00000,0.00000,0.20833,0.22222,0.01389,0.00000
414,9506,0.00000,0.00000,0.06250,0.00000,0.21875,1.00000,0.00000,0.37500,0.28125,0.00000,0.00000
415,9508,0.00000,0.00000,0.15385,0.00000,0.30769,1.00000,0.00000,0.15385,0.30769,0.00000,0.00000
416,22870,0.00000,0.00000,0.01667,0.00000,0.11667,1.00000,0.00000,0.26667,0.06667,0.00000,0.00000
417,577,0.20000,0.20000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
418,1609,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.50000
419,16981,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
420,543,0.12500,0.12500,0.00000,0.06250,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
421,580,0.14286,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
422,15799,0.00000,0.10526,0.05263,0.05263,0.00000,1.00000,0.00000,0.00000,0.00000,0.10526,0.00000
423,544,0.13333,0.06667,0.00000,0.20000,0.00000,1.00000,0.00000,0.00000,0.06667,0.00000,0.00000
424,23607,0.00000,0.00000,0.00000,0.10000,0.00000,1.00000,0.00000,0.00000,0.20000,0.10000,0.00000
425,17005,0.23529,0.11765,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
426,23766,0.00000,0.00000,0.00000,0.11111,0.00000,1.00000,0.00000,0.00000,0.22222,0.11111,0.00000
427,23743,0.00000,0.00000,0.00000,0.20000,0.00000,1.00000,0.10000,0.00000,0.30000,0.20000,0.00000
428,16944,0.12500,0.25000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
429,15853,0.00000,0.00000,0.10000,0.10000,0.10000,1.00000,0.20000,0.00000,0.10000,0.00000,0.00000
430,25236,0.00000,0.11765,0.00000,0.05882,0.00000,1.00000,0.00000,0.00000,0.17647,0.29412,0.00000
431,23716,0.00000,0.00000,0.00000,0.33333,0.00000,1.00000,0.00000,0.00000,0.00000,0.08333,0.00000
432,13896,0.33333,0.50000,0.00000,0.08333,0.00000,1.00000,0.08333,0.00000,0.08333,0.00000,0.00000
433,1676,0.00000,0.00000,0.20000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
434,16955,0.07843,0.11765,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.01961,0.00000,0.00000
435,1404,0.00000,0.20000,0.05000,0.00000,0.00000,1.00000,0.00000,0.00000,0.10000,0.00000,0.00000
436,16995,0.07143,0.17857,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
437,15809,0.00000,0.00000,0.05000,0.00000,0.00000,1.00000,0.05000,0.00000,0.00000,0.00000,0.00000
438,1533,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.16667
439,17000,0.35714,0.14286,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
440,15838,0.00000,0.07692,0.07692,0.07692,0.00000,1.00000,0.07692,0.00000,0.07692,0.00000,0.00000
441,16993,0.07500,0.05000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
442,16941,0.09091,0.09091,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
443,1528,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.16667
444,1495,0.00000,0.00000,0.38462,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.07692
445,1522,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.50000
446,16990,0.17857,0.07143,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
447,582,0.33333,0.33333,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.33333,0.00000,0.00000
448,16942,0.05000,0.15000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
449,15843,0.00000,0.11538,0.11538,0.15385,0.15385,1.00000,0.07692,0.07692,0.19231,0.00000,0.00000
450,1666,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
451,24833,0.00000,0.00000,0.07692,0.15385,0.00000,1.00000,0.00000,0.00000,0.23077,0.15385,0.00000
452,15817,0.00000,0.12500,0.12500,0.06250,0.00000,1.00000,0.25000,0.00000,0.37500,0.00000,0.00000
453,15807,0.00000,0.07692,0.15385,0.07692,0.00000,1.00000,0.15385,0.00000,0.00000,0.00000,0.00000
454,15839,0.00000,0.02381,0.09524,0.02381,0.04762,1.00000,0.02381,0.00000,0.04762,0.00000,0.00000
455,15830,0.00000,0.23077,0.23077,0.07692,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
456,1595,0.00000,0.05882,0.00000,0.00000,0.02941,1.00000,0.00000,0.00000,0.00000,0.00000,0.05882
457,15832,0.00000,0.05882,0.17647,0.17647,0.17647,1.00000,0.23529,0.11765,0.41176,0.00000,0.00000
458,1510,0.00000,0.11538,0.07692,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.03846
459,24840,0.00000,0.00000,0.07143,0.17857,0.03571,1.00000,0.07143,0.00000,0.07143,0.00000,0.00000
460,15798,0.00000,0.04348,0.04348,0.08696,0.00000,1.00000,0.08696,0.00000,0.08696,0.00000,0.00000
461,1642,0.00000,0.06250,0.03125,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462,15854,0.00000,0.25000,0.75000,0.25000,0.25000,1.00000,0.00000,0.00000,0.25000,0.00000,0.00000
463,24841,0.00000,0.00000,0.06667,0.13333,0.06667,1.00000,0.00000,0.00000,0.00000,0.06667,0.00000
464,1622,0.00000,0.08333,0.16667,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
465,15800,0.00000,0.00000,0.20000,0.20000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
466,13566,0.00000,0.22222,0.22222,0.11111,0.44444,1.00000,0.33333,0.22222,0.44444,0.00000,0.00000
467,15837,0.00000,0.21053,0.15789,0.00000,0.00000,1.00000,0.00000,0.00000,0.05263,0.05263,0.00000
468,13539,0.00000,0.25000,0.06250,0.18750,0.50000,1.00000,0.43750,0.31250,0.25000,0.00000,0.00000
469,13561,0.00000,0.20000,0.10000,0.00000,0.20000,1.00000,0.30000,0.10000,0.10000,0.00000,0.00000
470,13554,0.00000,0.40000,0.40000,0.40000,0.40000,1.00000,0.20000,0.60000,0.20000,0.00000,0.00000
471,1544,0.00000,0.00000,0.28571,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.14286
472,1532,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.50000
473,1590,0.00000,0.00000,0.20000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.60000
474,1566,0.00000,0.44444,0.33333,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.11111
475,1521,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.07692
476,1574,0.00000,0.12500,0.50000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.37500
477,1541,0.00000,0.00000,0.06250,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.15625
478,1592,0.00000,0.14286,0.28571,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.14286
479,1583,0.00000,0.09091,0.09091,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.36364
480,1551,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.33333
481,1558,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000
482,1553,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.05556
483,1564,0.00000,0.05263,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.05263
484,1534,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.25000
485,1568,0.00000,0.42857,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.14286
486,1591,0.00000,0.00000,0.00000,0.00000,0.10000,1.00000,0.00000,0.00000,0.00000,0.00000,0.10000
487,1508,0.00000,0.03571,0.10714,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.03571
488,1579,0.00000,0.00000,0.15385,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.15385
489,1518,0.00000,0.16667,0.33333,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.16667
490,1535,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.08333
491,1538,0.00000,0.00000,0.66667,0.00000,0.00000,0.66667,0.00000,0.00000,0.00000,0.00000,1.00000
492,1578,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.60000
493,1556,0.00000,0.13636,0.13636,0.00000,0.04545,1.00000,0.00000,0.00000,0.00000,0.00000,0.13636
494,1572,0.00000,0.15385,0.15385,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.07692
