ID,green,red,cyan,pink,purple,yellow,orange,gray,blue
51039,1,0.46512,0.08638,0,0.09967,0.03654,0.15615,0.0598,0.15615
41210,1,0.30178,0.07101,0.01775,0.12426,0.05917,0.08284,0.08876,0.82249
37455,1,0.33143,0.01714,0.00571,0.05714,0.01714,0.10286,0.00571,0.88571
63375,1,0.61458,0.35417,0.01042,0.13542,0.08333,0.25,0.09375,0.65625
20232,1,0.45026,0.08377,0,0.13613,0.03141,0.28272,0.0733,0.42408
3944,1,0.41081,0.08108,0.00541,0.14054,0.05405,0.16757,0.03243,0.45405
19439,1,0.60625,0.1125,0,0.175,0.0625,0.25625,0.10625,0.20625
75615,1,0.8,0.22353,0,0.4,0.08235,0.37647,0.07059,0.44706
48861,1,0.61749,0.04918,0.00546,0.0929,0.05464,0.27322,0.0929,0.63388
57869,1,0.52941,0.05882,0,0.14706,0.11765,0.25,0.03676,0.54412
46106,1,0.30682,0.00568,0.00568,0.04545,0.02273,0.08523,0,0.85227
75109,1,0.2809,0.01685,0.03371,0.06742,0.02247,0.14045,0.01685,0.52809
74917,1,0.49123,0.05848,0.00585,0.08187,0.04094,0.08187,0.02924,0.4386
12732,1,0.53614,0.05422,0,0.09639,0.03012,0.19277,0.01205,0.81928
18381,1,0.54745,0.08029,0.0073,0.16788,0.05839,0.24088,0.0365,0.60584
44908,0.91,0.48,0.05,0.01,0.1,0.04,0.16,0.01,1
56874,1,0.59864,0.06122,0,0.12245,0.07483,0.31293,0.03401,0.44218
23772,1,0.81132,0.21698,0,0.17925,0.08491,0.24528,0.09434,0.5283
75564,1,0.29878,0.08537,0.0122,0.03049,0.02439,0.08537,0.05488,0.7622
40907,0.61392,0.18987,0.01266,0,0.02532,0.01899,0.0443,0.01266,1
69452,1,0.72,0.1,0.02,0.23,0.11,0.29,0.05,0.31
13340,0.96774,0.30323,0.0129,0,0.0129,0,0.10323,0,1
48098,1,0.55046,0.06422,0.01835,0.19266,0.0367,0.33028,0.0367,0.68807
60682,0.57233,0.18868,0.01258,0.00629,0.02516,0.01258,0.05031,0.00629,1
73624,1,0.96094,0.14062,0,0.28906,0.11719,0.35938,0.07031,0.16406
71050,1,0.26471,0.04902,0,0.05882,0.04902,0.06863,0.06863,0.46078
7766,1,0.5,0.13265,0,0.20408,0.09184,0.46939,0.12245,0.20408
63974,0.6039,0.16234,0,0.01299,0.01299,0.00649,0.03896,0,1
44408,1,0.69608,0.06863,0.03922,0.19608,0.05882,0.38235,0.02941,0.21569
11914,1,0.23622,0.0315,0,0.07874,0.04724,0.11024,0.02362,0.55118
51540,1,0.60909,0.04545,0,0.23636,0.03636,0.23636,0.03636,0.25455
15983,0.968,0.424,0.024,0,0.104,0.032,0.152,0.016,1
26899,1,0.28235,0.05882,0,0.08824,0.04118,0.13529,0.09412,0.54706
18299,0.82308,0.07692,0.00769,0.00769,0.02308,0.00769,0.12308,0,1
72895,1,0.20408,0,0,0.03061,0.0102,0.08163,0.0102,0.97959
72739,0.58621,0.18621,0.01379,0.0069,0.02069,0.01379,0.07586,0,1
24583,1,0.14876,0,0.00826,0.02479,0.01653,0.04132,0,0.87603
75115,1,0.35965,0.04386,0.00877,0.09649,0.01754,0.13158,0.11404,0.81579
1550,1,0.35156,0.07031,0.00781,0.0625,0.05469,0.10156,0.02344,0.98438
75194,0.88043,0.52174,0.01087,0.02174,0.07609,0.09783,0.16304,0.04348,1
49685,0.56,0.21143,0.00571,0,0.02857,0,0.08571,0,1
19423,1,0.46847,0.04505,0,0.14414,0.04505,0.27928,0.03604,0.65766
48344,0.77941,1,0.30882,0,0.58824,0.17647,0.44118,0.05882,0.29412
70849,1,0.46591,0.05682,0.01136,0.07955,0.02273,0.26136,0.02273,0.93182
18487,1,0.35461,0.02837,0,0.04255,0.05674,0.16312,0.01418,0.43972
74383,0.90909,0.94545,1,0.01818,0.50909,0.32727,0.61818,0.56364,0.10909
69167,1,0.53043,0.04348,0,0.17391,0.05217,0.26087,0.07826,0.49565
64595,1,0.33043,0.0087,0,0.04348,0.0087,0.12174,0.01739,0.87826
19212,1,0.43697,0.05042,0.0084,0.11765,0.03361,0.16807,0,0.84034
2559,1,0.6383,0.10638,0,0.18085,0.10638,0.30851,0.05319,0.41489
33160,0.58683,0.09581,0.01198,0,0.02994,0,0.06587,0.01198,1
2879,0.7563,0.09244,0,0,0,0.0084,0.05042,0,1
59640,0.64516,1,0.96774,0,0.64516,0.6129,0.93548,0.77419,0.16129
58092,0.87097,0.30645,0,0.01613,0.08065,0.00806,0.16935,0.00806,1
44492,1,0.26816,0,0.02793,0.05028,0.01676,0.13408,0.04469,0.78212
25416,0.95455,1,0.19697,0,0.37879,0.18182,0.54545,0.06061,0.19697
61171,1,0.46018,0,0,0.04425,0.00885,0.13274,0.02655,0.30088
50037,0.72222,0.12963,0.00617,0.00617,0.01235,0,0.04938,0,1
19688,1,0.30075,0.06767,0.01504,0.05263,0.01504,0.14286,0.01504,0.37594
5889,1,0.33099,0.01408,0,0.09155,0.02113,0.20423,0.02113,0.67606
58791,1,0.49383,0.04938,0,0.12346,0.01235,0.23457,0.01235,0.97531
52815,1,0.52066,0.05785,0.02479,0.15702,0.04959,0.22314,0.02479,0.84298
2868,1,0.92424,0.13636,0,0.33333,0.07576,0.59091,0.10606,0.39394
52681,1,0.35036,0.0365,0.0146,0.07299,0.0146,0.13869,0.0146,0.70073
46179,1,0.61111,0.16667,0,0.30556,0.15278,0.375,0.22222,0.59722
52553,1,0.34409,0.05376,0,0.07527,0.04301,0.24731,0.09677,0.63441
67216,0.82727,0.14545,0.00909,0.00909,0.03636,0,0.1,0,1
45126,1,0.48544,0.00971,0,0.06796,0.00971,0.20388,0.00971,0.8835
3513,0.78395,0.2963,0.03086,0.02469,0.06173,0.00617,0.10494,0,1
39968,0.9009,0.20721,0,0,0.01802,0.01802,0.03604,0,1
36295,0.80734,0.15596,0.02752,0.00917,0.00917,0.00917,0.05505,0,1
68186,1,0.72,0.09,0,0.11,0.07,0.34,0.02,0.71
4760,0.73077,0.13077,0.00769,0.00769,0.04615,0,0.03846,0.00769,1
11636,1,0.33673,0.0102,0,0.0102,0.0102,0.08163,0.04082,0.66327
55024,1,0.38532,0.01835,0,0.11009,0.02752,0.16514,0.00917,0.54128
55290,1,0.39655,0.17241,0.06897,0.13793,0.03448,0.44828,0.13793,0.55172
76089,1,0.26087,0.03478,0,0.06957,0.03478,0.09565,0.11304,0.91304
