ID,Ball1,Ball2
263339,{260635},
354834,"{124904, 96573, 98565}",
102401,"{374082, 284095}",
314540,{404615},
40048,"{267200, 215876, 382391}",
38581,{391789},
194940,"{22539, 215054, 278552, 75806, 88104, 51253, 217144, 368700, 96318, 342080, 127041, 403521, 77893, 313413, 280656, 182362, 364639, 137311, 45154, 10341, 389223, 49262, 211070, 84094, 309395, 374935, 86170, 403623, 139434, 157868, 28845, 313521, 309430, 299195, 149695, 204992, 22723, 215240, 229584, 49368, 342234, 215270, 28904, 12531, 82164, 172283, 231687, 4360, 356626, 266522, 69926, 258347, 153924, 207183, 248155, 411997, 313694, 422243, 344424, 383338, 215404, 387443, 346491, 10628, 276871, 303498, 104856, 199066, 141743, 303548, 268738, 143815, 119240, 274898, 266708, 309722, 395747, 92649, 322030, 379381, 391708, 199198, 244269, 68143, 88637, 53830, 10826, 86607, 88662, 281176, 141913, 29285, 266858, 395885, 408175, 334456, 402042, 262782, 8852, 361113, 246426, 94879, 27300, 334504, 271022, 240307, 334546, 201435, 279259, 17127, 66321, 273170, 242453, 111385, 275226, 168732, 260902, 97073, 256832, 158532, 219973, 371529, 197453, 416589, 416596, 140127, 248681, 25463, 209783, 310143, 408447, 304004, 234374, 80775, 224138, 37772, 23447, 277407, 254888, 164786, 412594, 414645, 314295, 11207, 134097, 246738, 400341, 91094, 50138, 263140, 7143, 340978, 189428, 29688, 418815, 123917, 93200, 39953, 173075, 136217, 238617, 283681, 27696, 80948, 97351, 97366, 250972, 78942, 347235, 306279, 85105, 150644, 60547, 265351, 261285, 109735, 5289, 50346, 117929, 58545, 244916, 81087, 144584, 64720, 283863, 152805, 201966, 201979, 380159, 279819, 54541, 32019, 19742, 5408, 384290, 23854, 193840, 380208, 1331, 281907, 251190, 38219, 359756, 230757, 212334, 138615, 30076, 408979, 204189, 46496, 54695, 388530, 142776, 357821, 85442, 216520, 46539, 386513, 308690, 194010, 11739, 163297, 345569, 390630, 394744, 42495, 132611, 159240, 374288, 345623, 331288, 372247, 282149, 101954, 46665, 187987, 110176, 302697, 91757, 44689, 42660, 65190, 226990, 48820, 190135, 267966, 50883, 370377, 112330, 167627, 419529, 87758, 147156, 241365, 165593, 335577, 333541, 55020, 378607, 46833, 122612, 139001, 337659, 227080, 67340, 98060, 104206, 358156, 335633, 413460, 409367, 1827, 319269, 118596, 46924, 51023, 253776, 116575, 53094, 401264, 274294, 333687, 106360, 227197, 161663, 112516, 237456, 368529, 270234, 323487, 161696, 34721, 264097, 206755, 423844, 356270, 315316, 364473, 282555, 112581, 133065, 124878, 341975, 264155, 395239, 73705, 6134, 249850}",
415,{7846},
74070,{195433},
181371,{101179},
350345,{312718},
236678,{92446},
187016,{187016},
93973,{381180},
12745,"{100870, 110090, 205326, 46612, 114710, 352280, 83994, 201245, 327713, 355876, 242220, 119853, 370222, 383535, 377395, 420916, 199733, 146494, 390719, 174158, 149072, 129108, 208980, 392285, 397923, 613, 56437, 310389, 62591, 289921, 332931, 165508, 191137, 135842, 286885, 223406, 3248, 89269, 80576, 359104, 36551, 263881, 360143, 94423, 383192, 195812, 312548, 152806, 414963, 342266, 29946, 308482, 125700, 366860, 39697, 157970, 178450, 181533, 269089, 119079, 144686, 336689, 52022, 351036, 333644, 13651, 317779, 66398, 112991, 136032, 422241, 2924, 68462, 100719, 397168, 55153, 421251, 94596, 216969, 323472, 107923, 178070, 361882, 357276, 49566, 151968, 147368, 266154, 178606, 18871, 187321, 192442, 336314, 39870, 118728, 335822, 318416, 367061, 138713, 409564, 228830, 394723, 372715, 95725, 311283}",
246114,"{237570, 392707, 175108, 243204, 244744, 8201, 324105, 310795, 363531, 253453, 11278, 150543, 375831, 334871, 80411, 198172, 163873, 112674, 236069, 225831, 259630, 306734, 398895, 254003, 348211, 381495, 191033, 159802, 208953, 246330, 2625, 417858, 156228, 201288, 235593, 80460, 83532, 181325, 79439, 329292, 30291, 375892, 221270, 205911, 13912, 235097, 359511, 282715, 196189, 231517, 375903, 417374, 118881, 144481, 103523, 45156, 205413, 232549, 303201, 307811, 271977, 360041, 94315, 14450, 153714, 128628, 412274, 312950, 234105, 28793, 304762, 333436, 361087, 264319, 168575, 158338, 170115, 28293, 166023, 424071, 123529, 141961, 171657, 371338, 39576, 111256, 92318, 246432, 17058, 84132, 183974, 304299, 22524, 181935, 311472, 324273, 357554, 90804, 138420, 325813, 411829, 150712, 160953, 233145, 45755, 309946, 308413, 279230, 330939, 401092, 242885, 267463, 387272, 52425, 70345, 127178, 174796, 190668, 250059, 295626, 341198, 9939, 39127, 242391, 125657, 343258, 316636, 105181, 164576, 205024, 140514, 28899, 209632, 215266, 323297, 23272, 243433, 328936, 324331, 409834, 173807, 302831, 413937, 246003, 69364, 19189, 264439, 56568, 94459, 175359, 342271, 278276, 145673, 273673, 295185, 122130, 26899, 185620, 320787, 61208, 130840, 59166, 127264, 279328, 178979, 94500, 203045, 235814, 422184, 239913, 343338, 370785, 21804, 391978, 404778, 418606, 105264, 174384, 57652, 158518, 240952, 393532, 287553, 131394, 74055, 88903, 374087, 272202, 16203, 106316, 421703, 93689, 244559, 5968, 77137, 158035, 4948, 234837, 50006, 212313, 129883, 18268, 204637, 71522, 125794, 331107, 127333, 34662, 370022, 361324, 6513, 119156, 231797, 373624, 380796, 318333, 392574, 123264, 216962, 901, 120710, 143239, 385925, 209291, 11660, 149389, 198028, 198031, 264079, 316811, 390539, 408462, 250260, 357268, 396182, 237464, 405914, 189339, 371100, 409504, 119714, 265634, 316329, 423849, 279468, 368045, 194479, 202673, 90035, 296885, 203703, 289210, 34235, 150975, 402885, 93128, 137160, 203211, 346571, 306637, 108495, 285649, 267219, 201684, 77270, 127958, 81369, 152539, 68573, 66527, 373729, 9186, 44003, 355812, 297957, 373731, 231911, 269809, 245241, 408060, 26623}",
16155,"{4100, 399877, 23558, 64006, 126984, 143878, 208905, 57355, 305675, 274959, 158737, 50173, 416277, 18966, 185880, 300058, 270875, 72224, 69665, 187426, 310816, 380961, 238629, 385576, 12330, 409643, 1581, 182831, 123441, 268341, 384566, 252983, 366648, 144442, 408636, 297021, 116798, 8261, 306759, 347725, 103502, 62543, 101455, 284753, 400978, 199252, 202325, 357461, 22104, 344665, 72794, 322139, 152156, 364127, 176226, 176738, 119396, 112741, 142436, 338531, 340071, 286827, 177262, 369778, 337011, 125046, 397436, 198781, 57470, 18048, 329344, 132228, 226949, 370309, 319623, 180731, 44169, 119441, 101012, 275092, 295064, 226459, 403611, 420508, 403615, 236705, 169636, 382117, 342694, 10408, 39080, 262826, 214008, 51372, 333997, 406192, 375474, 20663, 160442, 42686, 5311, 240319, 309438, 350402, 295619, 358595, 168645, 344261, 386244, 144072, 318667, 277196, 231635, 25812, 334547, 338131, 336600, 420056, 207578, 365788, 372445, 61663, 26849, 44258, 117474, 164068, 91877, 236258, 398049, 267501, 312557, 288495, 376560, 44787, 26869, 66811, 168187, 401659, 298239, 100096, 43265, 132352, 221440, 38660, 229123, 288516, 346374, 86280, 26377, 192778, 39691, 167691, 174861, 75024, 259348, 251157, 59163, 299805, 326429, 18209, 203041, 231206, 161063, 7465, 80170, 379691, 390443, 276782, 153906, 273716, 85815, 278841, 252731, 54589, 363326, 243521, 365892, 81736, 86347, 251724, 168781, 272715, 62287, 411979, 145746, 229717, 375125, 381270, 393047, 142170, 148827, 128348, 160604, 248154, 317791, 16737, 130401, 136035, 348515, 65894, 276839, 55144, 89448, 270185, 364902, 146800, 167280, 172913, 94067, 292725, 416119, 239480, 13177, 421757, 7550, 236414, 181632, 137089, 188800, 376706, 416129, 25477, 297350, 92042, 127884, 172428, 339855, 51600, 168848, 110994, 210834, 221589, 103831, 48537, 65946, 124827, 8605, 129439, 253859, 279971, 381859, 15271, 143802, 373692, 125374, 273854, 339393, 78274, 259523, 294343, 104392, 136648, 187848, 64459, 149452, 109519, 214479, 136657, 231887, 418257, 20950, 106969, 271321, 3037, 274398, 56287, 10720, 273890, 115174, 228838, 142824, 175080, 189420, 102387, 348659, 218613, 318967, 238072, 290297, 156666, 381947, 251901}",
2535,{269862},
234074,"{355843, 185348, 348164, 73736, 196106, 64012, 274445, 152595, 135191, 390171, 274467, 221732, 26149, 70181, 16935, 47144, 67115, 71723, 339507, 210996, 246324, 238134, 423488, 211009, 128066, 376386, 384065, 24135, 276040, 357960, 126026, 380999, 178253, 37454, 94799, 60497, 371283, 277589, 19031, 424024, 43609, 135258, 349787, 173661, 224354, 264804, 22634, 130667, 73324, 355434, 61550, 319088, 230002, 376948, 315511, 86650, 93308, 297597, 33922, 108675, 171140, 257157, 262788, 201351, 223368, 27786, 374922, 411788, 97932, 354444, 213134, 26770, 336530, 13465, 665, 173209, 55458, 365733, 162471, 159914, 220842, 59568, 102066, 156343, 89272, 187064, 114874, 416955, 307390, 388289, 281795, 43208, 194760, 10954, 15562, 349899, 372947, 142040, 229080, 233180, 334556, 155359, 279265, 26340, 65252, 164584, 294121, 412393, 154347, 399084, 232178, 237300, 324342, 102651, 277246, 405252, 71948, 316684, 25874, 184084, 375061, 103704, 83738, 155419, 96541, 380702, 157471, 335135, 222717, 165154, 184098, 360736, 364319, 31014, 407841, 366888, 102187, 373547, 227631, 339248, 187188, 401717, 301368, 417081, 282942, 167747, 3909, 268613, 307019, 137548, 209230, 95055, 150863, 349009, 215378, 377171, 16215, 13145, 213850, 121691, 286044, 142174, 248160, 1378, 413540, 339302, 397160, 352105, 249197, 230767, 153969, 87925, 286070, 369028, 279941, 284038, 315782, 141704, 326536, 397192, 412555, 12684, 279436, 25486, 346002, 283027, 154516, 237463, 172444, 93597, 103837, 251804, 265118, 271778, 138148, 328100, 362920, 37289, 392617, 307115, 143797, 332215, 331192, 340919, 101820, 323004, 361406, 299455, 257990, 154567, 153032, 300487, 329670, 178636, 278988, 135630, 283601, 80893, 330708, 336856, 68057, 268249, 102363, 222173, 405989, 102375, 283624, 374761, 364010, 75757, 159214, 32751, 230895, 365039, 160242, 396276, 358902, 134649, 29179, 165373}",
40993,"{14320, 88096, 130242, 348313}",
398043,{249032},
181814,{339362},
306126,"{400898, 145412, 18951, 45064, 35849, 54794, 182792, 247822, 217105, 70162, 50198, 142359, 113179, 95771, 210972, 232994, 150568, 135216, 343090, 370229, 341048, 14905, 101946, 406588, 136253, 420924, 272960, 81473, 351824, 106580, 240733, 370271, 216675, 192616, 52334, 166002, 242291, 269438, 186496, 408203, 29338, 83101, 229540, 50343, 125609, 185003, 15020, 306347, 300720, 380593, 76470, 266423, 12989, 256701, 288960, 80580, 96453, 41159, 170695, 177353, 361161, 383688, 9933, 196301, 218329, 322782, 220896, 221409, 379106, 61667, 393453, 265966, 192751, 87281, 338161, 23285, 62714, 98044, 54015, 147712, 56065, 164608, 127237, 125704, 92940, 217870, 325394, 66323, 140052, 94486, 78615, 93463, 108311, 132887, 295704, 416024, 103198, 142112, 248608, 409893, 404264, 108332, 153900, 21806, 406831, 31537, 115506, 314674, 56117, 89910, 98613, 244543, 31041, 197955, 149319, 167752, 303945, 44362, 312654, 213328, 3411, 298327, 52570, 38747, 15196, 8029, 415587, 335207, 259946, 380779, 78700, 123761, 363890, 213364, 229748, 278390, 40329, 278413, 417680, 57234, 201112, 335769, 237979, 290205, 198564, 357284, 38824, 182696, 396200, 296364, 169902, 33715, 64947, 58293, 77241, 121274, 25019, 201665, 61378, 174021, 267721, 32203, 266699, 352204, 290766, 295887, 65488, 126930, 45524, 312788, 260569, 230877, 362461, 191974, 383976, 53225, 284140, 423922, 158201, 38396}",
48857,{48857},
81496,"{182120, 134361}",
11079,{88831},
160599,{15010},
149209,{253427},
265268,{284169},
200236,{291558},
347071,{347071},
41581,{91307},
258185,{44791},
58556,{181171},
30986,{217470},
