ID,green,red,cyan,pink,purple,yellow,orange,gray,blue
37773,1,0.5812,0.1567,0,0.1339,0.07977,0.21652,0.12251,0.17094
60357,1,0.32447,0.07447,0.01596,0.1117,0.06915,0.12234,0.09574,0.84574
6702,1,0.33992,0.01581,0.00395,0.04743,0.01186,0.09486,0.00395,0.917
32732,1,0.5812,0.13248,0.00427,0.21368,0.05983,0.32906,0.05983,0.3547
22651,1,0.4,0.07083,0.00417,0.11667,0.05,0.1375,0.05,0.4
52974,1,0.65,0.22692,0.00769,0.17308,0.08077,0.23462,0.09231,0.6
71944,1,0.6339,0.10847,0,0.2,0.07797,0.30847,0.08136,0.23051
31755,1,0.53908,0.0566,0.01078,0.09704,0.04582,0.23989,0.05391,0.6496
49963,1,0.6259,0.06115,0,0.16187,0.08273,0.30216,0.05036,0.43165
62994,1,0.34853,0.01954,0.0228,0.06515,0.01629,0.13681,0.01629,0.95114
73497,0.72302,0.26259,0.02518,0.00719,0.04676,0.02518,0.08633,0.01079,1
71483,1,0.47656,0.04688,0.00391,0.10938,0.05078,0.13281,0.02734,0.52344
47441,1,0.33236,0.05831,0.01749,0.05248,0.02332,0.1137,0.07289,0.69971
19466,1,0.59322,0.0565,0.00565,0.18644,0.0904,0.24859,0.0339,0.36723
69455,1,0.54378,0.08295,0.00922,0.1659,0.06912,0.21659,0.06452,0.46544
10772,1,0.29075,0.01322,0.00441,0.03965,0.03084,0.07489,0,0.80617
4350,1,0.60248,0.0559,0.00621,0.18634,0.02484,0.31677,0.04348,0.73292
33693,0.78328,0.14551,0.00619,0.00619,0.01238,0.0031,0.05263,0.0031,1
71571,0.88158,0.2807,0.01316,0.00439,0.02632,0.00439,0.12281,0.00439,1
31596,1,0.45625,0.11875,0,0.15625,0.0625,0.2875,0.03125,0.625
68318,1,0.77021,0.08936,0.01702,0.20851,0.08936,0.32766,0.04255,0.26383
26577,1,0.61644,0.30137,0,0.31507,0.14384,0.4726,0.15753,0.31507
45497,0.92558,0.50233,0.05581,0.0186,0.09302,0.03721,0.1814,0.01395,1
8720,1,0.36667,0.02963,0,0.05185,0.03704,0.12963,0.01852,0.49259
55479,1,0.66834,0.06533,0,0.22111,0.0402,0.29146,0.0402,0.53266
47167,0.5203,0.20295,0.00738,0.00369,0.02583,0.00369,0.07749,0.00369,1
53940,1,0.34762,0.09048,0.00952,0.07619,0.05238,0.1381,0.01429,0.87619
7373,1,0.16667,0.00813,0.00813,0.03252,0.0122,0.06504,0,0.90244
62222,0.80539,0.1976,0.01198,0.00898,0.01497,0.01497,0.08383,0.00299,1
12177,1,0.26736,0.00694,0,0.03125,0.00694,0.07639,0.00694,0.90278
54953,1,0.47177,0.04032,0.00806,0.10887,0.03226,0.21371,0.04032,0.39516
8787,1,0.29388,0.07755,0,0.10612,0.04082,0.17143,0.07347,0.53469
66293,1,0.25357,0.01429,0.01786,0.06071,0.01786,0.13571,0.04643,0.80357
10090,1,0.57865,0.08427,0,0.12921,0.07865,0.32022,0.05618,0.44944
19332,1,0.40079,0.0119,0,0.06746,0.0119,0.1627,0.01984,0.68254
31011,0.52941,0.10727,0.01384,0.00346,0.02768,0.00346,0.05536,0.00692,1
11007,0.98101,0.46835,0.03797,0,0.13291,0.06329,0.22152,0.01266,1
66090,0.61111,1,0.37302,0,0.40476,0.22222,0.44444,0.11905,0.20635
66323,0.87574,0.31361,0,0.01183,0.06509,0.00592,0.13609,0.00592,1
25170,0.75667,0.22333,0.00667,0,0.03333,0.01,0.07667,0.00333,1
72566,1,0.5473,0.0473,0.02027,0.16216,0.05405,0.23649,0.02027,0.91216
48177,1,0.36269,0.01554,0,0.09326,0.01554,0.11399,0.01036,0.49741
19264,0.53636,0.1303,0.01818,0.00606,0.04242,0.00909,0.06667,0.00606,1
9322,1,0.26627,0.02367,0,0.04142,0.02367,0.07692,0.08284,0.86982
52192,1,0.31707,0.06098,0.00813,0.0935,0.03659,0.13008,0.04472,0.96748
6090,1,0.51142,0.05479,0.00457,0.07306,0.0411,0.23288,0.0137,0.93151
49446,1,0.44318,0.04545,0.00568,0.10795,0.03977,0.20455,0.03409,0.98295
13189,1,0.4375,0.05556,0,0.15278,0.01389,0.18056,0.01389,0.90972
5757,0.83077,0.28205,0.04615,0,0.06154,0.02564,0.09744,0.01026,1
12840,0.86525,0.18085,0.01773,0.00709,0.02837,0.00709,0.08156,0.00355,1
5801,0.84615,0.33846,0.0359,0,0.10256,0.05128,0.1641,0.03077,1
48524,0.92135,0.2191,0.03371,0.01124,0.03933,0.01685,0.0618,0,1
11766,1,0.40816,0.03571,0.02551,0.10714,0.01531,0.20918,0.04592,0.83673
76291,0.52,0.10667,0.00533,0.01867,0.00533,0.01067,0.02933,0.01333,1
35100,0.72385,0.13808,0.01255,0,0.02092,0.03347,0.0795,0.01255,1
52596,0.89831,0.20339,0,0.0113,0.0226,0.0904,0.07345,0.01695,1
45812,0.57823,0.08844,0.0068,0.0034,0.02041,0.0034,0.04082,0.0102,1
23512,1,0.35,0.04444,0.01111,0.07222,0.02778,0.16667,0.02778,0.73889
29462,0.88745,0.19481,0.0303,0,0.04329,0.0303,0.13853,0.00433,1
68914,1,0.45517,0.13103,0.0069,0.17241,0.06207,0.17241,0.02069,0.54483
68701,0.73023,0.30233,0.10233,0.03721,0.07442,0.02791,0.10233,0.00465,1
33902,1,0.31746,0.06878,0.01587,0.09524,0.06349,0.19048,0.02116,0.80952
10218,0.71366,0.14978,0.01322,0.00441,0.00441,0.00441,0.03965,0.02643,1
67303,0.65432,0.12757,0.02058,0.01646,0.02058,0.00823,0.02058,0.03292,1
38414,0.8341,0.16129,0.00461,0.00922,0.01843,0.00461,0.04147,0.02304,1
50400,0.51351,0.09009,0.01802,0.003,0.01502,0.00601,0.04204,0.003,1
43332,1,0.44444,0.07407,0,0.12963,0.05556,0.17593,0.00926,0.71296
