ID,Ball1,Ball2
379047,"{215043, 247812, 249861, 169991, 92168, 77837, 45071, 307215, 135185, 260115, 104469, 145430, 366616, 106520, 88089, 159768, 391196, 292889, 192543, 167971, 241699, 354340, 53288, 319529, 297002, 256043, 356397, 331822, 86063, 278576, 403502, 108595, 385075, 393267, 6200, 151608, 356408, 106556, 395329, 424001, 96327, 348232, 354376, 67658, 211018, 237642, 421959, 346190, 14421, 385109, 196698, 8284, 378972, 8287, 147552, 18529, 176228, 67685, 192613, 147559, 424041, 262251, 297068, 59502, 10351, 264304, 342127, 389231, 53363, 77945, 209018, 229501, 90241, 10371, 41091, 168067, 354435, 88200, 170124, 12429, 149646, 239759, 63632, 301199, 146, 323730, 319636, 409741, 198807, 143512, 45210, 274592, 282785, 325794, 133283, 420005, 211115, 360621, 20655, 186546, 80051, 278709, 157883, 98493, 37055, 88255, 45252, 18629, 108741, 184520, 276682, 153808, 121041, 14549, 129238, 272598, 288983, 299222, 336087, 413914, 147680, 329953, 155876, 59621, 127209, 245994, 411881, 26860, 190701, 237806, 92399, 172274, 47349, 289016, 47353, 278782, 317697, 174339, 401668, 340229, 143627, 174347, 321805, 22798, 6415, 78096, 211217, 98578, 219407, 14613, 12568, 352537, 4378, 252187, 31004, 10525, 47389, 190748, 293147, 254241, 246050, 133411, 334115, 362782, 59686, 301350, 381226, 49451, 207147, 110894, 26927, 213300, 334139, 299326, 160063, 137539, 330052, 194889, 287049, 194892, 276814, 90447, 26961, 348498, 350552, 348509, 125279, 149858, 49509, 6503, 250217, 82283, 55660, 143728, 373110, 338298, 39293, 67966, 24959, 385408, 147841, 231809, 121219, 250244, 98693, 414081, 170376, 311695, 373136, 248209, 104850, 80277, 244118, 326038, 401816, 37273, 18842, 270749, 209310, 39327, 174495, 219552, 403873, 399780, 334245, 100774, 164262, 170407, 338344, 229804, 334252, 354734, 194997, 379317, 285113, 63930, 270779, 338361, 180670, 338367, 96705, 281028, 211398, 266695, 297416, 291273, 51658, 299463, 307657, 422342, 158158, 203217, 281042, 268757, 100825, 119257, 401881, 246238, 381411, 295396, 418280, 184812, 244206, 66033, 80372, 162293, 172533, 389623, 242165, 143864, 297472, 109063, 190983, 385548, 84493, 72206, 229904, 10769, 279058, 37397, 27160, 203289, 311834, 264731, 412190, 66080, 229922, 391717, 12840, 203304, 2603, 51755, 184875, 47662, 330286, 285235, 125494, 225846, 195130, 320059, 361018, 262718, 80450, 579, 131650, 580, 283205, 395844, 410182, 90698, 201292, 258637, 334413, 4687, 217680, 119377, 107090, 270929, 277075, 100949, 262742, 297558, 264793, 385631, 57958, 307818, 154219, 291437, 66159, 387702, 8831, 27266, 4740, 240260, 150150, 64135, 232075, 164492, 96910, 354958, 322194, 246419, 342674, 297622, 162455, 62104, 166554, 287387, 148125, 418461, 420510, 82595, 273060, 139941, 344740, 293544, 12969, 8874, 299691, 82604, 2733, 346793, 45749, 275126, 316087, 389814, 350907, 234173, 395965, 142015, 195264, 252609, 363201, 62147, 338627, 197318, 387785, 372191, 107213, 334541, 8911, 29394, 203478, 322262, 359128, 226012, 258781, 334560, 62177, 330467, 389863, 60137, 162537, 111340, 328430, 314095, 152304, 279280, 355054, 418545, 363254, 314103, 25337, 322299, 250621, 262910, 15103, 4864, 27392, 54016, 35587, 11018, 82702, 19215, 217873, 152341, 256792, 203549, 133918, 357151, 297761, 414502, 387879, 17193, 396078, 162607, 72496, 283442, 281395, 160565, 56118, 117559, 365368, 267065, 275259, 193341, 277311, 275264, 15170, 172868, 242501, 164678, 273220, 398152, 222027, 154447, 355151, 160593, 242514, 373588, 328534, 78682, 297821, 379741, 109407, 119648, 187231, 45922, 234338, 355168, 267111, 117608, 140145, 70514, 238452, 406388, 74616, 381819, 330620, 385915, 117631, 316288, 318337, 347009, 170883, 318339, 379778, 207753, 363402, 398220, 125837, 394126, 25487, 377744, 193426, 211860, 390037, 140183, 316313, 355227, 283548, 344988, 127907, 152486, 254889, 82859, 177070, 215983, 361392, 297907, 338867, 340916, 86968, 156606, 197568, 13252, 207812, 383944, 209866, 289739, 299979, 93133, 91086, 134093, 273359, 377806, 27604, 60377, 5083, 170973, 349149, 410590, 289762, 320482, 107495, 308201, 218090, 297963, 244717, 312304, 324598, 224248, 31737, 318458, 332793, 244732, 293885, 340984, 336895, 144384, 113665, 316416, 189443, 347138, 123910, 304136, 316427, 17426, 248850, 371733, 119831, 7192, 160793, 422935, 314395, 267294, 402463, 332832, 373794, 390179, 111652, 263204, 76838, 422949, 89129, 156714, 336939, 295980, 212013, 349227, 353326, 97328, 367665, 39986, 377903, 261172, 414774, 261175, 371767, 410681, 173114, 349242, 412727, 339008, 343106, 422978, 128069, 154696, 293960, 377933, 195663, 169045, 99414, 44119, 17496, 191575, 275542, 326745, 230492, 357462, 189536, 308323, 33899, 126060, 124013, 199791, 369776, 375919, 255090, 142453, 167032, 359547, 121985, 52354, 31875, 144514, 193668, 144518, 203910, 201866, 117899, 46225, 162962, 224405, 367767, 148633, 408730, 398491, 410777, 165021, 93342, 246943, 359585, 3235, 117923, 136357, 324773, 140456, 48297, 244908, 27821, 167085, 318636, 322738, 384182, 349371, 177343, 316607, 109762, 273602, 388290, 27846, 42182, 68809, 302289, 263381, 9431, 351447, 25818, 201951, 177377, 74978, 343265, 308452, 357602, 19686, 124134, 326888, 175337, 369893, 132331, 322796, 68845, 373994, 386284, 218352, 390380, 144627, 290036, 357620, 394484, 183543, 140536, 392441, 382203, 335100, 48381, 128253, 120063, 181501, 408829, 132354, 158979, 288005, 412934, 273676, 64782, 124175, 294158, 371984, 353554, 193813, 208151, 247065, 384281, 339227, 173342, 210206, 232734, 267551, 302370, 326944, 333086, 89381, 296234, 265515, 75052, 11568, 341296, 103731, 380212, 58677, 58678, 271669, 347447, 363831, 365877, 130363, 267580, 404473, 146754, 339266, 415045, 189770, 101710, 359759, 359762, 306515, 378194, 269655, 54616, 208228, 13669, 185702, 226662, 230760, 351590, 103786, 177514, 130414, 253295, 327022, 339314, 77173, 355701, 271736, 355705, 30079, 140676, 83333, 79239, 198023, 202119, 310663, 179595, 322951, 329100, 21907, 218515, 50581, 130455, 284055, 421272, 138651, 26012, 79260, 318876, 155040, 220577, 97699, 204198, 1448, 355753, 103851, 1452, 142763, 337327, 357807, 300466, 28083, 333234, 1462, 368055, 390587, 204220, 288189, 292285, 255423, 210368, 17857, 306622, 314816, 257476, 411080, 181705, 288201, 243148, 267725, 277964, 9679, 419280, 118227, 341459, 26075, 196062, 132575, 153056, 376289, 198112, 105954, 341471, 368097, 130533, 17894, 7655, 208361, 290281, 345580, 26096, 173552, 255476, 265717, 110070, 210426, 224762, 142848, 181763, 17924, 374278, 60938, 69136, 110103, 60952, 142876, 108064, 151074, 286245, 26154, 185898, 144940, 200243, 63028, 249395, 282166, 364086, 366131, 382523, 130622, 114239, 147008, 292414, 306753, 157251, 11849, 71241, 93770, 235081, 241229, 69198, 245326, 61008, 134737, 202320, 259661, 284240, 235093, 61015, 423516, 308829, 69215, 396895, 67169, 89700, 144998, 71271, 124519, 302698, 304749, 380530, 140916, 192124, 159357, 212605, 161413, 171658, 261770, 177804, 253580, 378515, 419478, 163481, 149147, 362141, 315040, 310946, 5796, 167589, 145062, 341668, 294568, 106153, 204458, 290475, 13997, 75437, 169647, 241326, 16049, 126641, 116403, 267961, 396985, 65211, 112318, 184000, 358081, 116419, 243398, 208583, 276168, 321222, 405199, 310995, 411349, 296662, 163544, 18137, 63197, 50910, 110303, 364253, 274148, 36581, 411366, 311015, 204522, 343787, 163566, 184046, 188144, 26353, 134897, 265968, 335606, 98043, 134907, 198396, 218879, 182016, 1793, 153345, 38659, 354051, 163589, 366342, 130823, 96008, 38667, 388875, 360206, 147215, 30482, 227090, 22292, 306964, 315159, 415512, 212762, 358173, 421662, 179998, 188191, 83744, 34593, 272158, 392993, 313124, 337701, 372517, 378660, 423724, 50992, 81715, 114484, 167733, 94006, 34616, 91960, 231225, 141115, 16188, 104252, 157499, 286527, 212800, 362301, 294722, 79683, 259908, 276292, 96070, 251720, 284491, 245582, 331600, 171857, 38738, 321363, 403286, 57175, 315223, 184153, 331609, 135004, 145245, 135006, 268126, 278366, 59233, 85857, 403293, 94053, 102248, 208745, 229225, 331627, 341870, 401265, 370551, 274297, 171898, 135035, 8063, 325505, 81794, 69507, 229250, 85893, 241538, 255874, 348038, 81801, 354180, 38795, 61323, 120716, 214926, 61329, 49043, 376723, 102295, 335767, 386967, 104346, 386970, 67484, 176029, 395168, 382881, 356258, 118692, 49061, 145318, 223140, 20393, 34730, 106409, 407466, 106413, 53167, 30640, 30641, 194481, 53171, 233402, 321468, 186303, 137152, 309186, 38856, 151504, 122834, 372691, 202708, 223192, 415704, 280538, 237533, 2016, 49121, 364514, 366561, 305124, 10213, 96231, 249831, 407527, 264175, 268273, 221170, 370675, 219124, 126970}",
253398,"{352256, 69635, 104457, 231434, 311307, 280588, 321548, 335886, 176146, 106522, 16421, 57387, 389165, 327729, 350258, 254003, 41012, 258106, 423999, 264259, 32836, 92230, 276551, 243785, 260172, 311373, 26703, 340051, 237652, 376920, 59481, 243805, 118881, 346213, 116841, 346223, 153714, 225402, 125054, 120958, 297088, 422017, 166030, 184469, 276636, 252063, 92322, 424098, 215209, 313513, 215212, 14512, 116916, 411829, 168124, 336065, 30914, 127170, 57540, 159940, 190663, 381130, 250059, 256206, 356564, 39127, 239834, 366810, 110820, 301287, 188652, 205038, 92401, 102644, 192759, 385273, 174330, 270591, 28932, 375044, 61702, 377094, 309512, 114953, 145673, 362763, 39185, 47384, 401692, 127266, 53546, 119088, 141617, 147760, 82227, 108859, 180539, 393532, 254273, 43332, 47430, 411980, 119126, 141655, 280918, 12633, 237916, 80222, 389473, 299371, 365, 6513, 397684, 39287, 270716, 397696, 260482, 401795, 141700, 47498, 78218, 92555, 106892, 379278, 395663, 209298, 127381, 280982, 317850, 4508, 76207, 172464, 248239, 108990, 174532, 383428, 227784, 401871, 414162, 80339, 285141, 149978, 47582, 270817, 53730, 317922, 303588, 395749, 231911, 25065, 401900, 156142, 45551, 332272, 406001, 256499, 408060, 326142, 291326, 152067, 307715, 371203, 76306, 143894, 399895, 80411, 41500, 354845, 358942, 174624, 21025, 352804, 225831, 291371, 31277, 59949, 96817, 283186, 336440, 107069, 315965, 107075, 156228, 172611, 84551, 133703, 127563, 68176, 250448, 248404, 184920, 229978, 154212, 205413, 98920, 25193, 162408, 346732, 203373, 264813, 254577, 39548, 168575, 264833, 90754, 158338, 289412, 320131, 64134, 76423, 393859, 371338, 262796, 264846, 277139, 41622, 98966, 101015, 105113, 60058, 111256, 55964, 246432, 258721, 17058, 223907, 92841, 291501, 2735, 90804, 369335, 144056, 15037, 279230, 203458, 295621, 70345, 299728, 70353, 281297, 8916, 164565, 174805, 242391, 45787, 242397, 39647, 183011, 164581, 420581, 2792, 328426, 410346, 183021, 271089, 324337, 15092, 19189, 94967, 219895, 314104, 133884, 207617, 121607, 385800, 109321, 189193, 203532, 305934, 252687, 64278, 111384, 414489, 176922, 269084, 13087, 133927, 418606, 101169, 160561, 158518, 181047, 400184, 422713, 238401, 129858, 287553, 422723, 50006, 2910, 260962, 35684, 238442, 193390, 404338, 420727, 158592, 48004, 385925, 109448, 199563, 244620, 156558, 170894, 88985, 41882, 119705, 269220, 95141, 261030, 349093, 422824, 189359, 99253, 183225, 322490, 226236, 113599, 283591, 156616, 353226, 82896, 27602, 381911, 275417, 388058, 152539, 392158, 191457, 349154, 156643, 283619, 375780, 31718, 297965, 287729, 287735, 214009, 259072, 345093, 193547, 150543, 203792, 37912, 252956, 123933, 68639, 93215, 54306, 181284, 230447, 308271, 379952, 281655, 312376, 212026, 404539, 414780, 140349, 181325, 232525, 33871, 78928, 29777, 136276, 175189, 375892, 205911, 322647, 197721, 382041, 420953, 416861, 80996, 226404, 156774, 154727, 29800, 35945, 205927, 281707, 404586, 416868, 371822, 146545, 146546, 277622, 246915, 377995, 396428, 345229, 306321, 62616, 122009, 148632, 291995, 351385, 140453, 85158, 54439, 238757, 201897, 339112, 38060, 302253, 306350, 56505, 330939, 9405, 308413, 234690, 242882, 419016, 253130, 341198, 40149, 287959, 89309, 154848, 279781, 345318, 44264, 109805, 56558, 97519, 144622, 330992, 345328, 330995, 312564, 404718, 335101, 351486, 175359, 224513, 273673, 54550, 21793, 70946, 199977, 263469, 138543, 30002, 48434, 253238, 351559, 120141, 77136, 183639, 46424, 394585, 111963, 243035, 140637, 128350, 71010, 331107, 396645, 99686, 337264, 241010, 286068, 114038, 138618, 392574, 394625, 263556, 50565, 122246, 163208, 304521, 54666, 316811, 91532, 390539, 304528, 1430, 384407, 169368, 368025, 339354, 140706, 130469, 302504, 7597, 165293, 167342, 294321, 372147, 148916, 292277, 404921, 333242, 341434, 302526, 85439, 150975, 339391, 222658, 232899, 368066, 306637, 314830, 163282, 138712, 288217, 44506, 153051, 216539, 24031, 99807, 171489, 335331, 421347, 144871, 28137, 214507, 52716, 247280, 294384, 196086, 30200, 353785, 390649, 417280, 394755, 243204, 7691, 226828, 208403, 198172, 167453, 214556, 331295, 269859, 402979, 149029, 331305, 163374, 259630, 347700, 259641, 396860, 183875, 11844, 355910, 364104, 56909, 7759, 267857, 384594, 87639, 36440, 396887, 81498, 173659, 212574, 108139, 396908, 384626, 93812, 353913, 304762, 157310, 99970, 95877, 192135, 165518, 237202, 380564, 212630, 97948, 231068, 233117, 331421, 419487, 132774, 143015, 272043, 255660, 319147, 106159, 317108, 206521, 251578, 26301, 16062, 390864, 325338, 73448, 188137, 100074, 61164, 403181, 261870, 138991, 28400, 243441, 302831, 306926, 372474, 165628, 192265, 265993, 341769, 114448, 177937, 306961, 10003, 382738, 397072, 409363, 61208, 272153, 349976, 179995, 366364, 157469, 110365, 110366, 22303, 96034, 196386, 108324, 42789, 57130, 67372, 169775, 104242, 393011, 216888, 26425, 110394, 356154, 358205, 134976, 202561, 51013, 137029, 34631, 378694, 249673, 272202, 16203, 59211, 71499, 411461, 378710, 14177, 71522, 12131, 128865, 34662, 274280, 36714, 180079, 235382, 77687, 292728, 386935, 399225, 120710, 389001, 149389, 321432, 395165, 196511, 333729, 229286, 307113, 333737, 272299, 411565, 69550, 116655, 378810, 8130, 12227, 32706, 51141, 137160, 333776, 405468, 311261, 317407, 206820, 94184, 122863, 102384, 155637, 190455, 126974}",
256335,{225683},
326892,"{4097, 330753, 227331, 315405, 100886, 196630, 249878, 410139, 31773, 130593, 419874, 162854, 35879, 96809, 275497, 7218, 419892, 284726, 423991, 206910, 288320, 297537, 349249, 386112, 411716, 25161, 29257, 17995, 169034, 176716, 199167, 91215, 116308, 403031, 354905, 316507, 139868, 371803, 285282, 224870, 305255, 58473, 272495, 394355, 72308, 141943, 374403, 383112, 97419, 101515, 245389, 123024, 413328, 40594, 363670, 357019, 335519, 89760, 300709, 94381, 322739, 80564, 6838, 76984, 251576, 99515, 203964, 53439, 318149, 32965, 136389, 204487, 212679, 213189, 63697, 362709, 218330, 203996, 28898, 21222, 44263, 58599, 90343, 253673, 206572, 157933, 79087, 186609, 216820, 155381, 269557, 298740, 199424, 359169, 324866, 285955, 75014, 42249, 265486, 225039, 31510, 83226, 193819, 258333, 8993, 357155, 281904, 348468, 245558, 307510, 376630, 398648, 392506, 88896, 239424, 207682, 281413, 48459, 83282, 375635, 139607, 388957, 167777, 291173, 415593, 227178, 14701, 249713, 118643, 296822, 226685, 280447, 93056, 72579, 396165, 176007, 242056, 365452, 382349, 211857, 368534, 83870, 405919, 5028, 364460, 62895, 23988, 46517, 18870, 292789, 299444, 32702, 96191, 74176, 255428, 412612, 413637, 4052, 278485, 207321, 145887, 28130, 288741, 236006, 350699, 288751, 28147, 45045, 141818, 309755, 348671}",
392267,"{401411, 155652, 169989, 245766, 147466, 235532, 401425, 399379, 155669, 43034, 370720, 53287, 63532, 69682, 231478, 272438, 399416, 354360, 110651, 268348, 200771, 149575, 303180, 272462, 180304, 313426, 323668, 20571, 280673, 161897, 147562, 6254, 288881, 217220, 139401, 141449, 346251, 14476, 411786, 155790, 53395, 39060, 209043, 39062, 342167, 297112, 268445, 280736, 348320, 415904, 383139, 340132, 6309, 41131, 364716, 53421, 59565, 80057, 231611, 243900, 106687, 409802, 155851, 354509, 319707, 354524, 8185, 18654, 250080, 217316, 375013, 282859, 420075, 250093, 139504, 157936, 321776, 397553, 403702, 258297, 114938, 26881, 108801, 278786, 61700, 307460, 286983, 321801, 397579, 366862, 2321, 63763, 12564, 297235, 106781, 219421, 135461, 217383, 381225, 196906, 278829, 375087, 301360, 407860, 301365, 16696, 264507, 397633, 409923, 14660, 252234, 276810, 4430, 135503, 293200, 411982, 133459, 125269, 364892, 368993, 291170, 180586, 338284, 137583, 299376, 141682, 211315, 92534, 47486, 151937, 24965, 117126, 405896, 303497, 233866, 414093, 385422, 170387, 403, 22936, 49560, 182680, 420257, 375204, 94630, 123305, 203203, 401862, 305609, 235980, 14799, 252373, 123354, 14811, 387546, 51682, 301539, 369123, 16874, 123373, 135661, 365045, 131577, 416250, 39419, 209408, 72202, 186891, 78356, 332308, 166425, 244252, 137759, 338464, 422439, 361001, 195114, 248362, 350765, 358958, 107063, 215607, 133689, 234042, 250424, 92732, 307774, 123461, 43591, 275016, 401991, 21067, 350799, 193120, 123489, 248416, 76388, 295525, 35436, 88688, 252533, 361078, 346745, 189052, 236169, 270987, 391821, 123543, 70296, 201371, 53916, 223901, 152234, 338602, 393903, 39600, 53936, 314035, 322233, 244411, 37566, 180932, 21189, 103109, 68295, 74440, 146121, 203465, 309963, 377540, 162512, 146134, 318166, 33496, 193241, 371417, 121566, 289508, 350950, 301799, 123627, 305899, 312045, 49901, 213742, 25330, 396018, 127735, 310008, 84735, 226051, 281349, 287494, 232203, 101134, 133909, 254747, 66333, 107294, 199453, 219933, 314146, 80678, 342823, 416562, 301880, 2874, 6971, 197434, 21309, 271162, 283455, 369470, 835, 2885, 47941, 209733, 316234, 205650, 31572, 275287, 256856, 400223, 379747, 148326, 152423, 74600, 242534, 199530, 213867, 342889, 213874, 398196, 228213, 258934, 224119, 215939, 189318, 93066, 289674, 238476, 289676, 357260, 2964, 78745, 203674, 230302, 68517, 91046, 29607, 256944, 291760, 54194, 119735, 27584, 322498, 259011, 406469, 132039, 299976, 400332, 281551, 353234, 146389, 338902, 134106, 25563, 207834, 7133, 95198, 359386, 70624, 347104, 115684, 156646, 54251, 289771, 308204, 50171, 234491, 115709, 314369, 5122, 99335, 328711, 205836, 218125, 95246, 72720, 240656, 193554, 42003, 357395, 1048, 240665, 195618, 21539, 214051, 156712, 402475, 259119, 316465, 357431, 377913, 195647, 349252, 111688, 158795, 144461, 351312, 175188, 214107, 408670, 416863, 265313, 390241, 314470, 89195, 177264, 314482, 46195, 279670, 263289, 29820, 373885, 99461, 97415, 257160, 351367, 248975, 421007, 42134, 33944, 181408, 302249, 216244, 341182, 74943, 279747, 126149, 242891, 132300, 328909, 416975, 122065, 337107, 394452, 79062, 232675, 402661, 326891, 324848, 46330, 136443, 40188, 142588, 122110, 296191, 310522, 140546, 7438, 138517, 331031, 236824, 390424, 38171, 238879, 326943, 271649, 351523, 79143, 167211, 130348, 245041, 197940, 269622, 337207, 374071, 77113, 232765, 79169, 320838, 210250, 234827, 97614, 228688, 402769, 374099, 255319, 257369, 300378, 200028, 179554, 421223, 273774, 30063, 394608, 398702, 23926, 60793, 181626, 5500, 79234, 277892, 277893, 195985, 50578, 38299, 75165, 357793, 144803, 120228, 185763, 394666, 64941, 308658, 339379, 366005, 409019, 372157, 38340, 32200, 101835, 189899, 230859, 241099, 161231, 333265, 3539, 237011, 417235, 42455, 277979, 112098, 155106, 73188, 249317, 259557, 355821, 122352, 249331, 191989, 247286, 52727, 3576, 337405, 93694, 42494, 374271, 308739, 372232, 318985, 103948, 208397, 77326, 241179, 124446, 312868, 357925, 189990, 81447, 224807, 230965, 149046, 276031, 347711, 364105, 181835, 380492, 400972, 349781, 118360, 108130, 386658, 28262, 108137, 265833, 114286, 40559, 179823, 405109, 159352, 116345, 95869, 321149, 79495, 73358, 200340, 411287, 282266, 282268, 396957, 214693, 403111, 104105, 294570, 116400, 122544, 75443, 229043, 93878, 396982, 282298, 378558, 145089, 206535, 46792, 40649, 61130, 153292, 173774, 249550, 128723, 14049, 321253, 9961, 184047, 138992, 69362, 276210, 165620, 52982, 214774, 249590, 208638, 136959, 296702, 243458, 225035, 204556, 32526, 192273, 382737, 157465, 315162, 370461, 356130, 173862, 71463, 202535, 77609, 32559, 315184, 163635, 331572, 81722, 169788, 177984, 249668, 311112, 89929, 69460, 79707, 118619, 5982, 395102, 28512, 229217, 391011, 300900, 382821, 157542, 345961, 96110, 192367, 317297, 167798, 34679, 309114, 96138, 63371, 389004, 169869, 202640, 331665, 124818, 159635, 51092, 22425, 186267, 143260, 122787, 241571, 61349, 380840, 386987, 276397, 352173, 272305, 184242, 192435, 184244, 137141, 98231, 362429, 184271, 239573, 382936, 350169, 303066, 167899, 63458, 4067, 124915, 374777, 116731, 182269, 374782}",
