ID,dimgrey,chartreuse,darkcyan,aquamarine,crimson,burlywood,darkolivegreen,brown,darkgrey,darkseagreen,darkgoldenrod,beige,darkturquoise,cyan,coral,black,dimgray,darkgray,darkred,chocolate,bisque,darkkhaki,cornflowerblue,azure,darkslateblue,darkorange,blanchedalmond,blue,darkgreen,darkviolet,darkorchid,deeppink,aliceblue,antiquewhite,aqua,deepskyblue,blueviolet,cornsilk,darkmagenta,darkslategrey,darksalmon,darkslategray,cadetblue,darkblue
242741,0,8,0,306,0,17,0,24,1,0,0,287,0,0,2,114,0,0,0,9,184,2,7,322,0,0,84,56,1,0,0,0,0,40,121,0,33,3,0,0,0,0,16,1
309761,0,8,0,146,1,16,1,36,0,0,1,181,0,3,6,100,0,0,0,9,142,1,6,123,0,1,69,49,0,0,1,0,0,14,128,0,56,3,0,0,0,0,11,1
88052,0,3,1,8,2,13,1,13,0,0,1,24,0,0,6,32,0,0,0,3,35,0,2,22,1,0,24,19,0,0,0,0,0,1,4,0,17,1,0,0,0,0,12,1
161011,0,3,0,231,0,8,0,11,0,0,0,243,0,0,0,92,0,0,0,1,151,0,1,365,0,0,65,32,0,0,0,0,0,2,141,0,17,1,0,0,0,0,7,0
334503,0,8,0,50,1,18,0,30,0,0,0,69,0,0,1,70,0,2,0,6,72,1,3,63,0,0,69,38,0,0,0,0,0,11,133,0,41,2,0,0,0,0,9,0
30096,0,8,0,205,0,12,0,13,0,0,0,169,0,1,0,86,0,1,0,5,135,0,2,161,0,0,80,38,0,0,0,0,0,103,389,0,21,0,0,0,0,0,7,0
217347,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1117,50,0,0,0,0,0,0,0,0,0
83980,0,0,0,92,0,2,0,11,0,0,0,133,0,0,3,55,0,0,0,4,101,0,1,86,0,0,33,23,0,0,0,0,0,8,357,0,14,1,0,0,0,0,3,0
395697,0,1,1,105,1,7,0,12,0,0,0,156,0,2,1,67,0,0,0,0,102,0,0,217,0,0,38,29,0,0,0,0,0,4,12,0,22,0,0,0,0,0,0,0
272984,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,1,0,0,0,0,0,1117,66,0,0,0,0,0,0,0,0,0
339371,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1172,52,0,0,0,0,0,0,0,0,0
24577,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,21,0,0,0,3,0,0,0,0,0,736,88,0,1,0,0,0,0,0,0,0
91505,0,9,0,70,1,8,0,9,1,0,0,117,0,0,1,93,0,1,0,4,106,0,2,101,0,0,50,38,0,0,0,0,0,3,120,0,27,0,0,0,0,0,12,0
142298,0,0,0,148,1,4,0,4,0,0,0,242,0,0,1,50,0,0,0,0,137,0,1,216,0,0,33,13,0,0,0,0,0,6,69,0,9,0,0,0,0,0,3,0
56336,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,999,24,0,0,0,0,0,0,0,0,0
310619,0,7,1,29,5,13,1,18,0,0,1,67,0,1,7,76,0,1,1,3,96,0,3,42,0,0,58,32,2,0,2,0,0,6,24,1,19,5,0,1,0,0,13,0
32854,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,742,17,0,0,0,0,0,0,0,0,0
15010,0,1,0,293,1,9,0,7,0,0,0,174,0,0,3,95,0,0,0,2,184,0,1,78,0,0,53,30,0,0,0,0,0,15,252,0,17,0,0,0,0,0,4,0
212936,0,0,0,30,0,1,0,4,0,0,0,10,0,0,0,5,0,0,0,0,11,0,0,19,0,0,6,2,0,0,0,0,0,1001,92,0,1,0,0,0,0,0,1,0
244749,0,4,0,104,0,6,0,9,0,0,0,278,0,1,2,108,0,1,0,2,170,0,0,164,0,0,66,37,0,0,0,0,0,1,15,0,25,0,0,0,0,0,5,0
39861,0,2,0,148,0,6,0,7,0,0,0,49,0,0,0,32,0,0,0,0,46,0,0,87,0,0,22,21,0,0,0,0,0,483,258,0,13,0,0,0,0,0,0,0
179975,0,1,0,31,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,5,0,0,25,0,0,3,1,0,0,0,0,0,1048,111,0,0,0,0,0,0,0,0,0
369792,0,8,1,86,1,20,0,18,0,0,0,127,0,0,4,78,0,0,0,3,101,0,2,119,0,1,64,28,0,0,0,0,0,6,64,0,26,5,0,0,0,0,7,0
407076,0,0,0,244,0,2,0,6,0,0,0,155,0,0,1,56,0,0,0,1,83,0,2,230,0,1,36,23,0,0,1,0,0,85,133,0,7,1,0,0,0,0,3,0
329104,0,2,0,84,0,2,0,15,0,0,0,60,0,1,1,55,0,0,0,2,72,0,2,73,0,0,30,32,0,0,0,0,0,13,378,0,21,1,0,0,0,0,3,0
266842,0,2,0,139,1,5,0,11,0,0,1,97,0,0,1,39,0,0,0,2,64,0,2,104,0,0,35,20,1,0,0,0,0,396,243,0,17,0,0,0,0,0,4,0
191054,0,5,0,163,2,12,0,19,0,0,0,166,0,0,3,105,0,0,0,1,121,0,1,197,0,1,44,39,0,0,0,0,0,30,256,0,31,0,0,0,0,0,5,0
331913,0,1,0,49,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,5,0,0,33,0,0,6,3,0,0,0,0,0,905,162,0,3,0,0,0,0,0,0,0
130754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,541,10,0,0,0,0,0,0,0,0,0
261993,0,2,0,45,0,7,0,12,0,0,0,111,0,1,2,68,0,0,0,1,106,0,1,95,0,0,35,18,0,0,0,0,0,2,34,0,17,1,0,0,0,0,2,0
386740,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,947,9,0,0,0,0,0,0,0,0,0
376178,0,0,0,33,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,5,0,0,35,0,0,2,1,0,0,0,0,0,492,53,0,1,0,0,0,0,0,0,0
7725,0,0,0,2,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,1149,20,0,1,0,0,0,0,0,0,0
177785,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,3,1,0,0,0,0,0,1272,47,0,0,0,0,0,0,0,0,0
394647,0,4,0,195,2,8,0,12,0,0,0,193,0,0,1,107,0,0,0,2,138,0,2,237,0,0,61,35,0,0,0,0,0,3,54,0,28,3,0,0,0,0,5,0
401771,0,0,0,21,0,1,0,0,0,0,0,18,0,0,0,5,0,0,0,0,8,0,0,30,0,0,2,0,0,0,0,0,0,976,40,0,1,0,0,0,0,0,0,0
179354,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,24,0,0,0,0,0,0,0,0,0
6844,0,4,0,154,2,8,0,9,1,0,0,217,0,0,0,116,0,0,0,3,170,0,6,158,0,0,67,34,1,0,0,1,0,12,161,0,31,3,0,0,0,0,11,0
66594,0,6,0,80,2,6,0,13,0,0,0,112,0,0,0,80,0,0,0,4,97,0,1,99,0,0,50,40,1,0,0,0,0,4,213,0,18,2,0,0,0,0,6,0
248736,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,751,4,0,0,0,0,0,0,0,0,0
1993,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1323,9,0,0,0,0,0,0,0,0,0
32431,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,1163,4,0,0,0,0,0,0,0,0,0
