ID,green,red,cyan,pink,purple,yellow,orange,gray,blue
30296,144,80,11,0,15,7,33,7,21
67982,90,41,14,0,4,1,14,10,8
71731,128,40,9,2,20,7,14,12,108
33465,142,53,3,0,9,3,17,0,115
27148,95,57,34,2,13,7,31,9,60
48994,113,47,8,1,22,6,18,2,56
34533,131,62,14,0,16,6,37,6,48
36995,129,77,4,0,14,4,26,2,79
57580,126,80,7,1,14,5,31,7,69
33127,101,74,22,0,35,7,38,8,34
70790,113,58,12,0,16,5,27,12,13
48854,120,59,6,0,18,11,28,4,72
59052,90,35,2,6,8,4,11,2,57
27933,145,43,0,0,6,4,9,0,106
211,97,48,5,0,15,5,22,3,74
5325,123,66,9,1,13,9,15,5,39
13123,104,49,4,1,10,4,22,4,106
6150,124,81,9,0,16,8,25,14,53
53269,64,59,13,0,16,8,13,8,28
36528,95,29,3,0,8,3,13,2,42
6139,73,44,5,0,11,9,25,3,28
51300,71,28,6,1,4,3,10,6,43
25333,66,80,14,0,22,12,36,9,20
7900,103,25,13,1,3,4,8,8,96
4028,108,36,7,1,5,6,14,4,37
71437,88,48,7,0,13,11,11,3,21
74745,104,31,1,1,3,2,7,0,78
7376,92,29,2,0,5,3,6,2,146
54683,90,59,8,2,22,10,21,5,30
18622,114,21,0,0,3,1,5,1,113
75922,81,51,7,2,14,4,30,5,69
56718,123,56,7,2,12,2,34,2,92
65026,51,58,20,0,5,7,22,7,35
43389,86,38,8,0,10,5,33,7,18
9046,65,32,2,0,3,0,16,1,99
28269,143,43,2,0,1,0,18,0,140
40001,29,33,36,0,23,22,33,31,5
10359,89,24,1,1,2,1,5,0,115
65144,64,64,6,0,15,3,32,3,7
21888,98,44,4,0,14,3,31,2,45
46099,111,21,0,1,4,1,5,0,101
19493,65,41,6,1,6,10,8,5,40
47510,86,77,11,0,25,14,22,3,13
34588,60,16,0,1,2,0,5,0,120
4838,102,26,4,2,7,0,10,13,87
58632,71,20,0,0,2,1,5,1,93
22849,153,39,11,0,9,6,24,10,72
49498,75,29,3,0,14,1,22,7,33
62319,103,37,2,0,8,2,16,1,120
40410,71,47,7,0,15,8,22,3,29
51502,84,50,4,0,16,2,23,3,15
18375,112,30,2,0,5,3,12,1,156
51112,74,36,3,0,13,2,10,9,43
34951,44,54,21,0,37,21,33,9,12
61470,118,32,3,0,6,3,20,4,52
52774,67,46,2,4,11,5,17,4,30
28176,109,47,1,0,14,5,22,4,60
33752,56,60,55,1,33,24,42,28,7
34753,87,60,8,0,21,5,26,3,37
67005,85,27,2,0,6,1,12,1,119
66690,79,24,1,0,1,1,7,1,61
62781,101,39,6,1,7,6,13,4,105
34920,102,50,0,0,5,1,17,3,31
3838,76,18,2,2,1,2,6,0,96
38538,93,56,2,0,11,2,22,8,54
75053,31,30,29,0,26,14,28,9,11
51657,106,28,8,0,6,3,11,1,58
11612,72,12,2,0,4,0,11,0,104
49906,88,38,5,0,9,4,35,3,40
50571,77,32,9,1,10,4,12,0,61
44954,113,25,2,1,5,0,18,1,22
43664,124,39,1,0,8,1,16,2,111
42163,74,6,0,1,0,1,4,0,108
5689,87,36,4,0,12,1,18,8,57
44830,92,16,2,0,5,0,9,2,157
53778,84,47,4,2,12,3,17,3,76
60823,64,29,0,2,3,4,13,5,102
44478,79,35,5,0,9,0,18,2,78
55423,103,41,4,1,9,2,20,1,66
61399,98,38,0,1,7,2,12,0,92
57878,69,31,3,0,8,6,15,1,37
27398,100,23,0,5,5,2,18,8,76
12116,45,44,15,0,13,5,21,8,28
18729,149,72,2,0,14,3,35,4,94
67007,90,57,6,1,15,5,18,11,46
34984,69,48,6,0,8,4,21,2,39
73277,81,11,1,0,1,1,6,0,113
68389,73,26,5,0,8,4,16,1,23
52978,63,31,6,0,11,1,7,0,33
32815,104,34,5,2,5,1,10,0,124
73076,85,48,7,0,12,4,21,3,79
65964,76,36,12,0,23,12,28,22,33
47348,69,25,1,0,5,1,10,0,120
52822,54,8,2,1,3,0,1,2,88
57823,62,15,1,2,3,0,5,0,91
8458,108,45,3,1,5,2,16,1,41
43640,88,15,1,1,5,0,2,1,120
2629,72,38,9,2,6,4,14,0,30
66950,73,19,0,1,7,1,20,2,90
63338,77,26,3,0,10,6,12,2,65
25205,64,32,5,0,12,0,10,2,86
74,70,13,0,0,3,0,5,0,72
3407,86,24,1,0,2,0,8,3,135
38751,56,29,27,5,10,2,24,12,29
67855,60,32,7,0,15,7,18,6,24
2729,65,35,9,0,10,3,22,5,15
2193,92,23,3,0,4,1,8,1,81
30103,95,33,0,0,1,1,9,4,62
68650,76,16,0,1,2,0,4,0,90
15293,97,31,1,0,3,0,8,0,102
73355,80,51,3,0,8,4,10,1,48
48233,103,41,1,0,11,4,16,0,52
40537,64,25,4,1,1,2,10,0,63
218,51,20,1,0,6,2,14,0,107
7359,84,26,5,0,12,12,16,3,90
11597,82,27,5,0,10,3,19,1,119
43550,93,16,2,1,3,0,7,1,121
37100,92,10,0,2,0,0,2,0,148
34758,132,31,5,0,11,5,10,13,115
1858,103,29,2,2,6,2,7,0,109
61345,70,20,1,0,1,1,5,0,50
46842,74,19,0,0,1,2,4,0,96
17710,115,32,5,0,15,2,16,0,87
24864,84,40,6,1,10,6,32,0,65
8994,84,14,0,0,7,1,7,1,117
21842,105,37,0,0,6,3,18,0,110
36121,102,16,1,0,1,2,4,1,115
48599,51,25,0,0,3,0,4,1,35
45467,112,14,2,2,4,0,12,0,144
1427,96,19,2,1,1,0,7,0,112
36169,92,44,2,2,9,4,16,0,130
37656,115,44,6,0,13,9,15,2,65
5940,98,32,1,0,2,1,7,2,74
30956,93,40,3,0,10,2,8,2,53
9842,78,33,6,5,14,1,18,5,128
12854,110,46,2,0,10,3,19,3,55
203,105,43,3,2,9,1,20,1,24
42382,56,27,10,1,12,9,21,4,48
11329,118,39,5,0,2,2,7,2,75
18915,70,11,0,1,3,1,4,1,100
62452,95,25,1,3,3,1,3,0,157
71792,96,15,5,0,1,2,5,2,115
16996,90,26,2,0,3,1,8,0,84
72556,60,43,6,0,27,7,27,5,8
5923,76,43,8,1,17,4,21,4,60
26127,84,24,6,0,7,5,6,5,71
64491,60,30,1,0,4,1,11,1,43
15101,46,14,0,1,1,0,3,0,92
56982,105,43,2,0,17,3,17,2,80
3768,88,47,9,0,13,6,15,2,42
3133,78,54,9,0,14,4,19,7,30
24065,114,19,2,0,15,1,17,9,100
71968,38,14,2,1,2,0,8,1,111
17364,87,20,3,0,2,1,12,0,99
45812,84,16,1,0,1,1,7,1,142
68106,30,30,14,0,19,5,20,22,9
50243,90,18,2,2,5,1,4,3,171
27245,89,34,11,5,6,6,13,0,87
50046,83,60,5,0,4,3,22,1,88
782,102,20,0,1,5,0,12,0,96
52744,57,17,4,3,5,1,8,0,100
58859,119,31,0,2,4,15,10,3,145
66180,68,21,2,2,3,2,9,0,72
63513,109,51,3,1,3,4,19,1,92
46240,87,20,5,2,3,1,4,2,128
24487,63,12,1,1,2,1,4,0,95
47043,97,28,2,1,4,3,9,2,84
11279,105,33,6,1,12,9,11,1,95
46554,86,14,2,2,3,1,2,4,140
72078,87,17,6,0,4,2,9,1,78
70017,23,34,24,0,17,9,15,4,1
70733,78,31,7,1,6,0,8,0,117
24561,89,26,3,0,10,4,12,12,81
43067,55,12,0,0,0,0,4,1,95
40905,148,33,1,3,5,0,7,5,163
40888,55,15,1,2,6,0,6,2,105
58096,90,34,4,0,5,2,7,0,81
55557,76,25,1,0,7,1,8,2,105
50352,56,8,1,1,4,0,2,1,156
46356,45,15,4,0,18,7,11,9,15
32695,77,12,3,0,3,0,7,1,123
54945,93,20,3,0,3,0,15,0,91
54504,92,40,7,0,8,5,17,8,51
59688,89,24,6,0,6,5,19,0,74
31610,81,23,1,0,4,1,5,0,109
11038,75,19,2,1,6,2,14,6,58
47612,98,12,2,0,1,0,6,1,139
37885,64,28,4,2,7,0,11,1,114
56871,54,7,0,2,6,2,4,0,115
13620,69,23,6,2,13,4,10,5,49
50141,40,6,0,1,1,0,4,1,91
34126,98,33,6,0,16,5,19,2,98
55519,32,4,1,1,1,0,5,0,159
34483,80,18,3,1,8,4,13,3,83
3625,61,29,7,0,9,1,23,4,71
32203,56,27,2,1,3,5,11,0,66
15587,95,27,3,1,7,3,15,2,131
7138,57,30,10,0,12,4,16,1,66
41305,79,22,2,0,8,10,20,0,91
55399,52,21,0,2,4,0,9,0,55
228,90,24,4,0,8,5,11,0,95
58795,52,32,6,0,15,4,21,2,33
1834,91,22,1,0,6,4,6,0,89
65724,42,4,0,0,2,0,11,1,70
41337,69,16,0,0,5,0,5,2,82
3378,72,20,3,0,6,1,10,0,55
10616,75,12,0,1,1,0,4,0,89
45525,59,20,2,1,0,0,1,2,108
32267,75,20,3,0,2,0,9,1,153
58095,71,19,2,4,2,2,2,2,123
31527,65,10,1,0,2,3,9,2,99
6594,59,12,2,0,1,3,6,0,88
35371,72,18,0,0,8,4,12,1,57
49308,95,16,1,3,1,0,8,3,175
39917,69,42,5,1,10,4,18,2,86
30823,72,29,3,0,12,4,17,1,62
15633,77,15,1,1,2,1,6,1,121
51775,63,17,0,1,2,0,8,0,76
4105,74,23,4,0,3,4,10,0,51
52140,65,39,6,0,11,3,16,2,38
68526,41,13,3,1,0,5,5,0,88
17505,64,17,8,0,2,5,11,1,44
10390,70,9,0,0,1,1,3,0,86
54022,77,18,3,1,8,1,11,2,50
3985,62,6,2,0,1,0,4,3,56
47017,78,23,9,1,5,2,11,1,148
29801,62,20,8,0,8,9,14,1,76
12549,44,13,1,0,1,2,3,0,93
15231,59,22,2,2,1,5,7,1,88
72875,88,11,1,1,2,0,5,0,152
9922,90,17,0,2,3,2,7,0,174
27912,63,16,3,3,4,2,6,10,134
50121,105,33,0,2,0,1,10,2,123
6712,72,30,6,0,6,3,11,3,41
7182,34,2,0,3,0,0,3,3,142
64915,64,14,0,3,2,0,6,2,137
25636,58,21,7,0,4,1,12,2,63
64018,65,13,7,5,5,0,10,0,89
65896,84,21,5,1,15,3,15,1,109
18294,48,9,0,1,0,0,0,1,119
1080,46,7,0,0,6,1,2,0,73
56839,65,25,2,1,2,1,5,0,106
34025,34,15,10,0,12,7,28,0,21
18209,63,33,7,0,11,5,21,4,32
61374,24,8,1,2,2,2,6,3,47
24763,67,10,0,0,1,0,2,0,95
5031,71,8,0,1,0,0,3,4,129
57746,65,12,0,3,2,1,7,6,122
49341,37,12,5,0,6,5,9,3,49
11832,68,13,3,2,10,5,10,1,57
51946,73,43,4,1,8,4,28,0,60
52806,72,28,0,1,12,4,12,0,63
11114,59,29,8,1,9,6,9,3,41
60051,55,19,1,1,4,1,3,1,102
23248,44,17,2,3,1,3,4,1,131
41960,77,16,7,0,2,3,7,12,108
53993,60,9,2,1,1,0,4,0,113
299,36,9,1,1,1,0,2,0,109
6479,48,13,0,1,1,0,3,1,103
63221,37,16,2,1,4,2,5,2,64
52024,72,9,2,4,3,1,4,0,88
42424,76,19,3,0,15,3,16,0,55
25660,83,18,0,1,3,1,4,0,112
65282,58,24,1,0,4,2,12,1,6
3154,40,13,1,2,2,1,6,0,130
8298,28,14,10,1,6,4,7,1,49
42291,57,19,0,4,0,0,4,1,94
14509,37,24,3,0,2,0,6,1,60
29333,39,6,2,2,0,0,1,0,120
15118,35,23,2,2,4,1,7,0,87
58154,60,7,2,0,3,0,4,1,27
28116,65,18,0,1,2,0,5,1,98
74932,63,22,1,0,6,2,9,1,45
46651,35,6,2,0,1,0,5,2,115
26376,41,11,1,0,2,1,2,0,77
30360,34,2,1,4,2,2,3,0,129
15549,46,29,3,0,8,1,10,1,25
50303,36,13,2,2,11,1,10,0,78
12943,33,16,5,0,11,5,16,1,30
45679,56,16,1,0,5,0,4,2,159
53760,30,7,0,6,1,1,2,1,84
51835,77,16,3,0,10,2,7,2,66
34607,34,6,3,0,1,0,1,0,79
65980,44,11,3,0,11,2,11,1,45
32812,50,16,0,1,2,0,1,1,124
58451,20,10,3,0,3,0,0,0,55
41915,55,5,1,2,1,0,2,0,100
8633,51,6,1,0,0,0,0,0,68
8545,38,18,1,2,4,1,3,0,71
11455,49,25,2,1,1,1,4,2,61
4841,36,8,0,0,3,0,11,0,89
16863,44,14,2,0,4,0,2,0,77
13307,17,14,0,4,0,3,0,0,65
64281,25,18,2,1,6,2,8,0,38
9142,28,13,1,0,2,0,5,0,44
69283,34,13,3,0,4,1,6,0,77
41642,41,7,8,1,0,0,3,3,57
54894,16,1,0,0,2,2,0,0,130
23348,30,5,1,2,1,0,3,1,80
68162,36,10,4,0,2,2,8,0,30
