ID,Ball
43380,"{1, 26113, 45057, 31752, 73227, 64016, 10261, 58389, 58392, 30748, 58396, 58398, 73251, 76323, 73254, 58412, 29234, 14390, 67639, 22088, 25673, 22609, 27218, 36952, 50271, 67680, 67698, 63098, 25212, 63104, 43140, 33417, 32912, 32913, 32914, 32918, 32919, 26268, 32932, 46762, 66731, 46765, 46769, 28346, 71360, 23758, 71893, 71895, 71896, 71898, 49883, 67805, 40163, 24294, 47847, 47850, 36587, 38123, 47851, 47854, 47857, 62193, 50936, 7417, 67332, 24837, 75524, 75525, 75526, 25866, 34059, 67852, 67853, 65294, 67854, 17169, 55057, 74514, 31512, 67354, 73507, 12580, 38694, 73511, 25909, 13623, 23352, 60733, 61251, 25939, 67428, 74599, 55149, 43374, 59249, 67442, 10104, 21377, 67458, 29573, 48008, 25483, 19340, 30093, 60302, 46485, 46487, 46489, 28058, 5531, 44450, 24998, 50615, 15288, 46008, 46521, 27085, 24026, 31728, 9721}"
67982,"{30720, 67584, 67588, 14854, 31751, 73224, 48649, 73228, 73232, 58394, 48160, 58402, 57383, 58408, 74791, 8235, 58411, 23599, 67120, 67125, 69176, 22605, 1109, 32855, 67683, 73829, 67688, 67690, 1136, 24689, 63091, 67699, 67701, 25207, 63103, 63106, 63107, 5262, 35473, 24222, 40097, 46763, 52909, 46772, 69302, 13495, 8888, 46787, 71894, 43738, 67804, 67810, 47845, 47846, 47849, 36588, 36589, 36590, 36591, 47853, 47858, 33524, 47860, 47861, 47863, 61691, 67324, 70908, 42750, 36608, 22794, 75535, 18203, 50976, 73513, 73518, 63808, 38218, 73036, 25444, 54632, 67434, 51051, 21356, 22898, 67448, 29563, 51071, 70545, 25491, 46490, 46491, 46492, 29111, 26043, 69577, 24014, 71141, 68079, 74225, 66042, 61437, 23550}"
60357,"{31241, 56331, 68111, 20016, 41010, 41014, 63031, 63546, 1091, 20036, 20037, 30793, 34381, 34382, 34383, 75366, 75885, 13937, 56946, 46712, 51323, 21627, 24207, 17553, 17556, 20122, 69793, 55977, 3247, 70329, 50874, 28348, 59585, 65730, 42691, 18121, 20685, 20686, 75997, 23777, 4334, 13044, 37633, 42756, 39178, 50954, 65292, 70924, 73502, 73503, 71977, 1327, 54575, 32049, 25396, 69428, 18745, 30532, 41796, 31562, 1356, 36173, 52557, 17749, 39260, 20831, 68970, 44910, 29042, 10611, 47490, 67473, 26515, 51606, 56227, 70563, 6055, 18855, 18856, 18857, 50098, 5047, 54729, 54730, 52172, 16337, 72173, 37875, 70132, 70133, 75253, 70135, 75254, 25595, 3069}"
38045,"{36864, 11270, 64523, 9740, 43022, 51220, 32789, 3607, 5148, 67068, 27678, 9248, 32800, 51232, 55840, 33829, 69669, 33833, 33835, 47148, 33837, 35373, 51246, 33844, 33845, 20023, 68152, 47161, 42042, 49219, 75845, 22108, 7264, 45163, 40557, 20083, 29303, 7288, 31353, 75897, 75387, 61061, 31881, 4749, 28818, 22167, 14489, 8860, 59043, 69796, 34987, 31417, 26813, 46785, 36035, 2756, 46788, 36039, 14034, 30423, 49890, 55010, 55012, 2279, 1767, 8938, 65258, 22261, 17143, 27395, 32006, 34586, 14117, 22310, 50471, 73000, 50482, 27443, 27444, 27445, 27446, 27447, 36661, 27449, 19258, 27450, 27452, 27453, 27454, 27455, 27456, 57148, 30533, 33096, 18761, 73032, 27470, 5969, 34642, 27485, 27486, 53099, 59247, 53105, 32628, 24950, 56697, 62329, 2950, 62868, 60825, 42399, 12705, 1442, 50602, 7598, 5554, 8117, 75189, 50103, 56251, 68039, 42442, 36301, 27606, 48090, 13279, 34787, 66020, 33766, 15342, 20467, 47605, 4092, 32765}"
63375,"{23304, 46858, 23309, 23311, 23313, 56209, 1430, 53143, 58524, 53149, 53153, 43043, 21693, 19390, 53695, 60485, 29898, 19666, 19667, 19668, 23381, 23382, 23384, 23389, 20705, 8290, 20706, 19816, 19817, 19820, 19821, 65644, 73712}"
68797,"{14336, 9217, 46598, 32263, 45582, 69649, 14876, 75293, 33824, 17451, 21553, 33330, 46136, 63548, 50245, 20564, 31837, 52831, 23152, 69249, 34954, 72847, 44196, 19118, 43186, 31411, 9396, 60086, 36023, 36024, 68796, 71364, 60616, 63187, 15062, 49885, 55524, 70376, 14569, 59627, 9462, 73977, 73471, 73472, 58120, 12044, 27415, 71451, 65308, 38692, 30514, 71481, 65338, 65340, 62269, 46399, 22851, 9028, 71500, 3405, 20814, 13647, 8535, 28506, 4970, 11632, 73597, 1918, 63880, 74137, 62879, 47011, 22968, 64953, 22970, 10190, 28111, 44499, 22996, 5592, 13785, 69087, 72674, 20452, 72676, 42987, 48112, 48115}"
20232,"{37381, 32265, 11275, 48140, 49689, 68641, 3109, 64039, 68649, 38955, 58418, 57396, 62009, 15934, 44096, 51782, 44614, 69705, 69706, 8270, 49230, 37459, 69715, 47704, 54362, 31842, 67686, 69754, 71291, 60542, 51332, 69254, 69265, 36499, 63124, 36505, 64667, 49827, 164, 47784, 43177, 47788, 47789, 74413, 62643, 72889, 75452, 28356, 10441, 25803, 10957, 19661, 74958, 74962, 19155, 75990, 40671, 28898, 36580, 40676, 35051, 24813, 31469, 70383, 64244, 37621, 48374, 59667, 50457, 31522, 41764, 70436, 41767, 45864, 26928, 75571, 48963, 64835, 10567, 48968, 48969, 48971, 48972, 48973, 35663, 31568, 54100, 62303, 67944, 35709, 17278, 47488, 65415, 7561, 41878, 57241, 36764, 34718, 56228, 65444, 65449, 939, 65452, 9134, 65455, 47042, 55247, 35280, 44498, 66522, 46045, 47072, 10215, 53737, 47091, 56822, 63991, 6650, 66559}"
22982,"{36995, 6276, 64901, 49286, 70149, 24968, 73605, 48653, 70798, 67087, 67088, 75405, 40082, 64659, 66836, 67476, 8088, 28057, 40345, 51995, 40221, 3358, 25249, 36257, 31395, 31396, 31397, 59041, 41255, 31400, 41513, 14762, 42922, 44, 63405, 37934, 37935, 30640, 54965, 31288, 41531, 34236, 67838, 52164, 73797, 52166, 57799, 39113, 22348, 73293, 45010, 64980, 14677, 64983, 20056, 67105, 55772, 57820, 40288, 58336, 52834, 25571, 56674, 54630, 67109, 54637, 76271, 67110, 67111, 6009, 34938, 60157, 53886, 43775}"
76024,"{519, 1548, 31760, 8722, 72722, 27668, 34837, 34838, 51733, 9241, 21017, 21025, 6699, 48173, 31302, 2635, 63570, 22621, 22624, 2669, 54392, 49273, 46203, 59003, 61571, 35972, 75396, 26761, 21136, 21137, 25235, 15002, 46235, 54428, 11948, 62126, 43720, 27855, 27858, 14551, 25303, 56537, 15067, 25309, 45277, 17120, 14563, 70382, 21240, 21243, 21245, 25861, 6408, 27402, 46859, 46862, 5906, 1302, 1307, 75549, 43299, 1319, 1322, 1323, 45873, 1336, 1337, 1339, 1352, 1353, 10571, 66895, 10065, 18773, 21858, 38249, 1388, 20853, 1400, 21899, 65936, 65938, 12701, 5541, 7609, 53182, 58304, 52173, 46551, 21476, 20974, 17908, 30708, 37364, 48637, 12286}"
9009,"{41344, 45699, 24964, 55045, 58376, 71433, 33931, 38667, 38669, 39694, 56075, 47888, 56078, 24722, 9747, 30484, 46739, 60817, 68246, 73492, 70811, 68636, 15517, 13469, 62751, 30755, 46883, 68646, 12839, 55208, 15017, 55210, 14124, 55214, 55215, 64436, 55222, 31547, 20540, 55228, 75451, 65803, 62786, 66885, 67402, 1867, 22475, 23244, 65486, 75339, 9941, 19542, 20565, 43222, 25179, 34779, 25567, 72544, 54369, 17125, 65766, 33127, 54124, 57452, 1395, 34419, 58739, 14072, 4601}"
