ID,green,red,cyan,pink,purple,yellow,orange,gray,blue
33327,93,54,4,0,3,2,15,2,10
32964,146,46,5,0,4,2,13,3,11
71731,91,27,9,1,14,4,7,5,82
66814,79,24,1,0,6,1,5,0,48
56167,64,40,28,0,9,6,19,7,37
46793,78,44,4,0,7,4,12,0,46
53272,45,19,5,0,13,3,6,0,20
24111,59,22,4,0,13,6,15,3,32
3910,65,18,0,0,3,1,3,0,48
65865,46,27,1,1,3,0,8,0,22
59467,73,57,13,0,30,7,30,4,28
35536,101,43,10,0,10,5,26,3,33
72091,45,31,6,0,9,3,11,7,7
30297,52,16,0,2,6,2,8,1,26
44932,71,34,3,0,7,4,11,3,55
76377,70,35,3,1,8,3,12,1,74
73810,75,39,7,1,9,6,7,5,26
41670,44,10,0,0,2,0,2,0,39
72502,34,7,2,1,1,0,5,0,37
18418,54,32,5,0,4,1,16,1,17
75850,55,20,3,0,4,1,6,4,26
19188,88,27,3,0,7,3,8,2,39
60049,47,39,10,0,12,6,7,8,21
44951,42,14,3,0,2,4,7,2,34
72598,57,58,7,0,19,8,33,9,13
64435,59,25,1,0,4,1,18,1,9
2495,24,5,0,0,0,0,1,0,25
39189,67,14,10,0,3,2,4,8,49
22458,47,39,8,0,3,3,17,2,29
74436,66,29,10,0,7,6,12,3,17
34770,57,27,2,0,7,0,24,1,31
21124,36,18,1,0,4,4,3,1,16
42646,40,8,2,0,2,1,2,0,58
13445,62,50,8,2,14,8,20,5,17
75836,13,27,30,0,17,16,25,20,5
66639,30,13,1,1,7,0,7,0,33
16936,34,13,1,0,2,1,10,0,60
62754,37,20,0,0,3,0,10,14,30
34458,72,23,6,0,2,4,10,4,20
51116,54,20,0,0,5,0,11,1,65
47128,35,9,0,0,2,0,1,0,58
50748,41,6,0,0,0,0,2,0,29
9739,52,37,2,0,12,1,12,0,4
70331,37,24,1,0,3,0,8,0,57
47695,56,13,3,2,4,0,4,6,57
2984,63,18,0,0,1,0,6,0,69
64653,39,6,0,0,0,1,6,0,50
2840,56,14,2,0,1,2,6,0,87
57393,28,32,1,0,6,3,18,2,2
10828,59,22,2,0,5,2,3,6,35
70816,54,29,5,0,13,4,9,0,9
66107,26,14,1,1,9,1,8,0,29
52912,49,22,4,3,5,1,6,0,24
41935,41,16,1,0,7,0,14,4,27
65531,42,15,2,4,6,2,9,2,12
40178,59,10,0,0,1,0,4,0,85
60685,24,10,0,0,0,0,3,0,72
13880,46,32,3,0,5,5,9,3,18
56792,37,20,3,0,7,4,12,1,15
3288,140,42,9,0,11,6,15,9,75
17619,51,6,1,0,1,2,4,1,19
45543,34,11,2,0,5,2,7,0,13
60144,33,39,10,0,28,13,16,2,11
12398,36,3,1,0,1,0,6,0,50
41972,48,10,0,1,2,0,5,0,63
29334,44,18,0,0,3,2,8,0,16
24080,33,46,9,0,11,10,20,2,2
17334,66,22,1,0,5,2,14,1,24
31807,61,9,1,0,2,0,4,0,18
30696,34,7,0,0,3,1,6,0,52
18029,25,21,3,0,7,1,18,1,16
41174,71,30,6,1,2,5,11,0,84
66565,32,31,23,1,17,7,17,10,2
1807,56,21,2,0,5,2,14,2,27
17709,46,9,0,0,1,0,4,0,34
40167,18,17,22,0,17,12,15,6,5
28488,42,23,2,0,10,3,6,0,21
40482,48,27,6,0,9,9,6,1,15
