ID,Ball
67982,"{30720, 1, 45057, 67584, 67588, 10261, 30748, 61468, 57383, 8235, 14390, 67639, 67649, 67, 8265, 22605, 36941, 22609, 32855, 36952, 49241, 67680, 63585, 63587, 63588, 67683, 73829, 67688, 24682, 67690, 43118, 71790, 24689, 67698, 67699, 67701, 49277, 34945, 43140, 57480, 57487, 32912, 32913, 32914, 32918, 32919, 69795, 32932, 10405, 14510, 67764, 24760, 37053, 71893, 71894, 71895, 71896, 71898, 67804, 67805, 69855, 67810, 49381, 33005, 61691, 4356, 24837, 22794, 67852, 67853, 67854, 22803, 12580, 45366, 63808, 41287, 14678, 31063, 39256, 63838, 61797, 22890, 43374, 22898, 61810, 22915, 24993, 45473, 24998, 33192, 16815, 25014, 29111, 27064, 8644, 45512, 27085, 49633, 63978, 68079, 74225, 66042, 76289, 66051, 49668, 14854, 64016, 76323, 29234, 27218, 55890, 72280, 74354, 25207, 25212, 19073, 33417, 74383, 35473, 31392, 76464, 8888, 64205, 74448, 64217, 43738, 49883, 64219, 64221, 47845, 47846, 47847, 47849, 47850, 47851, 47853, 47854, 41711, 62193, 47857, 47858, 33524, 47861, 47860, 47863, 64241, 13049, 15116, 2831, 17169, 64273, 74513, 74514, 74517, 31512, 56098, 13091, 66340, 25393, 70453, 6968, 23352, 23356, 68437, 70486, 54103, 21345, 25444, 62310, 74598, 74599, 74600, 21356, 70517, 29563, 21377, 29573, 48008, 25483, 19340, 19342, 60302, 50064, 70545, 25491, 37813, 15288, 46008, 9149, 7120, 46033, 54231, 54234, 70638, 31728, 25592, 33784, 17400, 23550, 31751, 31752, 58383, 58384, 58387, 58389, 58391, 58392, 58393, 58394, 58395, 58396, 58398, 48160, 58402, 58403, 7204, 58404, 58405, 58407, 58408, 74791, 58411, 58412, 23599, 60464, 70716, 11330, 46151, 62535, 25673, 35921, 1109, 68702, 50271, 1136, 68723, 48264, 15499, 5262, 23705, 29852, 40097, 66731, 13494, 13495, 60599, 23758, 29915, 48348, 40163, 38123, 74996, 7417, 70908, 25866, 34059, 38164, 38176, 66854, 32045, 25909, 13623, 60733, 38218, 73036, 70994, 25939, 68948, 58713, 54632, 30093, 46485, 46487, 64919, 46489, 28058, 5531, 46490, 46491, 46492, 71071, 9632, 44450, 42409, 42418, 7604, 50615, 46521, 26043, 23999, 75212, 24014, 62926, 5589, 11733, 24026, 69090, 71141, 9721, 26113, 42504, 48649, 58890, 73224, 3596, 73227, 73228, 73232, 32275, 65046, 26140, 40482, 73251, 73254, 60967, 67120, 3635, 67125, 63030, 69176, 22088, 42568, 63049, 63091, 63094, 63096, 63098, 63099, 63101, 63103, 63104, 63106, 63107, 63108, 63110, 26268, 24222, 46762, 46763, 46765, 52909, 11951, 46769, 57009, 42676, 46772, 69302, 75447, 50872, 28346, 59068, 71360, 46787, 36564, 69333, 42723, 24294, 36587, 36588, 36589, 36590, 36591, 28400, 50936, 30460, 67324, 42750, 36608, 67332, 75524, 75525, 75526, 14091, 65294, 75535, 55057, 67354, 18203, 50976, 73507, 73509, 38694, 73511, 73513, 73518, 69431, 61251, 24391, 42842, 12126, 67428, 67434, 51051, 55149, 22384, 59249, 67442, 6003, 10100, 10104, 67448, 51070, 51071, 51072, 51074, 67458, 53129, 71577, 38836, 1974, 75710, 69574, 69577, 67532, 14292, 57302, 24543, 45044, 61437}"
42691,"{11268, 62468, 63495, 75272, 31241, 50186, 68111, 68113, 51221, 62485, 22559, 71712, 45604, 11305, 33836, 20016, 41010, 41014, 55351, 63031, 63546, 19516, 42556, 20030, 21059, 20036, 20037, 30793, 34381, 34382, 34383, 20054, 55384, 41049, 41562, 73304, 56416, 70135, 7782, 75366, 75885, 13937, 56946, 71793, 34424, 13433, 2681, 21627, 46712, 51323, 73344, 14466, 25731, 71814, 56459, 45196, 27277, 24207, 17553, 17556, 72855, 20121, 20122, 69793, 53412, 21672, 55977, 3247, 43184, 46262, 70329, 4282, 50874, 28348, 7871, 59585, 65730, 42691, 71876, 56518, 18121, 20685, 20686, 74447, 71900, 75997, 75998, 23777, 38114, 41697, 51431, 4334, 29934, 13044, 37633, 4866, 42756, 62727, 46856, 39178, 50954, 65292, 58873, 70924, 70925, 58647, 73502, 42783, 66335, 73503, 71977, 1327, 44847, 32049, 54575, 25396, 69428, 73015, 18745, 30532, 41796, 22854, 31562, 1356, 36173, 52557, 17749, 2905, 39260, 51549, 20831, 68959, 8550, 68970, 20331, 44910, 25455, 29042, 10611, 46071, 50042, 47490, 67473, 26515, 51606, 51103, 64928, 56227, 70563, 29093, 50086, 6055, 18855, 18856, 18857, 72612, 48559, 57263, 50098, 5047, 8635, 38843, 44989, 50109, 58301, 67524, 67525, 54729, 54730, 72137, 52172, 53709, 16337, 40915, 66519, 14814, 73700, 50151, 45037, 50158, 72173, 37875, 70132, 70133, 75253, 36343, 75254, 45049, 25595, 58876, 3069}"
14034,"{2560, 36864, 49154, 70660, 13829, 11270, 23559, 67589, 64523, 9740, 2061, 43022, 66574, 2067, 51220, 32789, 3607, 76311, 55834, 5148, 62493, 27678, 67068, 9248, 30752, 32800, 51232, 55840, 33829, 62502, 19495, 2552, 33833, 54314, 33835, 16428, 33837, 35373, 47148, 51246, 20529, 54834, 57907, 33844, 33845, 38966, 20023, 68152, 47161, 42042, 34368, 45634, 49219, 75845, 52812, 38479, 63058, 6739, 13401, 69209, 22108, 33884, 2654, 7264, 51297, 45157, 45163, 4092, 8301, 40557, 69669, 5232, 20083, 56950, 29303, 7288, 31353, 66170, 40571, 75387, 75897, 76416, 36661, 42627, 61061, 45703, 31881, 21130, 4749, 14478, 19085, 6800, 28305, 28818, 6803, 22167, 14489, 8860, 65184, 47779, 59043, 69796, 19622, 36518, 64169, 50346, 22699, 34987, 9393, 48820, 55477, 69813, 22200, 31417, 55993, 26813, 35517, 39614, 46785, 32963, 2756, 36035, 46788, 36039, 47301, 7882, 41675, 69329, 14034, 30423, 73432, 66597, 28892, 17118, 18143, 49890, 55010, 55012, 1767, 2279, 8938, 65258, 58093, 40178, 22261, 17143, 22263, 49402, 1787, 66306, 9987, 27395, 14085, 28419, 32006, 47881, 4878, 56597, 34586, 65818, 36125, 2336, 11553, 22817, 63265, 70948, 14117, 22310, 49958, 50471, 57148, 4906, 73000, 2348, 66351, 50482, 27443, 7988, 2357, 5429, 27444, 1848, 27445, 19258, 27446, 27447, 27449, 27450, 27452, 27453, 27454, 27455, 27456, 31042, 30533, 70981, 73023, 33096, 18761, 11594, 73032, 9038, 27470, 5969, 34642, 23891, 32598, 12119, 68440, 32089, 50009, 49500, 12637, 27485, 19295, 27486, 29025, 2914, 69986, 21861, 56679, 64872, 875, 53099, 59247, 53105, 32628, 24950, 7031, 54646, 56697, 62329, 40316, 3453, 57218, 44931, 2950, 56711, 16783, 16273, 62868, 21397, 75669, 60825, 41372, 5021, 73628, 42399, 12705, 1442, 47010, 19364, 31654, 50088, 50602, 7598, 49072, 5041, 5554, 7091, 14771, 8117, 32178, 43444, 50103, 75189, 56251, 14269, 19904, 62913, 44998, 68039, 42442, 36301, 30671, 18389, 4054, 27606, 36823, 41945, 48090, 57308, 17374, 13279, 69599, 6625, 34787, 66020, 33766, 50665, 55785, 11243, 35308, 15342, 66542, 20467, 34291, 47605, 1528, 34810, 7676, 32765}"
10215,"{14361, 10268, 34848, 22571, 38955, 20525, 57396, 6201, 38973, 41022, 55365, 69705, 69706, 8270, 49230, 69715, 24662, 24663, 16472, 24664, 24666, 91, 24668, 12382, 61554, 69754, 34940, 49279, 51332, 34959, 10400, 164, 43177, 28843, 32950, 55488, 10441, 47306, 75990, 28898, 35051, 24813, 47362, 43275, 26897, 61713, 59667, 12579, 37165, 67885, 26928, 67899, 67900, 67901, 37182, 67903, 67904, 67905, 67906, 67907, 67908, 67909, 67910, 22848, 67912, 20803, 6469, 67915, 10567, 49479, 67918, 67919, 67913, 67914, 67916, 67917, 67920, 45407, 22882, 67944, 47488, 43397, 74139, 76196, 59815, 70056, 16841, 35280, 72149, 74197, 49627, 8672, 53737, 70121, 70127, 63991, 6650, 37381, 66054, 51721, 70163, 49689, 64032, 55844, 64039, 66097, 74294, 62009, 51782, 23113, 55882, 37459, 47704, 4699, 33375, 72291, 64101, 53882, 62075, 31361, 8845, 76455, 47784, 47788, 47789, 74413, 17074, 49843, 51900, 23230, 19135, 58060, 10957, 19155, 56021, 47832, 19162, 23259, 35548, 31468, 31469, 70383, 49904, 23284, 37621, 64244, 49917, 21250, 17156, 33540, 70404, 21269, 31522, 41764, 70436, 39718, 41767, 45864, 4912, 2883, 45891, 35663, 31568, 54100, 58199, 62303, 7008, 35695, 27514, 35709, 17278, 64381, 31616, 35713, 29574, 41878, 13207, 929, 27554, 56228, 939, 9134, 17341, 23496, 48072, 66522, 46045, 23546, 66559, 11275, 48140, 60427, 29711, 68637, 68641, 68644, 3109, 1064, 68649, 58418, 44096, 13397, 54362, 31842, 74850, 7283, 70776, 60542, 40065, 23701, 64667, 62643, 56502, 72889, 60617, 25803, 19661, 74958, 74962, 5348, 27885, 15600, 11510, 13559, 48374, 72951, 44282, 54533, 68875, 68879, 50457, 46366, 64825, 42300, 64835, 9562, 44382, 30068, 58741, 58742, 21880, 48512, 7561, 64924, 60831, 36258, 5539, 75171, 23994, 75207, 62922, 75216, 44498, 56822, 32265, 56847, 22057, 36411, 15934, 44614, 61013, 71291, 67902, 13957, 69254, 69265, 36499, 63124, 36505, 75431, 75452, 75454, 75455, 75456, 28356, 48857, 61149, 40671, 36580, 40676, 65280, 38664, 48904, 38666, 38668, 38671, 24365, 75571, 36663, 75580, 51010, 48963, 48968, 48969, 73545, 48971, 48972, 48973, 61265, 12120, 73567, 75625, 1902, 10099, 69497, 34688, 20353, 61317, 65415, 65426, 65428, 57241, 36764, 18334, 34718, 65444, 65449, 65452, 65455, 71608, 28610, 47042, 12234, 55247, 57296, 57298, 69586, 16351, 47072, 51169, 40931, 42981, 73701, 10215, 71665, 47091, 32761, 55290, 18428, 18430}"
47011,"{14336, 9217, 5122, 46598, 6151, 32263, 63496, 32266, 35339, 56331, 74763, 45582, 69649, 59923, 23060, 74773, 59414, 14876, 53276, 75293, 42015, 33824, 56866, 36387, 67106, 63018, 17451, 27181, 33326, 66093, 21553, 33330, 53812, 39478, 46136, 28729, 23098, 47162, 60475, 63548, 52287, 1091, 50245, 41030, 55366, 49736, 71240, 49738, 49739, 49740, 41039, 20564, 76238, 53336, 34905, 31837, 53853, 52831, 5729, 53858, 53859, 59490, 5221, 75362, 5739, 36462, 46190, 23152, 50800, 53360, 71278, 44669, 57470, 68222, 69249, 55938, 28806, 34954, 72847, 35477, 54424, 68248, 34458, 14491, 44196, 59047, 28328, 72872, 52395, 19628, 19118, 31407, 43186, 31411, 9396, 14518, 36023, 36024, 60086, 72886, 68796, 72380, 72382, 68799, 72384, 27331, 71364, 72388, 60616, 28875, 66764, 32463, 63187, 15060, 15062, 3801, 26841, 44253, 49885, 52961, 55524, 48358, 70374, 70376, 14569, 70378, 59627, 76015, 19184, 60657, 6900, 9462, 31479, 73977, 64250, 66810, 51964, 40191, 73471, 73472, 71938, 60166, 67847, 29960, 58120, 69387, 12044, 47373, 60686, 68368, 12052, 14100, 37652, 27415, 42264, 76056, 71451, 65308, 61213, 11550, 60703, 38692, 71462, 57641, 29482, 71469, 30514, 41778, 71500, 75064, 71481, 65338, 67898, 65340, 62269, 51006, 46399, 74043, 22851, 9028, 50501, 29516, 3405, 20814, 13647, 41804, 38737, 22866, 50511, 50514, 53582, 50006, 8535, 57175, 1881, 28506, 40795, 24415, 31585, 37733, 47462, 42855, 65384, 4970, 31594, 25965, 11632, 16243, 65396, 30071, 4472, 54649, 28539, 4477, 1918, 73597, 11138, 43906, 44930, 67460, 67462, 71047, 63880, 15243, 12684, 71051, 71052, 22927, 72085, 42905, 74137, 39323, 72603, 62879, 35232, 8097, 20385, 31139, 47011, 61860, 5545, 14764, 53682, 71091, 46007, 22968, 64953, 22970, 71098, 71100, 71101, 71104, 74693, 51655, 53706, 42443, 45516, 6093, 10190, 19407, 28111, 43983, 76236, 44499, 22996, 43989, 67540, 11735, 5592, 13785, 3034, 64475, 67541, 67546, 69087, 53728, 55776, 72674, 53731, 20452, 53732, 53733, 45543, 19432, 72676, 69610, 42987, 40940, 40941, 44527, 48112, 30706, 33778, 20468, 48115, 71160, 49148, 72659}"
51720,"{69638, 69639, 24584, 57355, 57358, 65551, 69656, 28717, 53293, 12335, 69677, 69681, 38991, 45136, 57432, 57449, 30854, 2190, 41110, 34971, 47263, 39078, 34983, 45232, 45239, 73911, 189, 45251, 10443, 73933, 67801, 43226, 51421, 20703, 6369, 35046, 45293, 4338, 57594, 26886, 67858, 69909, 45347, 49443, 74022, 6439, 67888, 67890, 67891, 49460, 67892, 67893, 55608, 33081, 74041, 315, 74042, 18771, 41300, 57704, 72052, 39302, 63891, 53653, 72098, 45475, 68009, 51637, 63929, 70073, 45506, 22980, 27081, 63949, 63950, 70109, 68077, 33263, 68080, 68081, 63996, 25086, 63999, 64002, 64004, 57861, 64005, 64007, 51720, 64009, 49677, 21013, 33303, 8738, 70181, 14894, 59956, 21052, 10828, 68184, 72281, 76376, 23146, 68203, 60016, 4722, 25202, 41586, 60020, 6782, 43657, 66191, 35482, 58013, 4771, 76452, 62125, 43708, 60098, 41680, 10961, 25312, 39651, 33508, 4839, 4845, 6893, 37620, 29429, 72440, 25340, 33533, 13072, 64276, 13078, 66333, 27429, 64304, 41780, 54086, 21331, 72539, 52060, 60257, 68460, 74607, 37754, 72581, 13191, 64417, 23460, 37800, 41903, 68528, 60341, 23478, 62390, 19384, 66496, 31685, 35782, 52197, 66533, 52199, 74729, 52201, 52202, 52204, 25584, 70649, 70650, 70653, 37908, 64544, 48169, 70705, 66610, 70710, 29763, 60484, 21575, 66635, 72785, 9299, 72787, 72788, 72790, 72791, 1115, 74848, 66659, 66660, 66662, 66663, 21615, 56434, 74874, 74879, 60545, 74889, 58506, 72845, 72850, 72851, 50324, 68765, 74911, 50339, 58534, 13480, 36009, 42165, 19650, 72900, 70859, 68817, 68828, 25822, 58592, 3298, 38122, 19692, 38129, 21750, 75002, 27899, 70922, 32013, 5407, 48437, 44357, 5446, 32075, 73055, 66937, 75129, 71053, 23953, 42395, 13747, 71093, 71094, 71097, 71099, 71102, 56772, 42445, 71118, 32214, 48616, 48617, 48618, 30189, 73203, 67074, 30214, 13834, 9750, 7705, 58938, 24123, 24126, 50753, 38471, 58956, 75340, 75341, 32339, 15956, 63060, 73303, 75354, 75355, 20064, 71279, 65165, 40591, 50840, 65176, 63141, 34481, 38594, 65218, 65224, 63177, 67279, 67328, 71443, 67356, 50981, 65346, 10056, 14160, 59220, 59221, 65364, 65366, 71523, 73572, 20325, 53097, 38770, 22388, 32636, 61309, 24486, 34730, 73643, 36786, 69566, 34751, 38863, 69596, 8157, 57309, 71660, 71661, 59377, 2035, 45047}"
72796,"{20996, 32261, 71174, 71179, 47117, 38415, 53265, 21010, 24595, 50706, 70161, 13336, 68633, 39451, 40990, 31263, 56351, 47649, 70177, 72736, 24101, 29225, 23594, 37936, 47154, 27706, 9275, 38971, 29245, 42554, 13376, 7747, 8259, 65606, 49223, 14924, 65100, 58961, 60498, 67157, 33878, 45654, 67669, 72796, 36445, 34910, 10847, 17504, 24160, 44128, 72800, 73823, 59495, 2664, 3176, 44137, 69739, 34412, 49267, 33399, 10873, 42105, 32894, 44670, 2177, 67202, 9347, 75398, 59015, 70793, 650, 22161, 70803, 70804, 58517, 20118, 58521, 58525, 70816, 70817, 70818, 70819, 70820, 72867, 70822, 73379, 75940, 54442, 69293, 69295, 18608, 69297, 6834, 39602, 72885, 42678, 2743, 3255, 15543, 23738, 39104, 76481, 74434, 74435, 74437, 18118, 72597, 73932, 69325, 36050, 21717, 40661, 40662, 47834, 57051, 74460, 57053, 70878, 60128, 72928, 68532, 41701, 68533, 75495, 70377, 19691, 29419, 54509, 69868, 37615, 75505, 66803, 26868, 39671, 67519, 14589, 7937, 75521, 56067, 69381, 19206, 39689, 23307, 22284, 73483, 27918, 55054, 35600, 71444, 67349, 56599, 66839, 63770, 66330, 52508, 64797, 42271, 53023, 74017, 65830, 75046, 50985, 66858, 5931, 27948, 7982, 9012, 54582, 4920, 67897, 14138, 64315, 38204, 52032, 21313, 59200, 64322, 1860, 57158, 57159, 25416, 24905, 45900, 17229, 37198, 24399, 44880, 70478, 38738, 14165, 22359, 72023, 71012, 38758, 55655, 4973, 4974, 1903, 29549, 46959, 14706, 55154, 24948, 57715, 57716, 42359, 57719, 60829, 59264, 61847, 66434, 3971, 49539, 61318, 73610, 51084, 14733, 19853, 73101, 44435, 20884, 49555, 57272, 14231, 7576, 9624, 15769, 3995, 49559, 8093, 8094, 8095, 13725, 57274, 10146, 51619, 36772, 41893, 51620, 65448, 48553, 43946, 56747, 17836, 67500, 13230, 18350, 52144, 66993, 43954, 52146, 52148, 52149, 66995, 67508, 52152, 52153, 51130, 52154, 52155, 27581, 52156, 7103, 52157, 52158, 52159, 52160, 52161, 52162, 56255, 62917, 63432, 2505, 56266, 66507, 56268, 34253, 43984, 69072, 71022, 68563, 68564, 75728, 35288, 59352, 56282, 68569, 11740, 38366, 46558, 63967, 21474, 63460, 39397, 63972, 38376, 42475, 60397, 13294, 46062, 60399, 68590, 73200}"
72722,"{26625, 38917, 34837, 34838, 16411, 67617, 45091, 8230, 67625, 14379, 32831, 65607, 71752, 38985, 45129, 63570, 69718, 69722, 22621, 95, 22624, 14445, 49273, 49275, 61571, 53383, 71816, 26761, 26763, 151, 20631, 71836, 28829, 6305, 22691, 24739, 67754, 34988, 65708, 43199, 73922, 71886, 49361, 10449, 14547, 14551, 39127, 16605, 45277, 14563, 28904, 61674, 8442, 73984, 20740, 45317, 6406, 6408, 39177, 35089, 37144, 12570, 74011, 43299, 35123, 26936, 31033, 55609, 61762, 28995, 14660, 49481, 10571, 61773, 18773, 37209, 76132, 41322, 20853, 70015, 61830, 31111, 65929, 65936, 65938, 31123, 39315, 67995, 12701, 49571, 424, 22955, 68012, 51638, 20919, 27063, 65974, 49595, 49609, 51659, 37328, 53730, 74212, 6630, 72169, 68074, 37355, 20974, 37361, 37363, 37364, 43513, 14842, 519, 61960, 21001, 70158, 45583, 8722, 51733, 21017, 53789, 21025, 16936, 6699, 68147, 68148, 68149, 68150, 31287, 27197, 57917, 35391, 62014, 70211, 43588, 31302, 2635, 49751, 66137, 16987, 55902, 72287, 62052, 613, 68201, 2669, 25208, 29309, 17032, 55945, 43659, 21136, 21137, 659, 25235, 39572, 45718, 68249, 15002, 8867, 68269, 62126, 62129, 47794, 39607, 60087, 19131, 68287, 53958, 43720, 45771, 25303, 43737, 15067, 25309, 17120, 68323, 68328, 72425, 70382, 21240, 21243, 21245, 51967, 19201, 27402, 11027, 39706, 796, 58140, 17190, 47914, 41772, 43821, 58159, 45873, 43828, 35639, 70455, 35658, 9043, 13140, 35681, 60275, 9077, 70518, 39800, 52091, 23420, 70526, 31615, 66438, 41866, 23440, 37780, 11164, 48044, 15280, 25520, 17330, 48051, 68529, 72625, 70583, 74681, 58304, 3021, 3022, 52173, 37842, 39892, 23511, 992, 21476, 48105, 3060, 11256, 46073, 19460, 17415, 23561, 56330, 31760, 72722, 27668, 66582, 9241, 31774, 50206, 48166, 50216, 48173, 70707, 70711, 50238, 21567, 11328, 66628, 48206, 52313, 74842, 13410, 46179, 56428, 44149, 54392, 46203, 35972, 15495, 44177, 31897, 48281, 11419, 46235, 54428, 5286, 29870, 74927, 52406, 21687, 56505, 9409, 70849, 27855, 9425, 27858, 5332, 56537, 9435, 52445, 5350, 3303, 40190, 75006, 23811, 25861, 75015, 9484, 13580, 1302, 21783, 1307, 17693, 62752, 62753, 54562, 62754, 1319, 13609, 1322, 1323, 17712, 1336, 1337, 1339, 15687, 1352, 1353, 15694, 66895, 5463, 56665, 64859, 66909, 21858, 34147, 38243, 38249, 1388, 21874, 42356, 1400, 19836, 40317, 34177, 13699, 5508, 42376, 56714, 21899, 44428, 13714, 11669, 5541, 23976, 32169, 60841, 32177, 7609, 48573, 40387, 73156, 64967, 42441, 3533, 26063, 56783, 46548, 69078, 46551, 69079, 1498, 64987, 75232, 15849, 17908, 13814, 17912, 56825, 48637, 17921, 11784, 1548, 13847, 28191, 71200, 7725, 52788, 13880, 28224, 67146, 20044, 11862, 63062, 54878, 56940, 20078, 32378, 42618, 59003, 75396, 48778, 7824, 46741, 71320, 50854, 11948, 28343, 73403, 71356, 28358, 5833, 42701, 1745, 18135, 50915, 16105, 65257, 73451, 20210, 50939, 50941, 16130, 46859, 46862, 1807, 5906, 75549, 46882, 61220, 34598, 73519, 73520, 73522, 71482, 30523, 10065, 20305, 28497, 61272, 55140, 65380, 44914, 14199, 32631, 36731, 55177, 1931, 14220, 22418, 57236, 57246, 44963, 34725, 18344, 73645, 1967, 47024, 47033, 6078, 53182, 53183, 53184, 4043, 47051, 73679, 20451, 75758, 69616, 30708, 10229, 12286}"
49131,"{18438, 75791, 38928, 32790, 67610, 22583, 20542, 2112, 73799, 75, 57429, 4187, 57436, 71789, 49262, 69742, 49266, 75899, 18561, 14469, 36999, 67727, 26773, 75927, 73885, 73886, 73887, 73888, 73889, 71837, 20639, 26786, 71842, 71843, 71844, 12456, 71846, 71849, 71850, 32943, 71856, 57534, 67789, 24785, 6361, 43227, 69854, 76010, 65776, 69875, 69880, 59650, 8452, 65797, 35082, 33043, 24857, 20773, 53555, 41269, 57657, 39237, 2375, 2386, 20823, 55643, 22883, 24934, 53608, 35182, 22895, 43375, 41357, 29091, 63940, 22981, 63943, 63944, 63945, 63946, 63947, 45533, 8670, 45535, 25066, 493, 4596, 20982, 55801, 45572, 55813, 33293, 57870, 53793, 74287, 62004, 66101, 74308, 41555, 62041, 16988, 27229, 21086, 47709, 74355, 74356, 27255, 4728, 74361, 8827, 62079, 72336, 72353, 74423, 76472, 74425, 49850, 53947, 74426, 74427, 74429, 74431, 39628, 43725, 47820, 76495, 27351, 60120, 27358, 31457, 49900, 74487, 74496, 74497, 74498, 74499, 74500, 35589, 74501, 74503, 74506, 74507, 74510, 74511, 23315, 60181, 29477, 6961, 74571, 54092, 74572, 74573, 74574, 74575, 74576, 50002, 15196, 17245, 865, 45921, 54136, 62338, 41868, 25496, 58264, 70552, 70556, 2981, 25515, 74669, 74677, 13244, 62396, 15295, 72641, 50118, 7111, 19405, 74733, 48129, 1038, 62479, 60451, 29732, 66601, 66606, 42055, 58455, 9306, 72806, 19561, 46192, 7286, 17526, 3196, 56447, 56456, 19595, 11404, 40079, 72862, 60574, 54431, 68770, 11428, 44213, 9401, 62651, 33988, 66759, 23755, 25811, 54488, 27867, 66784, 70887, 52461, 5360, 11539, 70933, 70935, 5400, 70936, 70938, 21798, 25894, 75047, 70958, 70963, 70964, 68923, 73028, 50505, 44383, 73059, 42340, 60786, 68985, 68993, 68997, 13703, 17802, 69002, 69021, 11679, 69025, 7587, 69027, 69028, 11687, 75177, 5549, 69041, 69042, 69043, 69044, 69046, 69050, 75194, 9660, 75195, 32192, 69057, 32202, 50637, 42465, 40429, 40431, 73211, 36365, 7696, 71184, 65043, 36373, 17942, 30233, 73258, 73262, 73267, 20020, 13878, 73270, 65087, 9802, 7762, 61027, 13949, 5761, 22151, 71328, 71333, 73401, 67262, 1729, 16078, 71396, 50926, 73487, 55059, 75541, 55063, 3870, 59168, 71463, 71464, 71467, 55084, 65330, 26429, 51009, 28483, 57162, 67405, 46927, 57176, 67425, 73570, 40805, 5992, 1899, 51060, 55158, 55160, 67451, 67452, 12161, 73614, 1935, 14241, 61352, 1965, 57262, 16306, 51125, 32700, 42941, 59336, 57289, 22476, 12238, 12245, 49114, 45033, 49131, 36847, 55279}"
64464,"{24594, 24597, 47129, 63514, 51228, 59421, 73763, 36900, 67626, 57390, 36917, 55354, 65600, 2116, 26694, 45126, 55376, 43090, 22614, 75865, 4191, 67679, 36963, 57444, 36980, 75893, 71798, 63616, 47248, 12433, 59543, 12446, 37022, 53406, 2210, 65700, 32938, 4273, 69814, 69815, 75960, 75968, 49354, 53450, 10458, 8411, 35050, 10481, 8435, 35066, 65787, 37116, 65813, 35099, 49450, 74028, 35117, 65842, 14645, 49463, 53562, 10568, 51529, 55635, 69973, 41316, 45412, 76135, 18792, 18798, 31088, 49521, 24953, 4474, 74108, 74109, 74110, 74111, 74112, 74113, 72071, 72072, 72073, 72074, 72075, 51597, 33167, 72079, 72080, 72081, 72082, 31127, 33176, 39328, 35234, 33188, 39338, 57772, 39341, 39343, 33200, 29109, 14780, 37315, 18889, 72162, 72163, 72168, 76272, 49652, 61940, 74232, 14841, 74236, 6666, 35338, 39436, 51740, 43553, 64037, 61991, 6698, 41514, 41515, 41516, 21040, 21050, 57918, 51776, 68178, 70226, 29268, 70228, 14938, 31324, 31325, 23140, 8807, 55916, 68205, 47726, 70256, 51826, 25204, 35465, 29332, 53920, 21155, 60067, 25253, 39605, 66232, 72377, 72378, 70331, 70332, 31430, 17117, 23270, 68330, 43757, 68333, 4848, 66290, 29427, 27384, 72441, 8955, 27392, 17162, 37655, 15128, 51996, 15135, 47903, 4900, 15140, 27430, 13107, 72503, 60227, 66374, 29512, 21321, 54090, 72522, 60250, 41821, 68445, 68446, 68448, 11106, 58210, 27496, 50024, 15229, 68481, 13188, 15236, 50053, 27527, 56199, 62355, 74649, 62363, 9120, 62370, 29603, 56235, 25516, 70571, 2990, 17326, 17328, 21429, 7098, 3003, 19389, 35776, 52163, 64464, 60369, 19425, 15347, 37878, 23545, 66555, 29694, 15366, 58382, 21519, 17440, 17441, 31778, 1083, 31807, 46146, 50247, 27725, 27738, 42087, 50281, 68726, 48253, 13438, 48258, 48260, 3214, 62608, 21659, 17565, 17584, 74929, 17592, 33978, 19648, 42184, 54473, 19658, 56521, 46284, 52448, 66785, 74989, 21742, 40187, 60671, 46336, 56576, 46340, 29970, 15636, 19733, 40213, 36124, 1331, 44340, 75062, 15678, 5443, 30032, 9567, 75108, 75110, 71015, 38252, 30069, 17816, 11680, 36261, 46503, 19881, 26026, 40363, 19883, 19887, 69039, 19890, 19892, 19895, 19896, 26041, 75192, 19899, 21962, 69067, 69069, 30161, 11736, 34269, 21984, 73196, 42484, 62965, 46583, 15864, 65035, 24100, 34354, 28211, 65086, 48706, 38489, 38492, 58985, 3690, 73328, 11896, 7803, 20098, 22149, 65159, 28296, 28297, 34447, 9874, 28307, 3738, 9882, 5798, 65208, 65212, 18139, 48862, 34528, 34529, 28408, 55042, 63248, 42777, 73499, 63267, 28459, 48944, 20275, 75576, 75577, 3898, 5954, 32578, 18244, 30543, 65362, 24403, 26456, 1891, 36708, 42858, 5996, 73581, 73598, 22401, 26508, 26510, 51087, 34706, 65430, 18331, 18333, 18335, 6061, 6062, 12218, 65475, 38853, 51147, 30675, 30677, 16342, 67544, 75739, 42976, 42980, 28650}"
