ID,green,red,cyan,pink,purple,yellow,orange,gray,blue
51039,301,140,26,0,30,11,47,18,47
41210,169,51,12,3,21,10,14,15,139
37455,175,58,3,1,10,3,18,1,155
63375,96,59,34,1,13,8,24,9,63
20232,191,86,16,0,26,6,54,14,81
3944,185,76,15,1,26,10,31,6,84
19439,160,97,18,0,28,10,41,17,33
75615,85,68,19,0,34,7,32,6,38
48861,183,113,9,1,17,10,50,17,116
57869,136,72,8,0,20,16,34,5,74
46106,176,54,1,1,8,4,15,0,150
75109,178,50,3,6,12,4,25,3,94
74917,171,84,10,1,14,7,14,5,75
12732,166,89,9,0,16,5,32,2,136
18381,137,75,11,1,23,8,33,5,83
44908,91,48,5,1,10,4,16,1,100
56874,147,88,9,0,18,11,46,5,65
23772,106,86,23,0,19,9,26,10,56
75564,164,49,14,2,5,4,14,9,125
40907,97,30,2,0,4,3,7,2,158
69452,100,72,10,2,23,11,29,5,31
13340,150,47,2,0,2,0,16,0,155
48098,109,60,7,2,21,4,36,4,75
60682,91,30,2,1,4,2,8,1,159
73624,128,123,18,0,37,15,46,9,21
71050,102,27,5,0,6,5,7,7,47
7766,98,49,13,0,20,9,46,12,20
63974,93,25,0,2,2,1,6,0,154
44408,102,71,7,4,20,6,39,3,22
11914,127,30,4,0,10,6,14,3,70
51540,110,67,5,0,26,4,26,4,28
15983,121,53,3,0,13,4,19,2,125
26899,170,48,10,0,15,7,23,16,93
18299,107,10,1,1,3,1,16,0,130
72895,98,20,0,0,3,1,8,1,96
72739,85,27,2,1,3,2,11,0,145
24583,121,18,0,1,3,2,5,0,106
75115,114,41,5,1,11,2,15,13,93
1550,128,45,9,1,8,7,13,3,126
75194,81,48,1,2,7,9,15,4,92
49685,98,37,1,0,5,0,15,0,175
19423,111,52,5,0,16,5,31,4,73
48344,53,68,21,0,40,12,30,4,20
70849,88,41,5,1,7,2,23,2,82
18487,141,50,4,0,6,8,23,2,62
74383,50,52,55,1,28,18,34,31,6
69167,115,61,5,0,20,6,30,9,57
64595,115,38,1,0,5,1,14,2,101
19212,119,52,6,1,14,4,20,0,100
2559,94,60,10,0,17,10,29,5,39
33160,98,16,2,0,5,0,11,2,167
2879,90,11,0,0,0,1,6,0,119
59640,20,31,30,0,20,19,29,24,5
58092,108,38,0,2,10,1,21,1,124
44492,179,48,0,5,9,3,24,8,140
25416,63,66,13,0,25,12,36,4,13
61171,113,52,0,0,5,1,15,3,34
50037,117,21,1,1,2,0,8,0,162
19688,133,40,9,2,7,2,19,2,50
5889,142,47,2,0,13,3,29,3,96
58791,81,40,4,0,10,1,19,1,79
52815,121,63,7,3,19,6,27,3,102
2868,66,61,9,0,22,5,39,7,26
52681,137,48,5,2,10,2,19,2,96
46179,72,44,12,0,22,11,27,16,43
52553,93,32,5,0,7,4,23,9,59
67216,91,16,1,1,4,0,11,0,110
45126,103,50,1,0,7,1,21,1,91
3513,127,48,5,4,10,1,17,0,162
39968,100,23,0,0,2,2,4,0,111
36295,88,17,3,1,1,1,6,0,109
68186,100,72,9,0,11,7,34,2,71
4760,95,17,1,1,6,0,5,1,130
11636,98,33,1,0,1,1,8,4,65
