ID,Ball1,Ball2
239100,{198036},
312054,"{215796, 282669, 6692, 89007}",
23819,"{348164, 73736, 196106, 152595, 390171, 274467, 221732, 26149, 229925, 47144, 67115, 71723, 339507, 210996, 131637, 238134, 246324, 128066, 376386, 24135, 276040, 357960, 126026, 380999, 178253, 37454, 94799, 60497, 371283, 277589, 157782, 19031, 43609, 135258, 349787, 224354, 22634, 130667, 61550, 230002, 376948, 158837, 315511, 86650, 93308, 180865, 108675, 171140, 262788, 201351, 223368, 27786, 374922, 97932, 354444, 411788, 26770, 13465, 665, 173209, 55458, 365733, 162471, 5801, 159914, 220842, 102066, 89272, 307390, 388289, 281795, 43208, 194760, 10954, 15562, 229080, 236763, 334556, 279265, 65252, 367847, 164584, 294121, 412393, 154347, 399084, 324342, 277246, 405252, 200971, 71948, 375061, 83738, 155419, 96541, 380702, 157471, 335135, 360736, 165154, 364319, 31014, 373547, 339248, 167747, 137548, 209230, 95055, 349009, 215378, 377171, 82263, 13145, 213850, 121691, 1378, 339302, 352105, 230767, 153969, 87925, 286070, 279941, 284038, 315782, 412555, 12684, 279436, 25486, 346002, 283027, 154516, 237463, 172444, 93597, 103837, 251804, 265118, 271778, 138148, 328100, 37289, 392617, 143797, 331192, 101820, 323004, 299455, 92096, 257990, 154567, 300487, 178636, 278988, 135630, 283601, 80893, 330708, 336856, 68057, 268249, 102363, 222173, 405989, 102375, 283624, 364010, 75757, 159214, 32751, 365039, 160242, 396276, 358902, 222717}",
179092,"{132611, 123917, 1549, 215054, 374288, 173075, 372247, 331288, 278552, 136217, 391708, 199198, 75806, 283681, 338467, 282149, 88104, 244269, 68143, 27696, 80948, 51253, 368700, 88637, 96318, 342080, 127041, 403521, 53830, 97351, 46665, 10826, 86607, 124497, 117331, 187987, 141913, 182362, 250972, 78942, 364639, 110176, 347235, 10341, 306279, 389223, 91757, 49262, 408175, 334456, 262782, 84094, 60547, 281738, 44689, 309395, 8852, 374935, 246426, 94879, 42660, 261285, 109735, 334504, 5289, 50346, 117929, 139434, 226990, 58545, 313521, 240307, 6836, 48820, 244916, 190135, 288950, 299195, 267966, 81087, 149695, 204992, 22723, 144584, 112330, 167627, 87758, 64720, 229584, 334546, 147156, 283863, 165593, 342234, 201435, 279259, 152805, 215270, 17127, 333541, 55020, 46833, 122612, 172283, 201979, 337659, 380159, 190724, 4360, 227080, 8458, 279819, 54541, 104206, 66321, 273170, 32019, 335633, 242453, 354581, 413460, 130328, 111385, 266522, 275226, 168732, 262941, 19742, 5408, 384290, 1827, 319269, 260902, 258347, 42495, 23854, 193840, 1331, 277811, 281907, 251190, 285499, 256832, 153924, 219973, 282950, 371529, 38219, 46924, 197453, 416589, 51023, 207183, 253776, 248155, 411997, 313694, 116575, 140127, 422243, 230757, 53094, 248681, 215404, 401264, 29688, 274294, 25463, 106360, 138615, 209783, 7547, 30076, 227197, 333687, 161663, 346491, 408447, 417150, 10628, 304004, 234374, 80775, 276871, 224138, 303498, 37772, 115085, 237456, 368529, 23447, 44952, 104856, 199066, 270234, 323487, 46496, 34721, 206755, 423844, 54695, 254888, 356270, 141743, 164786, 388530, 315316, 412594, 414645, 314295, 364473, 303548, 357821, 85442, 119240, 133065, 216520, 46539, 134097, 167890, 246738, 266708, 308690, 91094, 341975, 400341, 50138, 11739, 309722, 163297, 345569, 395747, 263140, 390630, 7143, 395239, 73705, 92649, 322030, 340978, 379381, 394744, 249850, 52731, 418815}",
127466,"{195459, 422951}",
381592,"{340483, 60940, 16397, 527, 129552, 217622, 138270, 195626, 72236, 82477, 312364, 220207, 93235, 197171, 197172, 208438, 313908, 352827, 123965, 378431, 366147, 120901, 339013, 404039, 111180, 240205, 183383, 241239, 377947, 46175, 392805, 65638, 360550, 184424, 256108, 265836, 67182, 148593, 41082, 167548, 8830, 396423, 279179, 289932, 157325, 247954, 137884, 53918, 138911, 265887, 312484, 113830, 416423, 8360, 53928, 368811, 351917, 257712, 231607, 373943, 304836, 51400, 199368, 250056, 253642, 127180, 66768, 73433, 62170, 148701, 160989, 217310, 407774, 381153, 231651, 367844, 12521, 141033, 179437, 368365, 214768, 315123, 90875, 233726, 301310, 340224, 244994, 74499, 328967, 215816, 380167, 229645, 130322, 405779, 407317, 147226, 232745, 367916, 27437, 132911, 297776, 9015, 74041, 274241, 379723, 164689, 88917, 260438, 153946, 236891, 415069, 410977, 264549, 200550, 218472, 57706, 196970, 96621, 362351, 377204, 378231, 122745, 159610, 290681, 313725, 86910, 84869, 256902, 248203, 108429, 143252, 122779, 258971, 260508, 272284, 318367, 321947, 146340, 231337, 385453, 134064, 109489, 419761, 416691, 128952, 69561, 188858, 270264, 150461, 19902, 180159, 294341, 221129, 65483, 345038, 53199, 96214, 3543, 79837, 194014, 133600, 51173, 134119, 203756, 217069, 23534, 240623, 388591, 68593, 417780, 362491, 413695}",
305340,{32854},
235465,"{278018, 284674, 281092, 318989, 340493, 275983, 409104, 21521, 382489, 235041, 124962, 122918, 13868, 394799, 391216, 399919, 67122, 2612, 8757, 294462, 93247, 136258, 101956, 114249, 226377, 398924, 415309, 356951, 55899, 24157, 148065, 52835, 133731, 197742, 309873, 142966, 184951, 309366, 347766, 181883, 198787, 71812, 396419, 174729, 35472, 331921, 153235, 149652, 219796, 349331, 148119, 197271, 245400, 309399, 91292, 281245, 290465, 294050, 164013, 38578, 117939, 342198, 314557, 398014, 395968, 25793, 301761, 189638, 230599, 133321, 61644, 222415, 260303, 278738, 205525, 289493, 392924, 259293, 332509, 39648, 44770, 281321, 107767, 326909, 68863, 326911, 393475, 25860, 285958, 127752, 355081, 227085, 170258, 135445, 64795, 125215, 256287, 339231, 418598, 314151, 197929, 146218, 312619, 137006, 332081, 356658, 375612, 246077, 241983, 31552, 50498, 283970, 7493, 251205, 231752, 11082, 290643, 365915, 103776, 240480, 261989, 112486, 315237, 332650, 154998, 338806, 324473, 6010, 239483, 409467, 145277, 134527, 288128, 324481, 296322, 123269, 152970, 73099, 51089, 257938, 377240, 49053, 272289, 12194, 213413, 157094, 12200, 86955, 189357, 332721, 416182, 181691, 29636, 177605, 314308, 360391, 231882, 79821, 35791, 147410, 70100, 361945, 293340, 153567, 212452, 146918, 418790, 334317, 35313, 84469, 79866, 236539, 299005, 127486}",
324618,"{41477, 11269, 188422, 275462, 244234, 57355, 83474, 94226, 43540, 295443, 62999, 409115, 205348, 319530, 250412, 100399, 338479, 388657, 337458, 267315, 377906, 236094, 81983, 239680, 577, 317502, 307267, 133700, 80965, 340543, 237127, 28233, 201801, 55885, 400978, 133204, 192084, 321109, 322645, 330839, 338531, 258661, 215143, 24173, 58990, 182382, 30320, 221293, 79987, 98420, 393844, 29305, 112764, 331901, 172671, 106624, 146562, 132228, 42117, 67717, 409221, 37000, 103048, 325257, 281739, 393865, 378505, 147599, 232080, 108691, 222357, 258710, 254104, 68250, 271004, 182430, 283294, 70310, 304806, 297128, 409254, 145583, 91313, 201393, 234164, 231606, 354999, 169656, 275643, 122045, 254141, 279231, 3778, 109767, 78536, 193225, 371918, 208080, 243922, 4307, 212691, 255186, 357590, 390359, 262360, 396500, 262875, 26849, 189155, 91877, 192230, 96488, 299242, 218860, 70893, 288495, 89840, 4341, 159989, 262903, 13560, 52986, 168699, 192250, 281338, 389884, 92415, 72448, 221440, 401659, 83207, 34056, 43786, 291082, 157967, 48912, 55056, 20242, 358675, 80150, 146711, 163095, 123673, 275327, 268059, 272156, 61727, 221983, 146209, 203041, 210722, 301860, 418596, 231206, 208167, 242983, 266539, 384300, 267563, 240941, 313643, 97583, 285487, 329517, 271667, 162100, 320818, 43830, 214838, 358703, 210233, 249658, 381753, 395063, 125436, 31550, 77633, 110916, 202053, 31046, 37703, 421701, 152912, 140625, 270160, 235347, 350545, 273406, 219481, 340833, 110947, 158051, 144742, 357222, 354152, 370536, 237419, 226668, 291181, 17262, 128369, 269169, 31091, 135029, 209781, 238454, 3960, 236921, 216955, 257917, 389502, 309118, 21374, 416129, 113022, 218496, 225152, 152962, 114051, 178051, 188293, 222594, 249729, 316803, 375174, 382340, 406922, 52109, 390544, 288658, 323479, 107417, 105370, 269209, 224669, 86431, 187304, 264106, 151467, 319402, 104365, 48559, 85423, 269743, 324021, 349621, 385973, 11192, 46523, 24511, 25025, 262081, 339393, 195013, 346572, 374220, 378316, 143315, 317908, 180181, 142806, 48087, 127960, 152536, 8666, 25051, 168410, 168919, 9182, 103903, 334300, 399321, 273890, 304100, 168423, 373737, 420841, 57324, 359405, 126961, 387571, 395763, 111093, 9206, 369654, 290297, 361467, 330748, 24061, 400894, 150015}",
114391,"{61954, 58760, 178699, 293390, 143, 71573, 408087, 412183, 35352, 230429, 3234, 310821, 84774, 379049, 183980, 221868, 73902, 204592, 352693, 417848, 85947, 190524, 343490, 114167, 175430, 255046, 381128, 302928, 149969, 324689, 354641, 395478, 100826, 407003, 20444, 347617, 29155, 174571, 177901, 294898, 4979, 52214, 22519, 77046, 99707, 139772}",
287263,"{57542, 313287, 255564, 373359, 296143, 140632, 337401}",
6105,"{43009, 366088, 330761, 364558, 354318, 268825, 397337, 354331, 328226, 89636, 108069, 336423, 25139, 315961, 213563, 345660, 307772, 213053, 179263, 235073, 354891, 177743, 109142, 65628, 189024, 5220, 33893, 336996, 66154, 216170, 68716, 83566, 131186, 106611, 217204, 261235, 194687, 261252, 248972, 90768, 317074, 412312, 325786, 416411, 117405, 189086, 200350, 159392, 13987, 9892, 167078, 167590, 191657, 212663, 286397, 295102, 352455, 311499, 388303, 7378, 105683, 213714, 53974, 48856, 277208, 144097, 125158, 288487, 184042, 352492, 27888, 44272, 128752, 391412, 143612, 112385, 8452, 413453, 1809, 153366, 6935, 151320, 174870, 325916, 39198, 145700, 44326, 387371, 213804, 246061, 321330, 159031, 374583, 62265, 25919, 237384, 258383, 267093, 11095, 299351, 344408, 277338, 356187, 46940, 362854, 252775, 84328, 132970, 339822, 135536, 421241, 12667, 27007, 166784, 335743, 22914, 46978, 236931, 119173, 423814, 55175, 380808, 6026, 27531, 66961, 401299, 218521, 161178, 91036, 219548, 165792, 222628, 410024, 352171, 26542, 22449, 369587, 305076, 273335, 308154, 273339, 273855, 39872, 183745, 327112, 259529, 158666, 305097, 273871, 123857, 6105, 362972, 378844, 296929, 107504, 74740, 162296, 90111}",
282186,"{383270, 375814, 89993, 361621, 39197, 80859, 242844, 199196}",
42400,"{58881, 411650, 274433, 101889, 9735, 257545, 152074, 217610, 40460, 235020, 224782, 226832, 264723, 369171, 32277, 189463, 48668, 203294, 106526, 205343, 16929, 214560, 232990, 273443, 189989, 306212, 184359, 26666, 372779, 319020, 229936, 367156, 187957, 102454, 236601, 72250, 335932, 279102, 12351, 398911, 87106, 85060, 181317, 372807, 294986, 69710, 106063, 263760, 31825, 101971, 6229, 145494, 219221, 265305, 99418, 321627, 160349, 308834, 96361, 59498, 381545, 57964, 180333, 281711, 84080, 347252, 342140, 306303, 382080, 19073, 123521, 344705, 124039, 34442, 234126, 259215, 280725, 305814, 233624, 395930, 263843, 73892, 21670, 147622, 250022, 12457, 195242, 219819, 113325, 416429, 56495, 253617, 76979, 17077, 45750, 100535, 111290, 55483, 407226, 352959, 8389, 87750, 28871, 30919, 36040, 191173, 393927, 417478, 68305, 375506, 6867, 324822, 160472, 370393, 345308, 88800, 278762, 4844, 198381, 149231, 252657, 246004, 59128, 129784, 214264, 202491, 227068, 1789, 102654, 264952, 152321, 188676, 38661, 408839, 376076, 317712, 148757, 218391, 419610, 79643, 284446, 420127, 285472, 34083, 93988, 361764, 198440, 372011, 5421, 101165, 176433, 108338, 102195, 63284, 204082, 314675, 145719, 257336, 413490, 7483, 356155, 358716, 1342, 28483, 116036, 146251, 172876, 205132, 79695, 408402, 65876, 240982, 97624, 157021, 422238, 401248, 116577, 3431, 282983, 323431, 126828, 111981, 209265, 32626, 142718, 132479, 421762, 21893, 1417, 250251, 249230, 378254, 412560, 420756, 93591, 403351, 394138, 371613, 141727, 42400, 177059, 133028, 35749, 156068, 78759, 205738, 266155, 66476, 116140, 205740, 339375, 342959, 283569, 31164, 262078, 190400, 105410, 43458, 144838, 66506, 311251, 980, 361429, 370718, 183259, 354780, 194525, 39910, 283623, 155624, 377321, 190956, 79853, 288748, 394734, 234994, 173560, 397820}",
15153,"{82947, 409103, 341009, 90660, 233002, 60462, 163374, 52272, 13875, 153657, 311373, 154727, 319082, 396908, 8841, 180365, 125595, 276636, 72354, 199343, 182966, 266425, 7868, 83645, 305347, 95941, 295113, 413902, 149713, 378583, 196826, 242397, 409339, 42751, 77059, 47384, 269084, 282396, 300828, 319772, 21793, 320291, 298798, 8500, 98103, 399161, 244539, 77628, 237896, 71499, 18253, 376654, 46424, 272219, 408414, 181087, 146786, 165739, 179565, 242554, 239998, 181120, 129422, 325016, 94114, 250793, 405418, 316331, 271796, 405442, 124369, 248273, 148958, 317407, 71648, 270817, 351714, 156643, 315876, 308200, 329196, 240621, 186350}",
