ID,Ball1,Ball2
408608,{310823},
309761,"{11264, 331268, 340486, 347656, 378381, 20495, 295441, 328212, 223257, 106524, 414238, 319519, 320035, 125478, 12839, 130088, 292394, 71723, 421419, 132654, 301617, 336438, 137787, 292413, 208960, 322116, 202821, 251463, 31816, 405575, 115279, 116816, 181331, 352851, 157782, 116823, 403544, 43609, 106073, 156251, 280667, 44125, 172641, 280166, 155751, 94312, 47209, 165992, 42603, 347238, 172657, 58485, 145527, 127607, 201351, 285322, 253070, 172699, 327848, 5801, 357547, 20652, 253101, 120496, 199858, 421043, 215735, 238775, 150715, 252093, 176833, 242370, 355522, 167109, 411335, 122056, 144585, 393928, 123084, 22221, 18641, 233683, 237268, 271060, 251608, 85210, 282338, 257763, 13028, 100069, 412902, 364258, 367847, 98536, 2793, 118506, 152811, 354025, 325869, 59118, 402152, 412393, 232689, 344312, 379129, 107771, 307453, 62723, 181507, 377603, 201481, 275721, 362768, 75538, 262930, 372498, 163605, 370966, 269595, 415515, 146208, 219937, 241952, 402723, 11044, 52004, 205095, 36136, 113963, 399667, 76085, 165686, 200504, 218424, 150332, 30525, 68413, 124733, 418620, 116034, 146245, 343880, 411464, 289107, 73557, 178006, 82263, 125784, 423255, 121691, 22877, 217951, 256868, 400740, 400230, 421732, 37224, 156521, 417643, 125292, 26478, 213361, 266609, 122739, 140153, 382842, 118143, 103807, 101761, 361343, 395139, 69509, 315782, 342921, 240525, 18320, 48016, 304016, 301974, 155031, 95230, 251804, 352672, 191905, 237473, 268705, 228777, 309673, 250795, 212909, 48046, 245679, 278448, 84916, 272309, 6585, 164794, 101820, 145340, 92096, 389056, 301506, 63998, 150983, 333258, 165324, 59853, 383951, 174035, 146900, 3541, 226260, 185304, 154585, 336856, 116702, 222689, 245219, 388068, 147953, 314353, 127478, 326647, 132092, 333310}",
136540,"{259072, 352256, 69635, 152067, 345093, 371203, 193547, 311307, 203792, 176146, 208403, 37912, 252956, 214556, 358942, 93215, 68639, 21025, 54306, 174624, 269859, 16421, 331295, 402979, 331305, 31277, 389165, 379952, 350258, 281655, 312376, 259641, 258106, 404539, 396860, 140349, 315965, 414780, 107075, 172611, 355910, 133703, 276551, 127563, 260172, 232525, 7759, 68176, 29777, 78928, 267857, 136276, 237652, 384594, 87639, 322647, 197721, 376920, 382041, 396887, 416861, 212574, 346213, 29800, 98920, 116841, 108139, 162408, 264813, 281707, 346223, 346732, 371822, 225402, 39548, 125054, 120958, 157310, 264833, 99970, 246915, 297088, 320131, 192135, 377995, 262796, 345229, 165518, 166030, 264846, 306321, 396428, 277139, 184469, 101015, 62616, 148632, 60058, 231068, 252063, 92322, 140453, 132774, 54439, 143015, 92841, 215209, 238757, 215212, 255660, 291501, 2735, 106159, 306350, 313513, 144056, 251578, 168124, 336065, 30914, 127170, 57540, 234690, 295621, 381130, 256206, 390864, 281297, 8916, 164565, 287959, 239834, 366810, 89309, 110820, 164581, 301287, 2792, 328426, 410346, 61164, 109805, 144622, 188652, 330992, 243441, 345328, 330995, 102644, 192759, 165628, 335101, 351486, 207617, 61702, 121607, 309512, 189193, 385800, 362763, 203532, 252687, 39185, 306961, 54550, 111384, 272153, 349976, 414489, 366364, 401692, 22303, 13087, 196386, 133927, 53546, 138543, 119088, 101169, 30002, 82227, 104242, 147760, 160561, 253238, 110394, 108859, 356154, 358205, 134976, 238401, 129858, 254273, 47430, 34631, 351559, 378694, 59211, 77136, 378710, 237916, 140637, 14177, 128865, 12131, 260962, 389473, 99686, 274280, 365, 404338, 114038, 39287, 235382, 386935, 138618, 399225, 158592, 394625, 260482, 401795, 50565, 163208, 304521, 47498, 54666, 92555, 106892, 156558, 244620, 379278, 395663, 209298, 280982, 88985, 41882, 119705, 4508, 339354, 368025, 196511, 395165, 333729, 140706, 130469, 349093, 302504, 307113, 333737, 411565, 7597, 69550, 116655, 165293, 167342, 189359, 294321, 148916, 99253, 372147, 404921, 333242, 378810, 226236, 108990, 302526, 32706, 12227, 174532, 222658, 383428, 227784, 401871, 163282, 414162, 138712, 275417, 44506, 153051, 288217, 388058, 47582, 171489, 283619, 375780, 31718, 144871, 94184, 28137, 52716, 156142, 247280, 196086, 287735, 30200, 390649, 126974}",
90515,"{79876, 249861, 388618, 45071, 229904, 248850, 279058, 152084, 104469, 366616, 311834, 390179, 422949, 124971, 86063, 242735, 108595, 249395, 261172, 366131, 371767, 385075, 39481, 291900, 130622, 262718, 111680, 292414, 295496, 71241, 354376, 148043, 241229, 377933, 4687, 153170, 8284, 230492, 378972, 8287, 144998, 71271, 124519, 147559, 259688, 302698, 209519, 369776, 389231, 255090, 238201, 77945, 209018, 192124, 212605, 41091, 168067, 263812, 408195, 88200, 117899, 177804, 409741, 354958, 239759, 46225, 297622, 162455, 418461, 246943, 359585, 5796, 326820, 341668, 420005, 293544, 411817, 8874, 2733, 169647, 315057, 402099, 267961, 329403, 350907, 234173, 316607, 252609, 27846, 321222, 184520, 113865, 107213, 405199, 153808, 302289, 411349, 203478, 336087, 343265, 274148, 36581, 411366, 132331, 111340, 188144, 144627, 130292, 281331, 357620, 278263, 363254, 181501, 218879, 182016, 388875, 22798, 371984, 211217, 53016, 352537, 190748, 47389, 179998, 188191, 238365, 333086, 392993, 59686, 387879, 423724, 110894, 283442, 60214, 130363, 275259, 160063, 118083, 172868, 171857, 269655, 298328, 119648, 6503, 142699, 140145, 70514, 238452, 406388, 370551, 274297, 890, 385915, 274300, 330620, 67966, 117631, 113024, 407425, 255874, 413570, 236932, 354180, 348038, 322951, 279944, 162185, 120716, 329100, 193426, 376723, 210426, 82839, 104346, 195482, 39327, 97699, 96165, 100774, 1448, 1962, 103851, 229804, 29103, 408495, 194997, 317367, 21944, 86968, 156606, 180670, 186303, 96705, 210368, 37827, 13252, 255423, 257476, 309186, 422342, 46028, 134093, 91086, 146381, 158158, 277964, 118227, 202708, 372691, 15326, 256999, 208361, 244717, 173552, 268273, 207348, 265717, 356340, 332793, 318458}",
95250,"{294925, 401433, 163872, 360482, 278565, 237607, 57384, 172080, 196667, 57416, 352331, 344142, 98388, 155735, 32864, 376928, 409719, 221306, 139389, 311422, 32896, 237713, 213142, 344214, 311449, 90268, 368837, 409801, 49358, 49360, 82130, 57561, 418009, 114908, 196832, 327919, 155889, 409851, 368894, 180479, 49412, 409877, 114976, 33059, 188711, 344369, 319798, 172350, 246081, 401731, 319822, 262487, 172378, 172379, 33118, 123230, 418144, 196967, 246135, 377209, 389, 172422, 278930, 131485, 49568, 90531, 115117, 147885, 49589, 393654, 229826, 147907, 156111, 98778, 279008, 8674, 33251, 90594, 8678, 90600, 106986, 344559, 295409, 8690, 123378, 229877, 66039, 90622, 512, 279045, 360966, 410125, 147988, 164377, 123423, 115234, 328231, 262700, 344626, 98877, 587, 238157, 238158, 270931, 25177, 295518, 17017, 172677, 320138, 8843, 41614, 287381, 115350, 246425, 115360, 213664, 221857, 402082, 58023, 115367, 197288, 377515, 156336, 221873, 205491, 115409, 189151, 148204, 271095, 90876, 131858, 402197, 90902, 385819, 99103, 41768, 131880, 385837, 33582, 262964, 238390, 303928, 385850, 25404, 74561, 377675, 320337, 312152, 25433, 115555, 230248, 222060, 254834, 230263, 320383, 898, 172934, 131976, 418700, 17295, 99230, 132002, 50083, 123813, 205739, 132014, 41903, 58290, 951, 140215, 304057, 230338, 312271, 17380, 377830, 246765, 222202, 58364, 25601, 82948, 123919, 336913, 328749, 287792, 394295, 214077, 402493, 271431, 140360, 238667, 320588, 140366, 287822, 156753, 402513, 91230, 320606, 205923, 345187, 263275, 42094, 17519, 164974, 189557, 304246, 328826, 83068, 107645, 107647, 91270, 361608, 214153, 91284, 418968, 304284, 320668, 9378, 197798, 263337, 402604, 386227, 25784, 279736, 402632, 402636, 83153, 246995, 271572, 173281, 107772, 214269, 197887, 320769, 197890, 361743, 247061, 9495, 222495, 9509, 148775, 83241, 230704, 124215, 255288, 361802, 296285, 83297, 17769, 312686, 1394, 230772, 279924, 198022, 17802, 75152, 386481, 181692, 206273, 99781, 419273, 370130, 263635, 107995, 58849, 132579, 173541, 1518, 140785, 321014, 345592, 34299, 34302, 181760, 280076, 247309, 353814, 222754, 230953, 9773, 190002, 50749, 271935, 419391, 116297, 222803, 132696, 394853, 18024, 296555, 26222, 83567, 394868, 1660, 231039, 419460, 214667, 378508, 214670, 280207, 149144, 83610, 378527, 91808, 26275, 345766, 321196, 165550, 378552, 337603, 394951, 9941, 345818, 18144, 321248, 1765, 321254, 403173, 296682, 378603, 116460, 108274, 214772, 206588, 59133, 231168, 288522, 378640, 10004, 263956, 42776, 223008, 83746, 288546, 214827, 304939, 239405, 378668, 149298, 182086, 304967, 42832, 223056, 173912, 411482, 141148, 116573, 247649, 337761, 305002, 124780, 10094, 247664, 264053, 10105, 378752, 214929, 321426, 239505, 67476, 280481, 108450, 1960, 18350, 411568, 83889, 190391, 231354, 231360, 239555, 305092, 26576, 182226, 387026, 329686, 108512, 419820, 42989, 108526, 116723, 2036, 256005, 329742, 59408, 288787, 264214, 133184, 395331, 370756, 198752, 59495, 411752, 34923, 329835, 174190, 247920, 354420, 223352, 338043, 321662, 346240, 108681, 305289, 313484, 43150, 395412, 100510, 67744, 379041, 75938, 305315, 247978, 198827, 288940, 313514, 420010, 231603, 395447, 207035, 223423, 59599, 182485, 18646, 26841, 379102, 100578, 354535, 133380, 43270, 166156, 231692, 313620, 2330, 289050, 256289, 395564, 59693, 395566, 10545, 67894, 305465, 18749, 379199, 223553, 346442, 256335, 395601, 59730, 338259, 117080, 215390, 26977, 100728, 141688, 76160, 223616, 35207, 387470, 371088, 379288, 215457, 313762, 289187, 231844, 18858, 2476, 190895, 190902, 371130, 207291, 256464, 362976, 346593, 420322, 403943, 27114, 43498, 223725, 59886, 84464, 297457, 51704, 363006, 166400, 68099, 215555, 412176, 166420, 76311, 109079, 223771, 363039, 354854, 182826, 305713, 330289, 182844, 305741, 371282, 125542, 100986, 363146, 10891, 68239, 273040, 404120, 158376, 51881, 273067, 150188, 117430, 68280, 240312, 199356, 371399, 232137, 232148, 297688, 60122, 125671, 420585, 35567, 322288, 338678, 273151, 346882, 232202, 11020, 273166, 256784, 101137, 289556, 109343, 27447, 35646, 166722, 117574, 207692, 224077, 215888, 355163, 256860, 338782, 125798, 289639, 207728, 125820, 265085, 420738, 412558, 60305, 314262, 84887, 125847, 314267, 76709, 347047, 109510, 412615, 224201, 412623, 158673, 371672, 371676, 142306, 3046, 240624, 412657, 68596, 175097, 150533, 420875, 396300, 396303, 257048, 101406, 347169, 19494, 183336, 330796, 314442, 101450, 183373, 11345, 257113, 232539, 240740, 298085, 134247, 380011, 68724, 380022, 257146, 371835, 134268, 380029, 134280, 27791, 35987, 126099, 404635, 388269, 281779, 388279, 404669, 199876, 208069, 11474, 36050, 208083, 11477, 158949, 158962, 380147, 257276, 314622, 249091, 118022, 363794, 216339, 322838, 281883, 208162, 109859, 167205, 101670, 60711, 421172, 363841, 101703, 249164, 257357, 19792, 11612, 11613, 183651, 109924, 183663, 347509, 36219, 101766, 290186, 44433, 101777, 159127, 363927, 36249, 77209, 249241, 19870, 69022, 69027, 282030, 322991, 314807, 413114, 314813, 290238, 323008, 77248, 265665, 339395, 126405, 85446, 142789, 183767, 331226, 208351, 52704, 273887, 380387, 11749, 347623, 93677, 273908, 232950, 216574, 11777, 331270, 118287, 19984, 290322, 306709, 372245, 241178, 323108, 118325, 11830, 192053, 388681, 298590, 110177, 151141, 290409, 192112, 44659, 183924, 298620, 134796, 241294, 290446, 290452, 241301, 421533, 69278, 315043, 388774, 216743, 175787, 102061, 274093, 36529, 52914, 323250, 85687, 347836, 290496, 306880, 233154, 265923, 315075, 282309, 175816, 151243, 356049, 290515, 36574, 93920, 110314, 93944, 192251, 397056, 93966, 274196, 266012, 347934, 20257, 290593, 200483, 274213, 241447, 347944, 421677, 20271, 249647, 44855, 364350, 53059, 364355, 216907, 216917, 200544, 200554, 126837, 44921, 282495, 126849, 266116, 241548, 159633, 323474, 3990, 192406, 233368, 282521, 110496, 208804, 69543, 225213, 36798, 69569, 257989, 217046, 331741, 184286, 167904, 143330, 143335, 28649, 323566, 86015, 208897, 421891, 266253, 110608, 290834, 421907, 184343, 356392, 94268, 28733, 241731, 110660, 102471, 266322, 143445, 217177, 118877, 299105, 118892, 20593, 282742, 4216, 241791, 233600, 86150, 94351, 290959, 323727, 266386, 405653, 290973, 233634, 69799, 61614, 53433, 299196, 282822, 168136, 209101, 225492, 69855, 45281, 356578, 413923, 381161, 372973, 233710, 389375, 217352, 389389, 160024, 241945, 20762, 20769, 225572, 397606, 69928, 28973, 151854, 397615, 69941, 110901, 356663, 266559, 135489, 160069, 373067, 29014, 201046, 151902, 332126, 184695, 94591, 307583, 225668, 119186, 348566, 110999, 94619, 381351, 78258, 405944, 53691, 70078, 225740, 45523, 37332, 201175, 53722, 29147, 233951, 291299, 299502, 258543, 53754, 299514, 127498, 152081, 242195, 61974, 274981, 86568, 193080, 152122, 119357, 29246, 193087, 209484, 21070, 86624, 135794, 234098, 316018, 348788, 422518, 291449, 291453, 389771, 152204, 414348, 111250, 119443, 234133, 94894, 168637, 160449, 53961, 217804, 37582, 357072, 45778, 13022, 234208, 168674, 152302, 258805, 37627, 406274, 70414, 291605, 324374, 357141, 250649, 185120, 234277, 95014, 152358, 37672, 365350, 45870, 95025, 13118, 299857, 422752, 86881, 283489, 62310, 365423, 226167, 13185, 54148, 21387, 152460, 349068, 242574, 258963, 111518, 111520, 111521, 406433, 95148, 373684, 349120, 398284, 111572, 406484, 111574, 136151, 78809, 54238, 144350, 242667, 87021, 144372, 193525, 136183, 422906, 95237, 201741, 119826, 119827, 422936, 275490, 373798, 103465, 300074, 267308, 144433, 267313, 308275, 341053, 234558, 136255, 332869, 406597, 259143, 169041, 136304, 267380, 332919, 38014, 341118, 193692, 242845, 242846, 193699, 226470, 324774, 267432, 267435, 193721, 251070, 234697, 62666, 169174, 111831, 70880, 333024, 169186, 365796, 5357, 13559, 251128, 316675, 185609, 70922, 95515, 38192, 226612, 111927, 13625, 357691, 234818, 202051, 316740, 185674, 185675, 374093, 349521, 374101, 333144, 415065, 54618, 103770, 423275, 300397, 202094, 324973, 390515, 316817, 357777, 243092, 423324, 243103, 13729, 202149, 300457, 275886, 218552, 120252, 325055, 46535, 341452, 275918, 251349, 226782, 210399, 54755, 13796, 316910, 87538, 218616, 218628, 62982, 46599, 275977, 423434, 30221, 398865, 87580, 103973, 120357, 390697, 300589, 325174, 390710, 38456, 63038, 251468, 128596, 30299, 112220, 112226, 284258, 333424, 71282, 22131, 185970, 292467, 13942, 202362, 185982, 210565, 5768, 292489, 415372, 259729, 153248, 79523, 22182, 358059, 136878, 267950, 218800, 415411, 325301, 284342, 333495, 177859, 415430, 194261, 423638, 300761, 112351, 5863, 227052, 55023, 46836, 87804, 227077, 308999, 333576, 63243, 317201, 309011, 268053, 251676, 235297, 227109, 284455, 292648, 341807, 390962, 390967, 161596, 366397, 382785, 38724, 292676, 112458, 30546, 227154, 292692, 38759, 137066, 87916, 251760, 325490, 218998, 268160, 227201, 104323, 325516, 423822, 358287, 227217, 186264, 399257, 292765, 399265, 350122, 358319, 194489, 235450, 423871, 268230, 407501, 382927, 227281, 374737, 88023, 137176, 38876, 96227, 55268, 79844, 358375, 407528, 47088, 227325, 38946, 383024, 112689, 292913, 358458, 358463, 186436, 284742, 211023, 317522, 424023, 366683, 350316, 366712, 424063, 391298, 243853, 178324, 309397, 383125, 415892, 47260, 194721, 120998, 186541, 104622, 14519, 350397, 96446, 325834, 276683, 6356, 284885, 317652, 88281, 80099, 325859, 260335, 334069, 399614, 276742, 80137, 178448, 375059, 178459, 252191, 145701, 153896, 252207, 334130, 203060, 55607, 14657, 162113, 391490, 121167, 375122, 391506, 55636, 72024, 317788, 96611, 153955, 47463, 391532, 113028, 178566, 260489, 211339, 407949, 383374, 358802, 14760, 63912, 326061, 121263, 383413, 96708, 326094, 137682, 31189, 252381, 23015, 31207, 211432, 170481, 276982, 350710, 186872, 309752, 244218, 14844, 326141, 170495, 162304, 350722, 317955, 260619, 342541, 195088, 178710, 416282, 72220, 301599, 350756, 113191, 88616, 277038, 137777, 170558, 178750, 268863, 318014, 23106, 268877, 72287, 318052, 309865, 195178, 121451, 203370, 375405, 227957, 375413, 342648, 334457, 301693, 359041, 277122, 14988, 375437, 6798, 244377, 408224, 154274, 285347, 318127, 268982, 375485, 408253, 391881, 31435, 23249, 236243, 72408, 146141, 178911, 252641, 301798, 129768, 15089, 129777, 301809, 6902, 277238, 400118, 6910, 228109, 39698, 260884, 203543, 23322, 351007, 416549, 23334, 56104, 64302, 383793, 277301, 129847, 146232, 416571, 195395, 195398, 293713, 228178, 359251, 269154, 179045, 15207, 121711, 301935, 7028, 367479, 113548, 252815, 121763, 162724, 89004, 211885, 293804, 7090, 23476, 392119, 129983, 416705, 105416, 179148, 138189, 310221, 130007, 130010, 187356, 15325, 228316, 359389, 367585, 252906, 343021, 318452, 15355, 56316, 269320, 375835, 203815, 121897, 64562, 269372, 7229, 326728, 7241, 203852, 162911, 228448, 326751, 72804, 244842, 244854, 375926, 277629, 56453, 113797, 244871, 105612, 236691, 113824, 40100, 81060, 105639, 171194, 40127, 72910, 212175, 285932, 359664, 392435, 163072, 253186, 326921, 179473, 351507, 326933, 367893, 302361, 40219, 269598, 236832, 302389, 384312, 392504, 171330, 228681, 163147, 89427, 302421, 400731, 40287, 294243, 73060, 335204, 7532, 392569, 114047, 376202, 376216, 40349, 130462, 114081, 343457, 294307, 114092, 335279, 359856, 327093, 212413, 97728, 384455, 335307, 97743, 392655, 409047, 15834, 343515, 409060, 204266, 48619, 343530, 97782, 278008, 105981, 269823, 56839, 392712, 122377, 286225, 294436, 155178, 278072, 15932, 220736, 89677, 15953, 155220, 245332, 392790, 286298, 360034, 73321, 228980, 269945, 97924, 278156, 384653, 286353, 65172, 32406, 351895, 196256, 7857, 310965, 335563, 204493, 278222, 7903, 392932, 261861, 163559, 73457, 163571, 163586, 294670, 24335, 24341, 16151, 130872, 204600, 114493, 401220, 237381, 212806, 352081, 8018, 376659, 16218, 294747, 245599, 130918, 204647, 106346, 130922, 130928, 114547, 352115, 147318, 221052, 384899, 417667, 253829, 327557, 24455, 40847, 147343, 245652, 8085, 212895, 352168, 376744, 122795, 360370, 229300, 221120, 319424, 114638, 155598, 40913, 352210, 393173, 319448, 196570, 417758, 237543, 376818, 81907, 270325, 188412}",
300400,{402093},
287262,"{247812, 92168, 77837, 145430, 241699, 354340, 53288, 278576, 393267, 151608, 424001, 211018, 237642, 196698, 147552, 176228, 59502, 10351, 53363, 90241, 10371, 170124, 12429, 149646, 63632, 198807, 45210, 274592, 282785, 360621, 20655, 278709, 98493, 18629, 108741, 129238, 288983, 299222, 155876, 127209, 237806, 92399, 172274, 47349, 317697, 401668, 174347, 321805, 14613, 12568, 10525, 362782, 133411, 381226, 49451, 26927, 194892, 125279, 82283, 39293, 231809, 414081, 98693, 170376, 311695, 248209, 104850, 80277, 401816, 37273, 18842, 399780, 170407, 334252, 285113, 338367, 299463, 203217, 100825, 119257, 401881, 246238, 184812, 242165, 109063, 385548, 37397, 27160, 203289, 264731, 412190, 66080, 229922, 203304, 184875, 47662, 330286, 125494, 131650, 579, 580, 395844, 90698, 334413, 217680, 270929, 107090, 277075, 385631, 57958, 8831, 4740, 150150, 64135, 164492, 96910, 342674, 82595, 273060, 344740, 299691, 316087, 142015, 195264, 338627, 197318, 334541, 322262, 359128, 258781, 389863, 162537, 328430, 355054, 152304, 322299, 262910, 15103, 27392, 19215, 217873, 256792, 203549, 396078, 56118, 117559, 365368, 267065, 193341, 277311, 275264, 15170, 242501, 222027, 355151, 328534, 78682, 297821, 379741, 355168, 267111, 117608, 381819, 316288, 207753, 394126, 211860, 390037, 344988, 177070, 215983, 361392, 297907, 289739, 273359, 60377, 170973, 320482, 107495, 308201, 218090, 297963, 324598, 404473, 31737, 336895, 316416, 113665, 347138, 189443, 123910, 422935, 7192, 160793, 336939, 367665, 261175, 412727, 154696, 195663, 17496, 189536, 124013, 199791, 375919, 167032, 144514, 31875, 144518, 162962, 224405, 367767, 398491, 3235, 117923, 136357, 244908, 27821, 318636, 177343, 68809, 263381, 351447, 25818, 201951, 177377, 308452, 369893, 19686, 326888, 175337, 390380, 322796, 386284, 183543, 392441, 382203, 120063, 158979, 412934, 193813, 208151, 247065, 384281, 210206, 326944, 302370, 296234, 265515, 75052, 380212, 58678, 347447, 363831, 267580, 415045, 189770, 359759, 359762, 306515, 208228, 226662, 351590, 177514, 130414, 198023, 202119, 21907, 218515, 26012, 155040, 220577, 204198, 355753, 1452, 300466, 28083, 333234, 204220, 288189, 17857, 288201, 26075, 376289, 105954, 7655, 290281, 345580, 26096, 255476, 110070, 142848, 181763, 110103, 108064, 26154, 185898, 282166, 306753, 157251, 93770, 284240, 134737, 61015, 308829, 69215, 304749, 380530, 159357, 163481, 362141, 315040, 310946, 106153, 290475, 75437, 241326, 116403, 184000, 116419, 208583, 276168, 18137, 50910, 311015, 343787, 265968, 26353, 134897, 98043, 153345, 38659, 354051, 163589, 130823, 96008, 38667, 22292, 83744, 50992, 114484, 157499, 286527, 212800, 294722, 276292, 38738, 321363, 57175, 184153, 135004, 403293, 268126, 278366, 85857, 331627, 401265, 171898, 241538, 81801, 214926, 335767, 386967, 386970, 176029, 356258, 49061, 145318, 20393, 34730, 53171, 233402, 38856, 122834, 223192, 280538, 305124, 249831, 407527, 264175, 221170, 370675}",
298031,{225683},
192681,"{6692, 282669, 89007, 376178, 215796}",
96166,{3154},
