ID,dimgrey,chartreuse,darkcyan,aquamarine,crimson,burlywood,darkolivegreen,brown,darkgrey,darkseagreen,darkgoldenrod,beige,darkturquoise,cyan,coral,black,dimgray,darkgray,darkred,chocolate,bisque,darkkhaki,cornflowerblue,azure,darkslateblue,darkorange,blanchedalmond,blue,darkgreen,darkviolet,darkorchid,deeppink,aliceblue,antiquewhite,aqua,deepskyblue,blueviolet,cornsilk,darkmagenta,darkslategrey,darksalmon,darkslategray,cadetblue,darkblue
146687,0,9,0,328,0,18,0,26,1,0,0,300,0,1,2,125,0,0,0,10,203,2,8,357,0,0,99,63,1,0,0,0,0,40,160,0,36,3,0,0,0,0,17,1
363948,0,7,0,214,1,17,1,36,0,0,1,216,0,4,6,117,0,0,0,9,175,1,5,151,0,1,80,56,0,0,1,0,0,15,178,0,59,4,0,0,0,0,13,1
49082,0,20,2,53,9,43,3,53,1,0,1,121,0,3,15,180,0,0,0,10,200,0,11,74,1,0,148,113,1,1,0,0,0,18,169,0,85,3,0,0,0,0,37,5
53363,0,2,0,211,0,7,0,10,0,0,0,250,0,0,0,87,0,0,0,0,149,0,0,336,0,0,51,29,0,0,0,0,0,2,108,0,16,1,0,0,0,0,6,0
417591,0,9,0,73,1,19,0,31,0,0,0,92,0,0,1,82,0,2,0,7,89,1,3,82,0,0,77,44,0,0,0,0,0,25,176,0,43,2,0,0,0,0,10,1
16194,0,9,0,215,0,12,0,14,0,0,0,182,0,1,1,92,0,1,0,5,150,0,2,175,0,0,81,41,0,0,0,0,0,131,422,0,24,0,0,0,0,0,7,0
22036,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1180,34,0,0,0,0,0,0,0,0,0
7477,0,1,0,104,0,4,0,11,0,0,0,156,0,0,3,64,0,0,0,5,114,0,1,108,0,0,36,31,0,0,0,0,0,15,378,0,19,1,0,0,0,0,3,0
322951,0,9,1,135,1,21,0,19,0,0,0,213,0,2,3,102,0,0,0,2,139,0,0,252,0,0,58,48,0,0,0,0,0,4,12,0,34,1,0,0,0,0,7,1
55779,0,1,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,948,59,0,0,0,0,0,0,0,0,0
239100,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,728,25,0,0,0,0,0,0,0,0,0
312054,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,19,0,0,0,4,0,0,0,0,0,1001,112,0,1,0,0,0,0,0,0,0
23819,0,10,0,112,1,9,0,12,1,0,0,175,0,0,1,126,0,1,0,4,128,0,3,129,0,0,68,40,0,0,0,0,0,5,159,0,32,0,0,0,0,0,14,1
179092,0,0,0,157,1,5,0,7,0,0,0,245,0,0,1,57,0,0,0,0,131,0,1,237,0,0,38,12,0,0,0,0,0,7,65,0,14,0,0,0,0,0,3,0
127466,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,1351,27,0,0,0,0,0,0,0,0,0
381592,0,13,2,82,7,21,1,32,0,0,1,143,0,2,12,135,0,1,1,6,172,1,7,122,0,0,98,67,4,0,2,0,0,15,74,1,47,7,0,1,0,0,23,5
305340,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,989,20,0,0,0,0,0,0,0,0,0
235465,0,1,0,247,1,9,0,6,0,0,0,158,0,0,3,79,0,0,0,2,174,0,1,75,0,0,46,25,0,0,0,0,0,14,228,0,13,0,0,0,0,0,4,0
324618,0,3,0,112,0,7,0,11,0,0,0,291,0,1,1,127,0,1,0,2,190,0,0,174,0,0,73,41,0,0,0,0,0,0,19,0,27,0,0,0,0,0,5,0
114391,0,2,0,148,0,6,0,7,0,0,0,49,0,0,0,32,0,0,0,0,46,0,0,87,0,0,22,21,0,0,0,0,0,484,259,0,13,0,0,0,0,0,0,0
287263,0,0,0,32,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,6,0,0,25,0,0,1,2,0,0,0,0,0,1115,100,0,0,0,0,0,0,0,0,0
6105,0,8,1,177,1,21,0,19,0,0,0,143,0,0,4,85,0,0,0,3,115,0,2,158,0,1,70,33,0,0,0,0,0,7,164,0,27,5,0,0,0,0,8,1
282186,0,1,0,34,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,8,0,0,14,0,0,4,0,0,0,0,0,0,1125,93,0,0,0,0,0,0,0,0,0
42400,0,0,0,275,0,2,0,7,0,0,0,158,0,0,1,59,0,0,0,1,81,0,2,238,0,1,37,23,0,0,1,0,0,88,143,0,7,1,0,0,0,0,3,0
15153,0,3,0,130,0,4,0,16,0,0,0,77,0,2,2,75,0,0,0,2,83,0,2,100,0,0,45,43,0,0,0,0,0,16,518,0,27,2,0,0,0,0,6,0
17758,0,2,0,119,1,5,0,11,0,0,1,90,0,0,1,38,0,0,0,2,62,0,2,98,0,0,32,18,1,0,0,0,0,374,218,0,17,0,0,0,0,0,4,0
6007,0,5,0,140,2,12,0,18,0,0,0,160,0,0,3,112,0,0,0,1,118,0,1,188,0,1,47,38,0,0,0,0,0,26,235,0,30,0,0,0,0,0,5,0
166110,0,3,0,65,0,12,0,16,0,0,0,171,0,1,4,101,0,0,0,2,170,0,2,115,0,0,56,28,0,0,0,0,0,2,78,0,27,1,0,0,0,0,2,0
134973,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,838,9,0,0,0,0,0,0,0,0,0
11079,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1100,27,0,0,0,0,0,0,0,0,0
333010,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,5,0,0,25,0,0,2,1,0,0,0,0,0,659,31,0,1,0,0,0,0,0,0,0
331913,0,0,0,43,0,0,0,2,0,0,0,14,0,0,0,6,0,0,0,0,3,0,0,33,0,0,4,3,0,0,0,0,0,828,164,0,2,0,0,0,0,0,0,0
379821,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,1469,22,0,1,0,0,0,0,0,0,0
386691,0,4,0,183,2,9,0,16,0,0,0,215,0,0,2,118,0,0,0,4,154,0,2,244,0,0,72,43,0,0,0,0,0,3,40,0,27,3,0,0,0,0,7,0
315862,0,0,0,18,0,1,0,0,0,0,0,18,0,0,0,5,0,0,0,0,9,0,0,26,0,0,2,0,0,0,0,0,0,920,36,0,1,0,0,0,0,0,0,0
338944,0,4,0,149,2,10,0,9,1,0,0,218,0,0,0,115,0,0,0,3,164,0,6,160,0,0,67,32,1,0,0,1,0,12,149,0,31,3,0,0,0,0,11,0
21664,0,5,0,90,2,6,0,14,0,0,0,118,0,0,1,81,0,0,0,5,104,0,1,102,0,0,55,42,1,0,0,0,0,4,253,0,20,2,0,0,0,0,7,0
365113,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,737,5,0,0,0,0,0,0,0,0,0
85475,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,1322,11,0,0,0,0,0,0,0,0,0
158736,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,809,7,0,0,0,0,0,0,0,0,0
282240,0,9,0,118,0,11,1,14,0,0,2,129,0,0,3,105,0,0,0,6,117,0,1,125,0,0,76,37,0,0,0,0,0,3,254,0,35,0,0,0,0,0,5,0
88803,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,9,0,0,1,0,0,0,0,0,0,1279,10,0,0,0,0,0,0,0,0,0
296295,0,0,0,42,0,1,0,0,0,0,0,14,0,0,0,4,0,0,0,0,4,0,0,38,0,0,1,1,0,0,0,0,0,619,75,0,0,0,0,0,0,0,0,0
169483,0,5,0,147,0,9,0,12,0,0,0,273,0,0,1,84,0,0,0,2,176,0,2,191,0,0,52,29,0,0,0,0,0,5,142,0,19,1,0,0,0,0,3,0
300403,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,846,7,0,0,0,0,0,0,0,0,0
60665,0,5,1,95,0,8,0,10,0,0,0,189,0,0,8,91,0,0,0,0,162,0,0,152,0,0,58,35,0,0,0,0,0,2,97,0,20,0,0,0,0,0,10,0
417145,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1056,16,0,0,0,0,0,0,0,0,0
112176,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,568,28,0,0,0,0,0,0,0,0,0
236678,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1795,23,0,0,0,0,0,0,0,0,0
113618,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,927,12,0,0,0,0,0,0,0,0,0
